site_name,stratum,pooled_cluster_label,variable,level,summary_type,n,denom,prop,pooled_cluster
pooled,1,Cluster 1: Room air / No ARF,advanced_cancer_any_poa,0,categorical,17008,21196,0.8024155501037932,1
pooled,1,Cluster 1: Room air / No ARF,advanced_cancer_any_poa,1,categorical,4188,21196,0.19758444989620683,1
pooled,1,Cluster 1: Room air / No ARF,any_imv_72h,0,categorical,15252,21196,0.7195697301377618,1
pooled,1,Cluster 1: Room air / No ARF,any_imv_72h,1,categorical,5944,21196,0.2804302698622382,1
pooled,1,Cluster 1: Room air / No ARF,any_imv_icu,0,categorical,14774,21196,0.6970183053406304,1
pooled,1,Cluster 1: Room air / No ARF,any_imv_icu,1,categorical,6422,21196,0.3029816946593697,1
pooled,1,Cluster 1: Room air / No ARF,cachexia_poa,0,categorical,20169,21196,0.9515474617852425,1
pooled,1,Cluster 1: Room air / No ARF,cachexia_poa,1,categorical,1026,21196,0.04840535950179279,1
pooled,1,Cluster 1: Room air / No ARF,death_in_hosp,0,categorical,19794,21196,0.9338554444234761,1
pooled,1,Cluster 1: Room air / No ARF,death_in_hosp,1,categorical,1402,21196,0.06614455557652388,1
pooled,1,Cluster 1: Room air / No ARF,death_or_hospice,0,categorical,18945,21196,0.893800717116437,1
pooled,1,Cluster 1: Room air / No ARF,death_or_hospice,1,categorical,2251,21196,0.10619928288356294,1
pooled,1,Cluster 1: Room air / No ARF,device_t0,CPAP,categorical,49,20226,0.002422624344902601,1
pooled,1,Cluster 1: Room air / No ARF,device_t0,FACE MASK,categorical,1205,21196,0.05685034912247594,1
pooled,1,Cluster 1: Room air / No ARF,device_t0,HIGH FLOW NC,categorical,698,21196,0.0329307416493678,1
pooled,1,Cluster 1: Room air / No ARF,device_t0,IMV,categorical,3866,21196,0.1823929043215701,1
pooled,1,Cluster 1: Room air / No ARF,device_t0,NASAL CANNULA,categorical,5519,21196,0.26037931685223625,1
pooled,1,Cluster 1: Room air / No ARF,device_t0,NIPPV,categorical,2140,21196,0.10096244574448009,1
pooled,1,Cluster 1: Room air / No ARF,device_t0,Other,categorical,192,13215,0.01452894438138479,1
pooled,1,Cluster 1: Room air / No ARF,device_t0,ROOM AIR,categorical,4495,21196,0.2120683147763729,1
pooled,1,Cluster 1: Room air / No ARF,device_t0,TRACH COLLAR,categorical,27,20489,0.0013177802723412563,1
pooled,1,Cluster 1: Room air / No ARF,device_t0,Unknown,categorical,2508,21196,0.11832421211549349,1
pooled,1,Cluster 1: Room air / No ARF,device_t0,,categorical,506,21196,0.023872428760143425,1
pooled,1,Cluster 1: Room air / No ARF,ethnicity_category,Hispanic,categorical,1071,21196,0.05052840158520475,1
pooled,1,Cluster 1: Room air / No ARF,ethnicity_category,Non-Hispanic,categorical,19406,21196,0.9155501037931685,1
pooled,1,Cluster 1: Room air / No ARF,ethnicity_category,Unknown,categorical,711,18016,0.03946492007104796,1
pooled,1,Cluster 1: Room air / No ARF,ethnicity_category,,categorical,10,970,0.010309278350515464,1
pooled,1,Cluster 1: Room air / No ARF,hospice_discharge,0,categorical,20347,21196,0.9599452726929609,1
pooled,1,Cluster 1: Room air / No ARF,hospice_discharge,1,categorical,849,21196,0.040054727307039066,1
pooled,1,Cluster 1: Room air / No ARF,malignant_pleural_effusion_poa,0,categorical,20706,21196,0.976882430647292,1
pooled,1,Cluster 1: Room air / No ARF,malignant_pleural_effusion_poa,1,categorical,490,21196,0.023117569352708058,1
pooled,1,Cluster 1: Room air / No ARF,metastatic_cancer_poa,0,categorical,17823,21196,0.8408662011700321,1
pooled,1,Cluster 1: Room air / No ARF,metastatic_cancer_poa,1,categorical,3373,21196,0.15913379882996792,1
pooled,1,Cluster 1: Room air / No ARF,race_category,American Indian or Alaska Native,categorical,111,20226,0.005487985760901809,1
pooled,1,Cluster 1: Room air / No ARF,race_category,Asian,categorical,938,21196,0.04425363276089828,1
pooled,1,Cluster 1: Room air / No ARF,race_category,Black or African American,categorical,7073,21196,0.3336950367993961,1
pooled,1,Cluster 1: Room air / No ARF,race_category,Native Hawaiian or Other Pacific Islander,categorical,51,18377,0.0027752081406105457,1
pooled,1,Cluster 1: Room air / No ARF,race_category,Other,categorical,919,21196,0.043357237214568786,1
pooled,1,Cluster 1: Room air / No ARF,race_category,Unknown,categorical,523,20226,0.025857806783348165,1
pooled,1,Cluster 1: Room air / No ARF,race_category,White,categorical,11583,21196,0.5464710322702396,1
pooled,1,Cluster 1: Room air / No ARF,severity_rank,1,categorical,8861,8861,1,1
pooled,1,Cluster 1: Room air / No ARF,severity_rank,2,categorical,7431,7431,1,1
pooled,1,Cluster 1: Room air / No ARF,severity_rank,3,categorical,4904,4904,1,1
pooled,1,Cluster 1: Room air / No ARF,sex_category,Female,categorical,9412,21196,0.44404604642385354,1
pooled,1,Cluster 1: Room air / No ARF,sex_category,Male,categorical,11783,21196,0.5559067748631817,1
pooled,1,Cluster 1: Room air / No ARF,sex_category,Unknown,categorical,1,465,0.002150537634408602,1
pooled,1,Cluster 1: Room air / No ARF,traj_cluster_ra,1,categorical,2612,2612,1,1
pooled,1,Cluster 1: Room air / No ARF,traj_cluster_ra,2,categorical,1849,1849,1,1
pooled,1,Cluster 1: Room air / No ARF,traj_cluster_ra,3,categorical,4150,4150,1,1
pooled,1,Cluster 1: Room air / No ARF,traj_cluster_ra,4,categorical,8908,8908,1,1
pooled,1,Cluster 1: Room air / No ARF,traj_cluster_ra,5,categorical,3677,3677,1,1
pooled,1,Cluster 1: Room air / No ARF,vaso_any_72h,0,categorical,16562,21196,0.7813738441215323,1
pooled,1,Cluster 1: Room air / No ARF,vaso_any_72h,1,categorical,4634,21196,0.21862615587846765,1
pooled,2,Cluster 2: Low-flow oxygen / No ARF,advanced_cancer_any_poa,0,categorical,22489,28021,0.8025766389493594,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,advanced_cancer_any_poa,1,categorical,5532,28021,0.1974233610506406,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,any_imv_72h,0,categorical,23220,28021,0.8286642161236216,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,any_imv_72h,1,categorical,4801,28021,0.17133578387637843,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,any_imv_icu,0,categorical,21903,28021,0.7816637521858606,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,any_imv_icu,1,categorical,6118,28021,0.2183362478141394,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,cachexia_poa,0,categorical,26326,28021,0.93950965347418,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,cachexia_poa,1,categorical,1695,28021,0.06049034652581992,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,death_in_hosp,0,categorical,24868,28021,0.8874772492059527,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,death_in_hosp,1,categorical,3153,28021,0.11252275079404732,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,death_or_hospice,0,categorical,22898,28021,0.8171728346597195,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,death_or_hospice,1,categorical,5123,28021,0.1828271653402805,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,device_t0,CPAP,categorical,92,26308,0.0034970351223962293,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,device_t0,FACE MASK,categorical,2488,28021,0.08879054994468434,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,device_t0,HIGH FLOW NC,categorical,2087,28021,0.0744798543949181,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,device_t0,IMV,categorical,2766,28021,0.0987116805253203,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,device_t0,NASAL CANNULA,categorical,11084,28021,0.39556047250276577,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,device_t0,NIPPV,categorical,4101,28021,0.1463545198244174,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,device_t0,Other,categorical,403,19628,0.02053189321377624,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,device_t0,ROOM AIR,categorical,1425,28021,0.05085471610577781,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,device_t0,TRACH COLLAR,categorical,311,28021,0.011098818743085543,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,device_t0,Unknown,categorical,2791,28021,0.09960386852717605,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,device_t0,,categorical,473,28021,0.01688019699511081,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,ethnicity_category,Hispanic,categorical,1361,28021,0.04857071482102709,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,ethnicity_category,Non-Hispanic,categorical,25915,28021,0.9248420827236715,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,ethnicity_category,Unknown,categorical,742,23822,0.031147678616405005,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,ethnicity_category,,categorical,10,1713,0.005837711617046118,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,hospice_discharge,0,categorical,26052,28021,0.9297312729738411,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,hospice_discharge,1,categorical,1970,28021,0.07030441454623318,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,malignant_pleural_effusion_poa,0,categorical,26382,28021,0.9415081545983369,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,malignant_pleural_effusion_poa,1,categorical,1639,28021,0.05849184540166304,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,metastatic_cancer_poa,0,categorical,24464,28021,0.8730594910959637,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,metastatic_cancer_poa,1,categorical,3557,28021,0.12694050890403627,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,race_category,American Indian or Alaska Native,categorical,142,26308,0.005397597688915919,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,race_category,Asian,categorical,1169,28021,0.041718710966774916,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,race_category,Black or African American,categorical,7592,28021,0.2709396524035545,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,race_category,Native Hawaiian or Other Pacific Islander,categorical,57,26308,0.0021666413258324465,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,race_category,Other,categorical,1239,28021,0.04421683737197102,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,race_category,Unknown,categorical,658,28021,0.023482388208843366,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,race_category,White,categorical,17173,28021,0.6128617822347525,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,severity_rank,1,categorical,9601,9601,1,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,severity_rank,2,categorical,17640,17640,1,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,severity_rank,3,categorical,780,780,1,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,sex_category,Female,categorical,13525,28021,0.48267370900396134,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,sex_category,Male,categorical,14496,28021,0.5173262909960387,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,traj_cluster_ra,1,categorical,14702,14702,1,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,traj_cluster_ra,2,categorical,1713,1713,1,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,traj_cluster_ra,3,categorical,6537,6537,1,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,traj_cluster_ra,4,categorical,4289,4289,1,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,traj_cluster_ra,5,categorical,780,780,1,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,vaso_any_72h,0,categorical,20909,28021,0.7461903572320759,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,vaso_any_72h,1,categorical,7112,28021,0.25380964276792406,2
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,advanced_cancer_any_poa,0,categorical,10227,12583,0.8127632520066757,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,advanced_cancer_any_poa,1,categorical,2357,12583,0.18731622029722642,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,any_imv_72h,0,categorical,11062,12583,0.879122625764921,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,any_imv_72h,1,categorical,1522,12583,0.12095684653898117,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,any_imv_icu,0,categorical,9569,12583,0.7604704760391003,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,any_imv_icu,1,categorical,3015,12583,0.23960899626480173,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,cachexia_poa,0,categorical,11837,12583,0.9407136612890408,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,cachexia_poa,1,categorical,746,12583,0.05928633871095923,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,death_in_hosp,0,categorical,9351,12583,0.7431455137884447,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,death_in_hosp,1,categorical,3232,12583,0.25685448621155527,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,death_or_hospice,0,categorical,8479,12583,0.6738456647858222,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,death_or_hospice,1,categorical,4104,12583,0.32615433521417786,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,device_t0,CPAP,categorical,137,11927,0.0114865431374193,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,device_t0,FACE MASK,categorical,1183,12583,0.09401573551617261,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,device_t0,HIGH FLOW NC,categorical,4756,12583,0.3779702773583406,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,device_t0,IMV,categorical,444,12583,0.035285702932528015,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,device_t0,NASAL CANNULA,categorical,1395,12583,0.11086386394341571,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,device_t0,NIPPV,categorical,2572,12583,0.2044027656361758,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,device_t0,Other,categorical,134,10230,0.013098729227761487,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,device_t0,ROOM AIR,categorical,181,12583,0.014384487006278313,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,device_t0,TRACH COLLAR,categorical,9,8560,0.0010514018691588785,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,device_t0,Unknown,categorical,1667,12583,0.13248033060478423,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,device_t0,,categorical,105,11919,0.008809463881198087,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,ethnicity_category,Hispanic,categorical,928,12583,0.07375029802113964,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,ethnicity_category,Non-Hispanic,categorical,11313,12583,0.8990701740443455,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,ethnicity_category,Unknown,categorical,341,11093,0.030740106373388622,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,ethnicity_category,,categorical,10,656,0.01524390243902439,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,hospice_discharge,0,categorical,11712,12583,0.9307796233012795,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,hospice_discharge,1,categorical,872,12583,0.06929984900262258,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,malignant_pleural_effusion_poa,0,categorical,11836,12583,0.9406341889851387,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,malignant_pleural_effusion_poa,1,categorical,748,12583,0.05944528331876341,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,metastatic_cancer_poa,0,categorical,11033,12583,0.8768179289517604,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,metastatic_cancer_poa,1,categorical,1550,12583,0.1231820710482397,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,race_category,American Indian or Alaska Native,categorical,43,11927,0.0036052653642994884,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,race_category,Asian,categorical,601,12583,0.047762854645156165,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,race_category,Black or African American,categorical,3254,12583,0.25860287689740125,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,race_category,Native Hawaiian or Other Pacific Islander,categorical,29,10139,0.002860242627478055,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,race_category,Other,categorical,687,12316,0.05578109775901267,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,race_category,Unknown,categorical,378,11927,0.031692797853609456,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,race_category,White,categorical,7603,12583,0.6042279265675912,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,severity_rank,1,categorical,1375,1375,1,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,severity_rank,2,categorical,656,656,1,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,severity_rank,3,categorical,10552,10552,1,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,sex_category,Female,categorical,5653,12583,0.44925693395851546,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,sex_category,Male,categorical,6927,12583,0.5505046491297783,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,sex_category,Unknown,categorical,3,4102,7.313505607020966e-4,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,traj_cluster_ra,2,categorical,5247,5247,1,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,traj_cluster_ra,3,categorical,1466,1466,1,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,traj_cluster_ra,5,categorical,5870,5870,1,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,vaso_any_72h,0,categorical,10182,12583,0.8091869983310817,3
pooled,3,Cluster 3: Noninvasive ventilation / No ARF,vaso_any_72h,1,categorical,2401,12583,0.19081300166891837,3
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,advanced_cancer_any_poa,0,categorical,21239,24289,0.8744287537568447,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,advanced_cancer_any_poa,1,categorical,3051,24289,0.12561241714356294,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,any_imv_72h,0,categorical,23,12615,0.001823226317875545,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,any_imv_72h,1,categorical,24266,24289,0.9990530692906254,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,any_imv_icu,0,categorical,23,12615,0.001823226317875545,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,any_imv_icu,1,categorical,24266,24289,0.9990530692906254,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,cachexia_poa,0,categorical,22925,24289,0.9438428918440447,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,cachexia_poa,1,categorical,1365,24289,0.05619827905636296,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,death_in_hosp,0,categorical,14691,24289,0.6048416978879328,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,death_in_hosp,1,categorical,9598,24289,0.3951583021120672,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,death_or_hospice,0,categorical,13525,24289,0.5568364280126806,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,death_or_hospice,1,categorical,10764,24289,0.44316357198731937,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,device_t0,CPAP,categorical,18,22036,8.168451624614268e-4,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,device_t0,FACE MASK,categorical,487,24289,0.02005022849849726,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,device_t0,HIGH FLOW NC,categorical,422,24289,0.017374119972003787,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,device_t0,IMV,categorical,15705,24289,0.646588990901231,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,device_t0,NASAL CANNULA,categorical,937,24289,0.03857713368191362,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,device_t0,NIPPV,categorical,685,24289,0.028202066779200462,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,device_t0,Other,categorical,41,16991,0.0024130421988111353,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,device_t0,ROOM AIR,categorical,636,24289,0.02618469265922846,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,device_t0,TRACH COLLAR,categorical,37,24289,0.0015233233150809009,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,device_t0,Unknown,categorical,5129,24289,0.21116554819053893,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,device_t0,,categorical,200,23023,0.00868696520870434,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,ethnicity_category,Hispanic,categorical,1486,24289,0.06117995800568159,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,ethnicity_category,Non-Hispanic,categorical,21480,24289,0.8843509407550744,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,ethnicity_category,Unknown,categorical,1306,21161,0.061717310146023344,4
