site_name,stratum,pooled_cluster_label,variable,level,summary_type,n,denom,prop,pooled_cluster
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,ethnicity_category,,categorical,17,1567,0.010848755583918315,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,hospice_discharge,0,categorical,23123,24289,0.9519947301247478,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,hospice_discharge,1,categorical,1166,24289,0.04800526987525217,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,malignant_pleural_effusion_poa,0,categorical,23772,24289,0.978714644489275,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,malignant_pleural_effusion_poa,1,categorical,517,24289,0.02128535551072502,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,metastatic_cancer_poa,0,categorical,22572,24289,0.9293095640001647,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,metastatic_cancer_poa,1,categorical,1717,24289,0.07069043599983532,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,race_category,American Indian or Alaska Native,categorical,113,22722,0.004973153771675029,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,race_category,Asian,categorical,1220,24289,0.05022849849726214,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,race_category,Black or African American,categorical,8367,24289,0.34447692371032157,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,race_category,Native Hawaiian or Other Pacific Islander,categorical,65,20093,0.0032349574478674164,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,race_category,Other,categorical,1194,24289,0.049158055086664744,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,race_category,Unknown,categorical,1217,24289,0.05010498579603936,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,race_category,White,categorical,12113,24289,0.4987031166371609,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,severity_rank,4,categorical,9390,9390,1,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,severity_rank,5,categorical,14899,14899,1,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,sex_category,Female,categorical,10575,24289,0.4353822718102845,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,sex_category,Male,categorical,13714,24289,0.5646177281897156,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,sex_category,Unknown,categorical,1,580,0.0017241379310344827,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,traj_cluster_ra,1,categorical,6612,6612,1,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,traj_cluster_ra,2,categorical,686,686,1,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,traj_cluster_ra,3,categorical,8673,8673,1,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,traj_cluster_ra,4,categorical,8318,8318,1,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,vaso_any_72h,0,categorical,8422,24289,0.3467413232327391,4
pooled,4,Cluster 4: Invasive ventilation / Predominantly no ARF,vaso_any_72h,1,categorical,15867,24289,0.6532586767672609,4
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,advanced_cancer_any_poa,0,categorical,15537,17358,0.8950916004147943,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,advanced_cancer_any_poa,1,categorical,1820,17358,0.10485078926143565,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,any_imv_72h,0,categorical,315,13818,0.022796352583586626,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,any_imv_72h,1,categorical,17043,17358,0.9818527480124438,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,any_imv_icu,0,categorical,262,13818,0.018960775799681574,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,any_imv_icu,1,categorical,17095,17358,0.9848484848484849,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,cachexia_poa,0,categorical,16616,17358,0.9572531397626455,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,cachexia_poa,1,categorical,742,17358,0.042746860237354536,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,death_in_hosp,0,categorical,11428,17358,0.6583707800437838,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,death_in_hosp,1,categorical,5930,17358,0.34162921995621615,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,death_or_hospice,0,categorical,10904,17358,0.6281829703882936,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,death_or_hospice,1,categorical,6454,17358,0.37181702961170643,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,device_t0,CPAP,categorical,23,14860,0.001547779273216689,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,device_t0,FACE MASK,categorical,595,17358,0.03427814264316165,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,device_t0,HIGH FLOW NC,categorical,1074,17358,0.06187348772900104,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,device_t0,IMV,categorical,10161,17358,0.585378499827169,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,device_t0,NASAL CANNULA,categorical,1118,17358,0.0644083419748819,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,device_t0,NIPPV,categorical,924,17164,0.053833605220228384,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,device_t0,Other,categorical,51,11729,0.004348196777218859,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,device_t0,ROOM AIR,categorical,384,17358,0.02212236432768752,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,device_t0,TRACH COLLAR,categorical,39,17358,0.002246802627030764,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,device_t0,Unknown,categorical,2824,17358,0.16269155432653531,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,device_t0,,categorical,171,17164,0.009962712654392915,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,ethnicity_category,Hispanic,categorical,1137,17358,0.06550293812651227,5
pooled,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,ethnicity_category,Non-Hispanic,categorical,15277,17358,0.8801129162345892,5
