pooled_cluster,pooled_cluster_label,h,arf,n,prop
1,Cluster 1: Room air / No ARF,21,Hypercapnic ARF,48,0.002373300370828183
1,Cluster 1: Room air / No ARF,21,Hypoxemic ARF,298,0.014734239802224968
1,Cluster 1: Room air / No ARF,21,Mixed ARF,49,0.00242274412855377
1,Cluster 1: Room air / No ARF,21,No ARF,19830,0.980469715698393
1,Cluster 1: Room air / No ARF,22,Hypercapnic ARF,51,0.0025216316440049443
1,Cluster 1: Room air / No ARF,22,Hypoxemic ARF,293,0.014487021013597034
1,Cluster 1: Room air / No ARF,22,Mixed ARF,69,0.003411619283065513
1,Cluster 1: Room air / No ARF,22,No ARF,19812,0.9795797280593325
1,Cluster 1: Room air / No ARF,23,Hypercapnic ARF,47,0.0023237417185800456
1,Cluster 1: Room air / No ARF,23,Hypoxemic ARF,226,0.01117373677444873
1,Cluster 1: Room air / No ARF,23,Mixed ARF,73,0.003609215860773262
1,Cluster 1: Room air / No ARF,23,No ARF,19880,0.9828933056461979
1,Cluster 1: Room air / No ARF,24,Hypercapnic ARF,48,0.002373300370828183
1,Cluster 1: Room air / No ARF,24,Hypoxemic ARF,210,0.0103831891223733
1,Cluster 1: Room air / No ARF,24,Mixed ARF,66,0.0032632880098887517
1,Cluster 1: Room air / No ARF,24,No ARF,19901,0.9839802224969098
1,Cluster 1: Room air / No ARF,25,Hypercapnic ARF,46,0.0022744128553770088
1,Cluster 1: Room air / No ARF,25,Hypoxemic ARF,211,0.010432632880098887
1,Cluster 1: Room air / No ARF,25,Mixed ARF,69,0.003411619283065513
1,Cluster 1: Room air / No ARF,25,No ARF,19899,0.9838813349814586
1,Cluster 1: Room air / No ARF,26,Hypercapnic ARF,45,0.0022248590922574903
1,Cluster 1: Room air / No ARF,26,Hypoxemic ARF,182,0.008998318995352517
1,Cluster 1: Room air / No ARF,26,Mixed ARF,55,0.002719272223870266
1,Cluster 1: Room air / No ARF,26,No ARF,19944,0.9860575496885198
1,Cluster 1: Room air / No ARF,27,Hypercapnic ARF,41,0.0020270938396123803
1,Cluster 1: Room air / No ARF,27,Hypoxemic ARF,160,0.00791061010580441
1,Cluster 1: Room air / No ARF,27,Mixed ARF,53,0.002620389597547711
1,Cluster 1: Room air / No ARF,27,No ARF,19972,0.9874419064570354
1,Cluster 1: Room air / No ARF,28,Hypercapnic ARF,43,0.002125976465934935
1,Cluster 1: Room air / No ARF,28,Hypoxemic ARF,171,0.008454464550578463
1,Cluster 1: Room air / No ARF,28,Mixed ARF,55,0.002719272223870266
1,Cluster 1: Room air / No ARF,28,No ARF,19957,0.9867002867596163
1,Cluster 1: Room air / No ARF,29,Hypercapnic ARF,50,0.002472187886279357
1,Cluster 1: Room air / No ARF,29,Hypoxemic ARF,133,0.00657601977750309
1,Cluster 1: Room air / No ARF,29,Mixed ARF,41,0.002027194066749073
1,Cluster 1: Room air / No ARF,29,No ARF,20001,0.9889245982694684
1,Cluster 1: Room air / No ARF,30,Hypercapnic ARF,40,0.0019776525264511026
1,Cluster 1: Room air / No ARF,30,Hypoxemic ARF,136,0.0067240185899337486
1,Cluster 1: Room air / No ARF,30,Mixed ARF,47,0.0023237417185800456
1,Cluster 1: Room air / No ARF,30,No ARF,20003,0.9889745871650351
1,Cluster 1: Room air / No ARF,31,Hypercapnic ARF,34,0.001681087762669963
1,Cluster 1: Room air / No ARF,31,Hypoxemic ARF,128,0.006328800988875154
1,Cluster 1: Room air / No ARF,31,Mixed ARF,32,0.0015822002472187886
1,Cluster 1: Room air / No ARF,31,No ARF,20031,0.990407911001236
1,Cluster 1: Room air / No ARF,32,Hypercapnic ARF,31,0.0015327564894932015
1,Cluster 1: Room air / No ARF,32,Hypoxemic ARF,110,0.005438813349814586
1,Cluster 1: Room air / No ARF,32,Mixed ARF,30,0.0014833127317676143
1,Cluster 1: Room air / No ARF,32,No ARF,20054,0.9915451174289246
1,Cluster 1: Room air / No ARF,33,Hypercapnic ARF,31,0.0015327564894932015
1,Cluster 1: Room air / No ARF,33,Hypoxemic ARF,123,0.006081582200247218
1,Cluster 1: Room air / No ARF,33,Mixed ARF,18,8.899876390605686e-4
1,Cluster 1: Room air / No ARF,33,No ARF,20053,0.9914956736711991
1,Cluster 1: Room air / No ARF,34,Hypercapnic ARF,32,0.0015821220211608821
1,Cluster 1: Room air / No ARF,34,Hypoxemic ARF,117,0.005784633639869475
1,Cluster 1: Room air / No ARF,34,Mixed ARF,18,8.899436369029962e-4
1,Cluster 1: Room air / No ARF,34,No ARF,20059,0.9917433007020666
1,Cluster 1: Room air / No ARF,35,Hypercapnic ARF,20,9.88875154511743e-4
1,Cluster 1: Room air / No ARF,35,Hypoxemic ARF,111,0.005488257107540173
1,Cluster 1: Room air / No ARF,35,Mixed ARF,19,9.394313967861557e-4
1,Cluster 1: Room air / No ARF,35,No ARF,20075,0.992583436341162
1,Cluster 1: Room air / No ARF,36,Hypercapnic ARF,20,9.888262632255513e-4
1,Cluster 1: Room air / No ARF,36,Hypoxemic ARF,130,0.006427370710966083
1,Cluster 1: Room air / No ARF,36,Mixed ARF,19,9.393849500642737e-4
1,Cluster 1: Room air / No ARF,36,No ARF,20057,0.9916444180757441
1,Cluster 1: Room air / No ARF,37,Hypercapnic ARF,18,8.899436369029962e-4
1,Cluster 1: Room air / No ARF,37,Hypoxemic ARF,128,0.0063284880846435285
1,Cluster 1: Room air / No ARF,37,Mixed ARF,18,8.899436369029962e-4
1,Cluster 1: Room air / No ARF,37,No ARF,20062,0.9918916246415505
1,Cluster 1: Room air / No ARF,38,Hypercapnic ARF,20,9.888262632255513e-4
1,Cluster 1: Room air / No ARF,38,Hypoxemic ARF,124,0.006130722831998418
1,Cluster 1: Room air / No ARF,38,Mixed ARF,17,8.405023237417186e-4
1,Cluster 1: Room air / No ARF,38,No ARF,20065,0.9920399485810343
1,Cluster 1: Room air / No ARF,39,Hypercapnic ARF,21,0.00103831891223733
1,Cluster 1: Room air / No ARF,39,Hypoxemic ARF,123,0.006081582200247218
1,Cluster 1: Room air / No ARF,39,Mixed ARF,12,5.933250927070457e-4
1,Cluster 1: Room air / No ARF,39,No ARF,20069,0.9922867737948085
1,Cluster 1: Room air / No ARF,40,Hypercapnic ARF,19,9.394313967861557e-4
1,Cluster 1: Room air / No ARF,40,Hypoxemic ARF,121,0.005982694684796045
1,Cluster 1: Room air / No ARF,40,Mixed ARF,12,5.933250927070457e-4
1,Cluster 1: Room air / No ARF,40,No ARF,20073,0.9924845488257108
1,Cluster 1: Room air / No ARF,41,Hypercapnic ARF,18,8.899876390605686e-4
1,Cluster 1: Room air / No ARF,41,Hypoxemic ARF,122,0.006032138442521632
1,Cluster 1: Room air / No ARF,41,Mixed ARF,10,4.944375772558715e-4
1,Cluster 1: Room air / No ARF,41,No ARF,20075,0.992583436341162
1,Cluster 1: Room air / No ARF,42,Hypercapnic ARF,16,7.911001236093943e-4
1,Cluster 1: Room air / No ARF,42,Hypoxemic ARF,116,0.005735475896168109
1,Cluster 1: Room air / No ARF,42,Mixed ARF,10,4.944375772558715e-4
1,Cluster 1: Room air / No ARF,42,No ARF,20083,0.9929789864029667
1,Cluster 1: Room air / No ARF,43,Hypercapnic ARF,18,8.899876390605686e-4
1,Cluster 1: Room air / No ARF,43,Hypoxemic ARF,98,0.00484548825710754
1,Cluster 1: Room air / No ARF,43,Mixed ARF,9,4.449938195302843e-4
1,Cluster 1: Room air / No ARF,43,No ARF,20100,0.9938195302843016
1,Cluster 1: Room air / No ARF,44,Hypercapnic ARF,18,8.899436369029962e-4
1,Cluster 1: Room air / No ARF,44,Hypoxemic ARF,79,0.0039058637397409277
1,Cluster 1: Room air / No ARF,44,Mixed ARF,9,4.449718184514981e-4
1,Cluster 1: Room air / No ARF,44,No ARF,20120,0.9947592208049045
1,Cluster 1: Room air / No ARF,45,Hypercapnic ARF,17,8.405438813349815e-4
1,Cluster 1: Room air / No ARF,45,Hypoxemic ARF,82,0.004054388133498146
1,Cluster 1: Room air / No ARF,45,Mixed ARF,10,4.944375772558715e-4
1,Cluster 1: Room air / No ARF,45,No ARF,20116,0.994610630407911
1,Cluster 1: Room air / No ARF,46,Hypercapnic ARF,13,6.427688504326329e-4
1,Cluster 1: Room air / No ARF,46,Hypoxemic ARF,82,0.004054388133498146
1,Cluster 1: Room air / No ARF,46,Mixed ARF,10,4.944375772558715e-4
1,Cluster 1: Room air / No ARF,46,No ARF,20120,0.9948084054388133
1,Cluster 1: Room air / No ARF,47,Hypercapnic ARF,15,7.416196974191634e-4
1,Cluster 1: Room air / No ARF,47,Hypoxemic ARF,83,0.004103628992386038
1,Cluster 1: Room air / No ARF,47,Mixed ARF,10,4.944131316127757e-4
1,Cluster 1: Room air / No ARF,47,No ARF,20118,0.994660338178582
1,Cluster 1: Room air / No ARF,48,Hypercapnic ARF,13,6.427370710966083e-4
1,Cluster 1: Room air / No ARF,48,Hypoxemic ARF,78,0.00385642242657965
1,Cluster 1: Room air / No ARF,48,Mixed ARF,11,5.438544447740532e-4
1,Cluster 1: Room air / No ARF,48,No ARF,20124,0.9949569860575497
1,Cluster 1: Room air / No ARF,49,Hypercapnic ARF,12,5.932957579353308e-4
1,Cluster 1: Room air / No ARF,49,Hypoxemic ARF,68,0.0033620092949668743
1,Cluster 1: Room air / No ARF,49,Mixed ARF,9,4.449718184514981e-4
1,Cluster 1: Room air / No ARF,49,No ARF,20137,0.9955997231286463
1,Cluster 1: Room air / No ARF,50,Hypercapnic ARF,12,5.933250927070457e-4
1,Cluster 1: Room air / No ARF,50,Hypoxemic ARF,71,0.0035105067985166873
1,Cluster 1: Room air / No ARF,50,Mixed ARF,5,2.4721878862793575e-4
1,Cluster 1: Room air / No ARF,50,No ARF,20137,0.9956489493201484
1,Cluster 1: Room air / No ARF,51,Hypercapnic ARF,13,6.427688504326329e-4
1,Cluster 1: Room air / No ARF,51,Hypoxemic ARF,55,0.002719406674907293
1,Cluster 1: Room air / No ARF,51,Mixed ARF,6,2.9666254635352286e-4
1,Cluster 1: Room air / No ARF,51,No ARF,20151,0.9963411619283066
1,Cluster 1: Room air / No ARF,52,Hypercapnic ARF,13,6.427688504326329e-4
1,Cluster 1: Room air / No ARF,52,Hypoxemic ARF,54,0.0026699629171817057
1,Cluster 1: Room air / No ARF,52,Mixed ARF,6,2.9666254635352286e-4
1,Cluster 1: Room air / No ARF,52,No ARF,20152,0.9963906056860321
1,Cluster 1: Room air / No ARF,53,Hypercapnic ARF,14,6.922126081582201e-4
1,Cluster 1: Room air / No ARF,53,Hypoxemic ARF,65,0.0032138442521631645
1,Cluster 1: Room air / No ARF,53,Mixed ARF,7,3.4610630407911003e-4
1,Cluster 1: Room air / No ARF,53,No ARF,20139,0.9957478368355995
1,Cluster 1: Room air / No ARF,54,Hypercapnic ARF,11,5.438544447740532e-4
1,Cluster 1: Room air / No ARF,54,Hypoxemic ARF,61,0.0030159201028379314
1,Cluster 1: Room air / No ARF,54,Mixed ARF,6,2.966478789676654e-4
1,Cluster 1: Room air / No ARF,54,No ARF,20148,0.9961435775734203
1,Cluster 1: Room air / No ARF,55,Hypercapnic ARF,10,4.944375772558715e-4
1,Cluster 1: Room air / No ARF,55,Hypoxemic ARF,63,0.00311495673671199
1,Cluster 1: Room air / No ARF,55,Mixed ARF,5,2.4721878862793575e-4
1,Cluster 1: Room air / No ARF,55,No ARF,20147,0.9961433868974042
1,Cluster 1: Room air / No ARF,56,Hypercapnic ARF,14,6.921783842578859e-4
1,Cluster 1: Room air / No ARF,56,Hypoxemic ARF,60,0.0029664787896766538
1,Cluster 1: Room air / No ARF,56,Mixed ARF,5,2.4720656580638783e-4
1,Cluster 1: Room air / No ARF,56,No ARF,20147,0.9960941362602591
1,Cluster 1: Room air / No ARF,57,Hypercapnic ARF,14,6.921783842578859e-4
1,Cluster 1: Room air / No ARF,57,Hypoxemic ARF,63,0.0031148027291604866
1,Cluster 1: Room air / No ARF,57,Mixed ARF,5,2.4720656580638783e-4
1,Cluster 1: Room air / No ARF,57,No ARF,20144,0.9959458123207753
1,Cluster 1: Room air / No ARF,58,Hypercapnic ARF,13,6.427688504326329e-4
1,Cluster 1: Room air / No ARF,58,Hypoxemic ARF,62,0.003065512978986403
1,Cluster 1: Room air / No ARF,58,Mixed ARF,7,3.4610630407911003e-4
1,Cluster 1: Room air / No ARF,58,No ARF,20143,0.9959456118665019
1,Cluster 1: Room air / No ARF,59,Hypercapnic ARF,11,5.438813349814586e-4
1,Cluster 1: Room air / No ARF,59,Hypoxemic ARF,60,0.0029666254635352285
1,Cluster 1: Room air / No ARF,59,Mixed ARF,8,3.9555006180469715e-4
1,Cluster 1: Room air / No ARF,59,No ARF,20146,0.9960939431396786
1,Cluster 1: Room air / No ARF,60,Hypercapnic ARF,12,5.933250927070457e-4
1,Cluster 1: Room air / No ARF,60,Hypoxemic ARF,52,0.0025710754017305316
1,Cluster 1: Room air / No ARF,60,Mixed ARF,6,2.9666254635352286e-4
1,Cluster 1: Room air / No ARF,60,No ARF,20155,0.9965389369592089
1,Cluster 1: Room air / No ARF,61,Hypercapnic ARF,13,6.427688504326329e-4
1,Cluster 1: Room air / No ARF,61,Hypoxemic ARF,55,0.002719406674907293
1,Cluster 1: Room air / No ARF,61,Mixed ARF,6,2.9666254635352286e-4
1,Cluster 1: Room air / No ARF,61,No ARF,20151,0.9963411619283066
1,Cluster 1: Room air / No ARF,62,Hypercapnic ARF,16,7.910610105804411e-4
1,Cluster 1: Room air / No ARF,62,Hypoxemic ARF,53,0.002620389597547711
1,Cluster 1: Room air / No ARF,62,Mixed ARF,7,3.4608919212894296e-4
1,Cluster 1: Room air / No ARF,62,No ARF,20150,0.9962424601997429
1,Cluster 1: Room air / No ARF,63,Hypercapnic ARF,11,5.438544447740532e-4
1,Cluster 1: Room air / No ARF,63,Hypoxemic ARF,53,0.002620389597547711
1,Cluster 1: Room air / No ARF,63,Mixed ARF,7,3.4608919212894296e-4
1,Cluster 1: Room air / No ARF,63,No ARF,20155,0.9964896667655493
1,Cluster 1: Room air / No ARF,64,Hypercapnic ARF,11,5.438544447740532e-4
1,Cluster 1: Room air / No ARF,64,Hypoxemic ARF,52,0.0025709482843864332
1,Cluster 1: Room air / No ARF,64,Mixed ARF,10,4.944131316127757e-4
1,Cluster 1: Room air / No ARF,64,No ARF,20153,0.9963907841392268
1,Cluster 1: Room air / No ARF,65,Hypercapnic ARF,11,5.438544447740532e-4
1,Cluster 1: Room air / No ARF,65,Hypoxemic ARF,52,0.0025709482843864332
1,Cluster 1: Room air / No ARF,65,Mixed ARF,9,4.449718184514981e-4
1,Cluster 1: Room air / No ARF,65,No ARF,20154,0.996440225452388
1,Cluster 1: Room air / No ARF,66,Hypercapnic ARF,10,4.944131316127757e-4
1,Cluster 1: Room air / No ARF,66,Hypoxemic ARF,53,0.002620389597547711
1,Cluster 1: Room air / No ARF,66,Mixed ARF,10,4.944131316127757e-4
1,Cluster 1: Room air / No ARF,66,No ARF,20153,0.9963907841392268
1,Cluster 1: Room air / No ARF,67,Hypercapnic ARF,10,4.944131316127757e-4
1,Cluster 1: Room air / No ARF,67,Hypoxemic ARF,56,0.0027687135370315437
1,Cluster 1: Room air / No ARF,67,Mixed ARF,11,5.438544447740532e-4
1,Cluster 1: Room air / No ARF,67,No ARF,20149,0.9961930188865816
1,Cluster 1: Room air / No ARF,68,Hypercapnic ARF,10,4.944131316127757e-4
1,Cluster 1: Room air / No ARF,68,Hypoxemic ARF,46,0.002274300405418768
1,Cluster 1: Room air / No ARF,68,Mixed ARF,12,5.932957579353308e-4
1,Cluster 1: Room air / No ARF,68,No ARF,20158,0.9966379907050331
1,Cluster 1: Room air / No ARF,69,Hypercapnic ARF,7,3.4608919212894296e-4
1,Cluster 1: Room air / No ARF,69,Hypoxemic ARF,43,0.002125976465934935
1,Cluster 1: Room air / No ARF,69,Mixed ARF,14,6.921783842578859e-4
1,Cluster 1: Room air / No ARF,69,No ARF,20162,0.9968357559576783
1,Cluster 1: Room air / No ARF,70,Hypercapnic ARF,6,2.966478789676654e-4
1,Cluster 1: Room air / No ARF,70,Hypoxemic ARF,47,0.0023237417185800456
1,Cluster 1: Room air / No ARF,70,Mixed ARF,15,7.416196974191634e-4
1,Cluster 1: Room air / No ARF,70,No ARF,20158,0.9966379907050331
1,Cluster 1: Room air / No ARF,71,Hypercapnic ARF,6,2.9666254635352286e-4
1,Cluster 1: Room air / No ARF,71,Hypoxemic ARF,52,0.0025710754017305316
1,Cluster 1: Room air / No ARF,71,Mixed ARF,14,6.922126081582201e-4
1,Cluster 1: Room air / No ARF,71,No ARF,20153,0.9964400494437577
1,Cluster 1: Room air / No ARF,72,Hypercapnic ARF,5,2.4721878862793575e-4
1,Cluster 1: Room air / No ARF,72,Hypoxemic ARF,48,0.002373300370828183
1,Cluster 1: Room air / No ARF,72,Mixed ARF,13,6.427688504326329e-4
1,Cluster 1: Room air / No ARF,72,No ARF,20159,0.9967367119901113
2,Cluster 2: Low-flow oxygen / No ARF,0,Hypercapnic ARF,342,0.013000342114266164
2,Cluster 2: Low-flow oxygen / No ARF,0,Hypoxemic ARF,622,0.023643897061618582
2,Cluster 2: Low-flow oxygen / No ARF,0,Mixed ARF,342,0.013000342114266164
2,Cluster 2: Low-flow oxygen / No ARF,0,No ARF,25001,0.9503554187098491
2,Cluster 2: Low-flow oxygen / No ARF,1,Hypercapnic ARF,510,0.019386475082677615
2,Cluster 2: Low-flow oxygen / No ARF,1,Hypoxemic ARF,1190,0.045235108526247764
2,Cluster 2: Low-flow oxygen / No ARF,1,Mixed ARF,546,0.020754932147337212
2,Cluster 2: Low-flow oxygen / No ARF,1,No ARF,24061,0.9146234842437374
2,Cluster 2: Low-flow oxygen / No ARF,2,Hypercapnic ARF,567,0.02155156030255806
2,Cluster 2: Low-flow oxygen / No ARF,2,Hypoxemic ARF,1463,0.05560834695351401
2,Cluster 2: Low-flow oxygen / No ARF,2,Mixed ARF,689,0.0261887566992284
2,Cluster 2: Low-flow oxygen / No ARF,2,No ARF,23590,0.8966513360446995
2,Cluster 2: Low-flow oxygen / No ARF,3,Hypercapnic ARF,628,0.023871973239061848
2,Cluster 2: Low-flow oxygen / No ARF,3,Hypoxemic ARF,1651,0.06275896149313871
2,Cluster 2: Low-flow oxygen / No ARF,3,Mixed ARF,810,0.030790283954840916
2,Cluster 2: Low-flow oxygen / No ARF,3,No ARF,23218,0.8825787813129585
2,Cluster 2: Low-flow oxygen / No ARF,4,Hypercapnic ARF,663,0.025201459632051088
2,Cluster 2: Low-flow oxygen / No ARF,4,Hypoxemic ARF,1784,0.06781207237342253
2,Cluster 2: Low-flow oxygen / No ARF,4,Mixed ARF,880,0.03344990117074654
2,Cluster 2: Low-flow oxygen / No ARF,4,No ARF,22981,0.8735365668237799
2,Cluster 2: Low-flow oxygen / No ARF,5,Hypercapnic ARF,681,0.025884678246987723
2,Cluster 2: Low-flow oxygen / No ARF,5,Hypoxemic ARF,1911,0.07263674027899197
2,Cluster 2: Low-flow oxygen / No ARF,5,Mixed ARF,923,0.03508305142726824
2,Cluster 2: Low-flow oxygen / No ARF,5,No ARF,22794,0.8663955300467521
2,Cluster 2: Low-flow oxygen / No ARF,6,Hypercapnic ARF,678,0.025771628402006995
2,Cluster 2: Low-flow oxygen / No ARF,6,Hypoxemic ARF,2021,0.07682073893872586
2,Cluster 2: Low-flow oxygen / No ARF,6,Mixed ARF,978,0.03717500380112513
2,Cluster 2: Low-flow oxygen / No ARF,6,No ARF,22631,0.860232628858142
2,Cluster 2: Low-flow oxygen / No ARF,7,Hypercapnic ARF,547,0.020791364171956365
2,Cluster 2: Low-flow oxygen / No ARF,7,Hypoxemic ARF,1854,0.07047018130677715
2,Cluster 2: Low-flow oxygen / No ARF,7,Mixed ARF,731,0.02778516857349196
2,Cluster 2: Low-flow oxygen / No ARF,7,No ARF,23177,0.8809532859477746
2,Cluster 2: Low-flow oxygen / No ARF,8,Hypercapnic ARF,468,0.017789265622624298
2,Cluster 2: Low-flow oxygen / No ARF,8,Hypoxemic ARF,1628,0.0618823171658811
2,Cluster 2: Low-flow oxygen / No ARF,8,Mixed ARF,592,0.022502660787593127
2,Cluster 2: Low-flow oxygen / No ARF,8,No ARF,23620,0.8978257564239015
2,Cluster 2: Low-flow oxygen / No ARF,9,Hypercapnic ARF,434,0.016496256034056786
2,Cluster 2: Low-flow oxygen / No ARF,9,Hypoxemic ARF,1487,0.05652058231023604
2,Cluster 2: Low-flow oxygen / No ARF,9,Mixed ARF,507,0.019270971910752974
2,Cluster 2: Low-flow oxygen / No ARF,9,No ARF,23881,0.9077121897449542
2,Cluster 2: Low-flow oxygen / No ARF,10,Hypercapnic ARF,389,0.014786376767523186
2,Cluster 2: Low-flow oxygen / No ARF,10,Hypoxemic ARF,1419,0.053937965637828794
2,Cluster 2: Low-flow oxygen / No ARF,10,Mixed ARF,408,0.015508590542800668
2,Cluster 2: Low-flow oxygen / No ARF,10,No ARF,24092,0.9157670670518473
