pooled_cluster,pooled_cluster_label,h,rs,n,prop
1,Cluster 1: Room air / No ARF,19,Noninvasive ventilation,718,0.03549886284979729
1,Cluster 1: Room air / No ARF,19,Other support,166,0.008207257984772075
1,Cluster 1: Room air / No ARF,19,Room air,11312,0.5592801344803718
1,Cluster 1: Room air / No ARF,20,Invasive ventilation,2149,0.10624938198358548
1,Cluster 1: Room air / No ARF,20,Low-flow oxygen,5591,0.27642638188470287
1,Cluster 1: Room air / No ARF,20,Noninvasive ventilation,664,0.0328290319390883
1,Cluster 1: Room air / No ARF,20,Other support,180,0.008899436369029961
1,Cluster 1: Room air / No ARF,20,Room air,11642,0.5755957678235933
1,Cluster 1: Room air / No ARF,21,Invasive ventilation,1983,0.0980421239988134
1,Cluster 1: Room air / No ARF,21,Low-flow oxygen,5462,0.27004845248689807
1,Cluster 1: Room air / No ARF,21,Noninvasive ventilation,612,0.030258083654701867
1,Cluster 1: Room air / No ARF,21,Other support,166,0.008207257984772075
1,Cluster 1: Room air / No ARF,21,Room air,12003,0.5934440818748146
1,Cluster 1: Room air / No ARF,22,Invasive ventilation,1890,0.0934440818748146
1,Cluster 1: Room air / No ARF,22,Low-flow oxygen,5353,0.2646593493523188
1,Cluster 1: Room air / No ARF,22,Noninvasive ventilation,563,0.02783545930979927
1,Cluster 1: Room air / No ARF,22,Other support,161,0.007960051418965688
1,Cluster 1: Room air / No ARF,22,Room air,12259,0.6061010580441016
1,Cluster 1: Room air / No ARF,23,Invasive ventilation,1758,0.08691782853752596
1,Cluster 1: Room air / No ARF,23,Low-flow oxygen,5137,0.25398002570948286
1,Cluster 1: Room air / No ARF,23,Noninvasive ventilation,557,0.027538811430831603
1,Cluster 1: Room air / No ARF,23,Other support,182,0.008998318995352517
1,Cluster 1: Room air / No ARF,23,Room air,12592,0.6225650153268071
1,Cluster 1: Room air / No ARF,24,Invasive ventilation,1649,0.08153275648949321
1,Cluster 1: Room air / No ARF,24,Low-flow oxygen,4955,0.2449938195302843
1,Cluster 1: Room air / No ARF,24,Noninvasive ventilation,545,0.026946847960444994
1,Cluster 1: Room air / No ARF,24,Other support,173,0.008553770086526576
1,Cluster 1: Room air / No ARF,24,Room air,12903,0.6379728059332509
1,Cluster 1: Room air / No ARF,25,Invasive ventilation,1514,0.07485784919653894
1,Cluster 1: Room air / No ARF,25,Low-flow oxygen,4853,0.2399505562422744
1,Cluster 1: Room air / No ARF,25,Noninvasive ventilation,528,0.026106304079110014
1,Cluster 1: Room air / No ARF,25,Other support,150,0.007416563658838072
1,Cluster 1: Room air / No ARF,25,Room air,13180,0.6516687268232386
1,Cluster 1: Room air / No ARF,26,Invasive ventilation,1391,0.06877286660733709
1,Cluster 1: Room air / No ARF,26,Low-flow oxygen,4695,0.23212696529219817
1,Cluster 1: Room air / No ARF,26,Noninvasive ventilation,505,0.02496786314644517
1,Cluster 1: Room air / No ARF,26,Other support,159,0.007861168792643133
1,Cluster 1: Room air / No ARF,26,Room air,13476,0.6662711361613765
1,Cluster 1: Room air / No ARF,27,Invasive ventilation,1272,0.06289245982694684
1,Cluster 1: Room air / No ARF,27,Low-flow oxygen,4600,0.22744128553770088
1,Cluster 1: Room air / No ARF,27,Noninvasive ventilation,491,0.024276885043263287
1,Cluster 1: Room air / No ARF,27,Other support,155,0.007663782447466007
1,Cluster 1: Room air / No ARF,27,Room air,13707,0.6777255871446229
1,Cluster 1: Room air / No ARF,28,Invasive ventilation,1170,0.057849196538936956
1,Cluster 1: Room air / No ARF,28,Low-flow oxygen,4416,0.21834363411619284
1,Cluster 1: Room air / No ARF,28,Noninvasive ventilation,475,0.023485784919653894
1,Cluster 1: Room air / No ARF,28,Other support,152,0.007515451174289246
1,Cluster 1: Room air / No ARF,28,Room air,14012,0.6928059332509271
1,Cluster 1: Room air / No ARF,29,Invasive ventilation,1071,0.05295426452410383
1,Cluster 1: Room air / No ARF,29,Low-flow oxygen,4301,0.2126576019777503
1,Cluster 1: Room air / No ARF,29,Noninvasive ventilation,433,0.021409147095179232
1,Cluster 1: Room air / No ARF,29,Other support,153,0.007564894932014833
1,Cluster 1: Room air / No ARF,29,Room air,14267,0.7054140914709518
1,Cluster 1: Room air / No ARF,30,Invasive ventilation,1006,0.04973796104024523
1,Cluster 1: Room air / No ARF,30,Low-flow oxygen,4072,0.20132502719272224
1,Cluster 1: Room air / No ARF,30,Noninvasive ventilation,427,0.02111144071986552
1,Cluster 1: Room air / No ARF,30,Other support,152,0.00751507960051419
1,Cluster 1: Room air / No ARF,30,Room air,14569,0.7203104914466528
1,Cluster 1: Room air / No ARF,31,Invasive ventilation,954,0.04716468087210165
1,Cluster 1: Room air / No ARF,31,Low-flow oxygen,3966,0.19607455381420874
1,Cluster 1: Room air / No ARF,31,Noninvasive ventilation,396,0.019577792060117664
1,Cluster 1: Room air / No ARF,31,Other support,130,0.006427052949028526
1,Cluster 1: Room air / No ARF,31,Room air,14781,0.7307559203045434
1,Cluster 1: Room air / No ARF,32,Invasive ventilation,894,0.04420271940667491
1,Cluster 1: Room air / No ARF,32,Low-flow oxygen,3807,0.18823238566131026
1,Cluster 1: Room air / No ARF,32,Noninvasive ventilation,384,0.018986402966625463
1,Cluster 1: Room air / No ARF,32,Other support,118,0.005834363411619283
1,Cluster 1: Room air / No ARF,32,Room air,15022,0.74274412855377
1,Cluster 1: Room air / No ARF,33,Invasive ventilation,839,0.04148331273176761
1,Cluster 1: Room air / No ARF,33,Low-flow oxygen,3598,0.17789864029666255
1,Cluster 1: Room air / No ARF,33,Noninvasive ventilation,360,0.017799752781211372
1,Cluster 1: Room air / No ARF,33,Other support,110,0.005438813349814586
1,Cluster 1: Room air / No ARF,33,Room air,15318,0.7573794808405439
1,Cluster 1: Room air / No ARF,34,Invasive ventilation,782,0.038663106892119055
1,Cluster 1: Room air / No ARF,34,Low-flow oxygen,3465,0.17131415010382675
1,Cluster 1: Room air / No ARF,34,Noninvasive ventilation,320,0.01582122021160882
1,Cluster 1: Room air / No ARF,34,Other support,106,0.005240779195095422
1,Cluster 1: Room air / No ARF,34,Room air,15553,0.7689607435973499
1,Cluster 1: Room air / No ARF,35,Invasive ventilation,725,0.03584495204192623
1,Cluster 1: Room air / No ARF,35,Low-flow oxygen,3231,0.1597448828240878
1,Cluster 1: Room air / No ARF,35,Noninvasive ventilation,337,0.01666172253535054
1,Cluster 1: Room air / No ARF,35,Other support,104,0.0051418965687728664
1,Cluster 1: Room air / No ARF,35,Room air,15829,0.7826065460298626
1,Cluster 1: Room air / No ARF,36,Invasive ventilation,655,0.03238566131025958
1,Cluster 1: Room air / No ARF,36,Low-flow oxygen,3066,0.15159456118665018
1,Cluster 1: Room air / No ARF,36,Noninvasive ventilation,317,0.015673671199011124
1,Cluster 1: Room air / No ARF,36,Other support,103,0.005092707045735476
1,Cluster 1: Room air / No ARF,36,Room air,16084,0.7952533992583436
1,Cluster 1: Room air / No ARF,37,Invasive ventilation,585,0.028923168199347375
1,Cluster 1: Room air / No ARF,37,Low-flow oxygen,2881,0.14244042321764067
1,Cluster 1: Room air / No ARF,37,Noninvasive ventilation,295,0.014585187382576881
1,Cluster 1: Room air / No ARF,37,Other support,104,0.0051418965687728664
1,Cluster 1: Room air / No ARF,37,Room air,16361,0.8089093246316622
1,Cluster 1: Room air / No ARF,38,Invasive ventilation,526,0.026006130722831998
1,Cluster 1: Room air / No ARF,38,Low-flow oxygen,2654,0.13121724513003066
1,Cluster 1: Room air / No ARF,38,Noninvasive ventilation,279,0.013794126371996441
1,Cluster 1: Room air / No ARF,38,Other support,97,0.0047958073766439235
1,Cluster 1: Room air / No ARF,38,Room air,16670,0.824186690398497
1,Cluster 1: Room air / No ARF,39,Invasive ventilation,471,0.023286858498961734
1,Cluster 1: Room air / No ARF,39,Low-flow oxygen,2490,0.12310886977158113
1,Cluster 1: Room air / No ARF,39,Noninvasive ventilation,250,0.01236032829031939
1,Cluster 1: Room air / No ARF,39,Other support,91,0.004499159497676259
1,Cluster 1: Room air / No ARF,39,Room air,16924,0.8367447839414615
1,Cluster 1: Room air / No ARF,40,Invasive ventilation,386,0.01908434688025314
1,Cluster 1: Room air / No ARF,40,Low-flow oxygen,2290,0.11322060713932562
1,Cluster 1: Room air / No ARF,40,Noninvasive ventilation,217,0.010728764955997231
1,Cluster 1: Room air / No ARF,40,Other support,82,0.0040541876792247605
1,Cluster 1: Room air / No ARF,40,Room air,17251,0.8529120933451992
1,Cluster 1: Room air / No ARF,41,Invasive ventilation,339,0.016760605161673093
1,Cluster 1: Room air / No ARF,41,Low-flow oxygen,2151,0.10634826460990804
1,Cluster 1: Room air / No ARF,41,Noninvasive ventilation,219,0.010827647582319787
1,Cluster 1: Room air / No ARF,41,Other support,73,0.003609215860773262
1,Cluster 1: Room air / No ARF,41,Room air,17444,0.8624542667853258
1,Cluster 1: Room air / No ARF,42,Invasive ventilation,301,0.014881835261544546
1,Cluster 1: Room air / No ARF,42,Low-flow oxygen,2085,0.10308513794126371
1,Cluster 1: Room air / No ARF,42,Noninvasive ventilation,223,0.011025412834964896
1,Cluster 1: Room air / No ARF,42,Other support,62,0.003065361415999209
1,Cluster 1: Room air / No ARF,42,Room air,17555,0.8679422525462276
1,Cluster 1: Room air / No ARF,43,Invasive ventilation,276,0.013646477132262053
1,Cluster 1: Room air / No ARF,43,Low-flow oxygen,1922,0.09503090234857849
1,Cluster 1: Room air / No ARF,43,Noninvasive ventilation,225,0.011124845488257108
1,Cluster 1: Room air / No ARF,43,Other support,63,0.00311495673671199
1,Cluster 1: Room air / No ARF,43,Room air,17739,0.8770828182941903
1,Cluster 1: Room air / No ARF,44,Invasive ventilation,244,0.012063680411351725
1,Cluster 1: Room air / No ARF,44,Low-flow oxygen,1785,0.08825274399288045
1,Cluster 1: Room air / No ARF,44,Noninvasive ventilation,198,0.009789380005932958
1,Cluster 1: Room air / No ARF,44,Other support,62,0.003065361415999209
1,Cluster 1: Room air / No ARF,44,Room air,17937,0.8868288341738356
1,Cluster 1: Room air / No ARF,45,Invasive ventilation,219,0.010827647582319787
1,Cluster 1: Room air / No ARF,45,Low-flow oxygen,1684,0.08325917136359141
1,Cluster 1: Room air / No ARF,45,Noninvasive ventilation,203,0.010036586571739345
1,Cluster 1: Room air / No ARF,45,Other support,57,0.0028181548501928213
1,Cluster 1: Room air / No ARF,45,Room air,18063,0.8930584396321566
1,Cluster 1: Room air / No ARF,46,Invasive ventilation,184,0.009097651421508035
1,Cluster 1: Room air / No ARF,46,Low-flow oxygen,1616,0.07990111248454883
1,Cluster 1: Room air / No ARF,46,Noninvasive ventilation,186,0.009196538936959209
1,Cluster 1: Room air / No ARF,46,Other support,45,0.0022249690976514215
1,Cluster 1: Room air / No ARF,46,Room air,18194,0.8995797280593325
1,Cluster 1: Room air / No ARF,47,Invasive ventilation,162,0.008009888751545118
1,Cluster 1: Room air / No ARF,47,Low-flow oxygen,1522,0.07525339925834364
1,Cluster 1: Room air / No ARF,47,Noninvasive ventilation,197,0.009740420271940668
1,Cluster 1: Room air / No ARF,47,Other support,47,0.0023238566131025956
1,Cluster 1: Room air / No ARF,47,Room air,18297,0.904672435105068
1,Cluster 1: Room air / No ARF,48,Invasive ventilation,139,0.006872342529417581
1,Cluster 1: Room air / No ARF,48,Low-flow oxygen,1442,0.07129437357856225
1,Cluster 1: Room air / No ARF,48,Noninvasive ventilation,185,0.009146642934836349
1,Cluster 1: Room air / No ARF,48,Other support,48,0.002373183031741323
1,Cluster 1: Room air / No ARF,48,Room air,18412,0.9103134579254425
1,Cluster 1: Room air / No ARF,49,Invasive ventilation,129,0.006377929397804806
1,Cluster 1: Room air / No ARF,49,Low-flow oxygen,1425,0.07045387125482053
1,Cluster 1: Room air / No ARF,49,Noninvasive ventilation,195,0.009641056066449124
1,Cluster 1: Room air / No ARF,49,Other support,42,0.0020765351527736575
1,Cluster 1: Room air / No ARF,49,Room air,18435,0.9114506081281519
1,Cluster 1: Room air / No ARF,50,Invasive ventilation,138,0.006822901216256304
1,Cluster 1: Room air / No ARF,50,Low-flow oxygen,1352,0.06684465539404727
1,Cluster 1: Room air / No ARF,50,Noninvasive ventilation,210,0.010382675763868289
1,Cluster 1: Room air / No ARF,50,Other support,38,0.0018787699001285474
1,Cluster 1: Room air / No ARF,50,Room air,18488,0.9140709977256996
1,Cluster 1: Room air / No ARF,51,Invasive ventilation,143,0.0070701077820626915
1,Cluster 1: Room air / No ARF,51,Low-flow oxygen,1306,0.0645703549886285
1,Cluster 1: Room air / No ARF,51,Noninvasive ventilation,219,0.010827647582319787
1,Cluster 1: Room air / No ARF,51,Other support,33,0.0016315633343221595
1,Cluster 1: Room air / No ARF,51,Room air,18525,0.9159003263126668
1,Cluster 1: Room air / No ARF,52,Invasive ventilation,130,0.006427688504326329
1,Cluster 1: Room air / No ARF,52,Low-flow oxygen,1319,0.06521631644004944
1,Cluster 1: Room air / No ARF,52,Noninvasive ventilation,207,0.01023485784919654
1,Cluster 1: Room air / No ARF,52,Other support,35,0.00173053152039555
1,Cluster 1: Room air / No ARF,52,Room air,18534,0.9163906056860321
1,Cluster 1: Room air / No ARF,53,Invasive ventilation,133,0.00657601977750309
1,Cluster 1: Room air / No ARF,53,Low-flow oxygen,1287,0.06363411619283066
1,Cluster 1: Room air / No ARF,53,Noninvasive ventilation,204,0.010086526576019777
1,Cluster 1: Room air / No ARF,53,Other support,36,0.0017799752781211373
1,Cluster 1: Room air / No ARF,53,Room air,18565,0.9179233621755254
1,Cluster 1: Room air / No ARF,54,Invasive ventilation,120,0.0059329575793533075
1,Cluster 1: Room air / No ARF,54,Low-flow oxygen,1259,0.062246613270048455
1,Cluster 1: Room air / No ARF,54,Noninvasive ventilation,189,0.00934440818748146
1,Cluster 1: Room air / No ARF,54,Other support,31,0.0015326807079996045
1,Cluster 1: Room air / No ARF,54,Room air,18627,0.9209433402551171
1,Cluster 1: Room air / No ARF,55,Invasive ventilation,121,0.0059823988925145856
1,Cluster 1: Room air / No ARF,55,Low-flow oxygen,1228,0.06071393256204885
1,Cluster 1: Room air / No ARF,55,Noninvasive ventilation,187,0.009245525561158905
1,Cluster 1: Room air / No ARF,55,Other support,35,0.0017304459606447148
1,Cluster 1: Room air / No ARF,55,Room air,18655,0.9223276970236329
1,Cluster 1: Room air / No ARF,56,Invasive ventilation,119,0.00588380716934487
1,Cluster 1: Room air / No ARF,56,Low-flow oxygen,1220,0.06032138442521632
1,Cluster 1: Room air / No ARF,56,Noninvasive ventilation,186,0.009196538936959209
1,Cluster 1: Room air / No ARF,56,Other support,30,0.0014833127317676143
1,Cluster 1: Room air / No ARF,56,Room air,18670,0.923114956736712
1,Cluster 1: Room air / No ARF,57,Invasive ventilation,112,0.005537427074063087
1,Cluster 1: Room air / No ARF,57,Low-flow oxygen,1152,0.056956392761791756
1,Cluster 1: Room air / No ARF,57,Noninvasive ventilation,175,0.008652229803223574
1,Cluster 1: Room air / No ARF,57,Other support,30,0.0014832393948383269
1,Cluster 1: Room air / No ARF,57,Room air,18757,0.9273707109660833
1,Cluster 1: Room air / No ARF,58,Invasive ventilation,115,0.00568575101354692
1,Cluster 1: Room air / No ARF,58,Low-flow oxygen,1135,0.056115890438050035
1,Cluster 1: Room air / No ARF,58,Noninvasive ventilation,167,0.008256699297933353
1,Cluster 1: Room air / No ARF,58,Other support,29,0.0014337980816770493
1,Cluster 1: Room air / No ARF,58,Room air,18780,0.9285078611687927
1,Cluster 1: Room air / No ARF,59,Invasive ventilation,117,0.005784633639869475
1,Cluster 1: Room air / No ARF,59,Low-flow oxygen,1107,0.05473153366953426
1,Cluster 1: Room air / No ARF,59,Noninvasive ventilation,170,0.008405023237417186
1,Cluster 1: Room air / No ARF,59,Other support,32,0.0015821220211608821
1,Cluster 1: Room air / No ARF,59,Room air,18800,0.9294966874320182
1,Cluster 1: Room air / No ARF,60,Invasive ventilation,117,0.005784633639869475
1,Cluster 1: Room air / No ARF,60,Low-flow oxygen,1048,0.05181449619301889
1,Cluster 1: Room air / No ARF,60,Noninvasive ventilation,169,0.008355581924255909
1,Cluster 1: Room air / No ARF,60,Other support,31,0.0015326807079996045
1,Cluster 1: Room air / No ARF,60,Room air,18861,0.9325126075348561
1,Cluster 1: Room air / No ARF,61,Invasive ventilation,116,0.005735192326708197
1,Cluster 1: Room air / No ARF,61,Low-flow oxygen,974,0.048155839019084344
1,Cluster 1: Room air / No ARF,61,Noninvasive ventilation,153,0.007564520913675467
1,Cluster 1: Room air / No ARF,61,Other support,34,0.0016810046474834371
1,Cluster 1: Room air / No ARF,61,Room air,18949,0.9368634430930486
1,Cluster 1: Room air / No ARF,62,Invasive ventilation,120,0.0059329575793533075
1,Cluster 1: Room air / No ARF,62,Low-flow oxygen,922,0.045584890734697917
1,Cluster 1: Room air / No ARF,62,Noninvasive ventilation,145,0.007168990408385247
1,Cluster 1: Room air / No ARF,62,Other support,35,0.0017304459606447148
1,Cluster 1: Room air / No ARF,62,Room air,19004,0.9395827153169188
1,Cluster 1: Room air / No ARF,63,Invasive ventilation,122,0.006031840205675863
1,Cluster 1: Room air / No ARF,63,Low-flow oxygen,960,0.04746366063482646
1,Cluster 1: Room air / No ARF,63,Noninvasive ventilation,133,0.006575694650449916
1,Cluster 1: Room air / No ARF,63,Other support,33,0.0016315633343221595
1,Cluster 1: Room air / No ARF,63,Room air,18978,0.9382972411747256
1,Cluster 1: Room air / No ARF,64,Invasive ventilation,125,0.006179858604835121
1,Cluster 1: Room air / No ARF,64,Low-flow oxygen,957,0.04731299747861769
1,Cluster 1: Room air / No ARF,64,Noninvasive ventilation,122,0.006031541998319078
1,Cluster 1: Room air / No ARF,64,Other support,34,0.001680921540515153
1,Cluster 1: Room air / No ARF,64,Room air,18989,0.938794680377713
1,Cluster 1: Room air / No ARF,65,Invasive ventilation,125,0.006180164145159695
1,Cluster 1: Room air / No ARF,65,Low-flow oxygen,937,0.04632651043211708
1,Cluster 1: Room air / No ARF,65,Noninvasive ventilation,124,0.006130722831998418
1,Cluster 1: Room air / No ARF,65,Other support,37,0.0018293285869672698
1,Cluster 1: Room air / No ARF,65,Room air,19003,0.9395332740037575
1,Cluster 1: Room air / No ARF,66,Invasive ventilation,125,0.006179858604835121
1,Cluster 1: Room air / No ARF,66,Low-flow oxygen,936,0.04627478123300539
1,Cluster 1: Room air / No ARF,66,Noninvasive ventilation,124,0.006130419735996441
1,Cluster 1: Room air / No ARF,66,Other support,44,0.0021753102289019627
1,Cluster 1: Room air / No ARF,66,Room air,18998,0.9392396301972611
1,Cluster 1: Room air / No ARF,67,Invasive ventilation,115,0.00568575101354692
1,Cluster 1: Room air / No ARF,67,Low-flow oxygen,953,0.04711757144269752
1,Cluster 1: Room air / No ARF,67,Noninvasive ventilation,130,0.006427370710966083
1,Cluster 1: Room air / No ARF,67,Other support,47,0.0023237417185800456
1,Cluster 1: Room air / No ARF,67,Room air,18981,0.9384455651142094
1,Cluster 1: Room air / No ARF,68,Invasive ventilation,116,0.005735192326708197
1,Cluster 1: Room air / No ARF,68,Low-flow oxygen,1020,0.05043013942450311
1,Cluster 1: Room air / No ARF,68,Noninvasive ventilation,127,0.00627904677148225
1,Cluster 1: Room air / No ARF,68,Other support,48,0.002373183031741323
1,Cluster 1: Room air / No ARF,68,Room air,18915,0.9351824384455651
1,Cluster 1: Room air / No ARF,69,Invasive ventilation,118,0.005834074953030752
1,Cluster 1: Room air / No ARF,69,Low-flow oxygen,1039,0.05136952437456739
1,Cluster 1: Room air / No ARF,69,Noninvasive ventilation,129,0.006377929397804806
1,Cluster 1: Room air / No ARF,69,Other support,43,0.002125976465934935
1,Cluster 1: Room air / No ARF,69,Room air,18897,0.9342924948086622
1,Cluster 1: Room air / No ARF,70,Invasive ventilation,122,0.006031840205675863
1,Cluster 1: Room air / No ARF,70,Low-flow oxygen,1068,0.05280332245624444
1,Cluster 1: Room air / No ARF,70,Noninvasive ventilation,144,0.0071195490952239695
1,Cluster 1: Room air / No ARF,70,Other support,45,0.0022248590922574903
1,Cluster 1: Room air / No ARF,70,Room air,18847,0.9318204291505983
