county_fips,study_period_mean
01001,7.141940116882324
01003,7.15450028010777
01005,7.0835667337690085
01007,7.199249812534878
01009,7.443488325391497
01011,6.953127520424979
01013,7.049173082624163
01015,7.342716830117362
01017,7.11941875730242
01019,7.3609530585152765
01021,7.143008300236294
01023,7.1437079565865655
01025,7.05850533076695
01027,7.139161178043911
01029,7.290946824210031
01031,7.358763558523996
01033,6.982407638004848
01035,7.022117410387311
01037,7.156719957079206
01039,7.118094308035714
01041,7.20208079474313
01043,7.755398545946393
01045,7.304497310093471
01047,7.033163479396275
01049,7.496945176805768
01051,7.233573028019497
01053,7.035785675048828
01055,7.3932622500828336
01057,6.975453036172049
01059,7.0406919206891745
01061,7.281292847224644
01063,7.068857874189105
01065,7.0437430654253275
01067,7.134654862540109
01069,7.169083186558315
01071,7.095036779131208
01073,7.748448848724365
01075,6.933851173945835
01077,6.979710102081299
01079,7.082806314740862
01081,7.24547392981393
01083,7.1706598826817105
01085,7.06485721043178
01087,7.0632524490356445
01089,7.276904651096889
01091,7.049058301108224
01093,6.9696527889796664
01095,7.527637958526611
01097,7.3637783867972235
01099,7.025341238294329
01101,7.306041240692139
01103,7.41636712210519
01105,7.021015848432269
01107,7.129438127790179
01109,7.101863656725202
01111,7.395841121673584
01113,7.196461268833706
01115,7.386123044150216
01117,7.55525575365339
01119,7.089705330984933
01121,7.33710207257952
01123,7.151187896728516
01125,7.2213053703308105
01127,7.213671956743513
01129,7.173777988978794
01131,7.000623634883335
01133,7.076013565063477
04001,4.400912591389248
04003,5.035581248147147
04005,4.3526604516165595
04007,5.108719348907471
04009,5.631973334721157
04011,5.348199299403599
04012,6.174111230032785
04013,6.830766337258475
04015,5.252322810036795
04017,4.294426815850394
04019,5.860607555934361
04021,6.406745978764126
04023,4.716874974114554
04025,5.021562950951712
04027,6.114280019487653
05001,7.16693571635655
05003,7.273483344486782
05005,6.456976005009243
05007,7.623222896030971
05009,6.666019439697266
05011,7.161810738699777
05013,7.14127424785069
05015,6.896305561065674
05017,7.398377963474819
05019,7.032619885035923
05021,7.414756638663156
05023,6.6503786359514505
05025,7.284182616642544
05027,7.245650972638812
05029,7.015676839011056
05031,7.539804186139788
05033,7.00817837033953
05035,7.436163561684745
05037,7.340663978031704
05039,7.0311055183410645
05041,7.1134026391165595
05043,7.184300013950893
05045,6.90134198325021
05047,6.9161787033081055
05049,6.354226180485317
05051,6.954519271850586
05053,7.1075399943760464
05055,7.464872428349087
05057,7.415238107953753
05059,6.990685394832066
05061,7.3704744066510886
05063,6.774144445146833
05065,6.36371306010655
05067,7.416674886431013
05069,7.501271043504987
05071,6.713640553610666
05073,7.50603267124721
05075,7.230940478188651
05077,7.012981414794922
05079,7.450929233006069
05081,7.575739315577915
05083,7.084007740020752
05085,7.416502475738525
05087,6.576982430049351
05089,6.4560690607343405
05091,7.448784760066441
05093,7.494190284184047
05095,7.188991546630859
05097,6.8306388173784525
05099,7.184847899845669
05101,6.224628176007952
05103,7.1222750799996515
05105,6.976654802049909
05107,7.012168679918561
05109,7.058283601488386
05111,7.538808618273054
05113,6.932833126613072
05115,6.773063659667969
05117,7.378441946847098
05119,7.3893560000828336
05121,6.8469124521527975
05123,7.093415669032505
05125,7.043103967394147
05127,6.969338076455252
05129,6.271215915679932
05131,7.216169493538993
05133,7.43318510055542
05135,6.473882743290493
05137,6.3456100055149625
05139,7.314320632389614
05141,6.4519597462245395
05143,7.369504315512521
05145,6.920472076960972
