site_name,stratum,pooled_cluster_label,variable,level,summary_type,n_nonmissing,mean,sd,median,p25,p75,pooled_cluster
pooled,1,Cluster 1: Room air / No ARF,age_years,,continuous,21196,61.151980472639934,17.750817241577867,,,,1
pooled,1,Cluster 1: Room air / No ARF,charlson_score,,continuous,21196,4.029750543607297,3.377666693318718,,,,1
pooled,1,Cluster 1: Room air / No ARF,deescalations_icu,,continuous,21196,2.1784003083620007,3.0290131423364035,,,,1
pooled,1,Cluster 1: Room air / No ARF,escalations_icu,,continuous,21196,1.196030605688,3.027438858231969,,,,1
pooled,1,Cluster 1: Room air / No ARF,icu_los_hours,,continuous,21196,81.16702972084612,148.84116619663774,,,,1
pooled,1,Cluster 1: Room air / No ARF,imv_hours_72h,,continuous,21196,2.284075888728223,4.791338924155727,,,,1
pooled,1,Cluster 1: Room air / No ARF,imv_hours_icu,,continuous,21196,4.782505828796128,30.53719027322556,,,,1
pooled,1,Cluster 1: Room air / No ARF,no2_1y,,continuous,20705,6.721130153250196,2.920531195273984,,,,1
pooled,1,Cluster 1: Room air / No ARF,no2_3y,,continuous,20705,7.081977424324905,3.0428571203866555,,,,1
pooled,1,Cluster 1: Room air / No ARF,no2_5y,,continuous,20705,7.447449528908281,3.1852987238463335,,,,1
pooled,1,Cluster 1: Room air / No ARF,pm25_1y,,continuous,20705,8.258461417532626,1.6214930499322024,,,,1
pooled,1,Cluster 1: Room air / No ARF,pm25_3y,,continuous,20705,7.887955238058715,1.136602453245908,,,,1
pooled,1,Cluster 1: Room air / No ARF,pm25_5y,,continuous,20705,7.77457505882122,0.9796363437632172,,,,1
pooled,1,Cluster 1: Room air / No ARF,sofa_cns,,continuous,21196,1.1849170684363697,1.409941344092408,,,,1
pooled,1,Cluster 1: Room air / No ARF,sofa_coag,,continuous,21196,0.3632166888827755,0.7459468234083891,,,,1
pooled,1,Cluster 1: Room air / No ARF,sofa_cv,,continuous,21196,0.9592107836730741,1.2888084273642153,,,,1
pooled,1,Cluster 1: Room air / No ARF,sofa_liver,,continuous,21196,0.17524331913071117,0.5585451750395887,,,,1
pooled,1,Cluster 1: Room air / No ARF,sofa_renal,,continuous,21196,0.8055218864637154,1.2283078304171113,,,,1
pooled,1,Cluster 1: Room air / No ARF,sofa_resp,,continuous,21196,1.3204440146357317,1.4251068808940595,,,,1
pooled,1,Cluster 1: Room air / No ARF,sofa_total,,continuous,21196,4.808553761222381,3.5470193728748503,,,,1
pooled,1,Cluster 1: Room air / No ARF,vaso_hours_72h,,continuous,21196,2.9987448707364157,8.695304410979293,,,,1
pooled,1,Cluster 1: Room air / No ARF,vaso_mean_72h,,continuous,21196,0.21863827066279873,0.4133253526281868,,,,1
pooled,2,Cluster 2: Low-flow oxygen / No ARF,age_years,,continuous,28021,66.60755477885353,16.296324444761666,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,charlson_score,,continuous,28021,4.182149251109226,3.1497126287106387,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,deescalations_icu,,continuous,28021,3.2778731623914465,5.355824109864693,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,escalations_icu,,continuous,28021,2.678830671933569,5.409230932887061,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,icu_los_hours,,continuous,28021,118.26511073533564,214.59886053028276,,,,2
