prototype_idx,n_sites,n_patients,pct_room_air,pct_low_o2,pct_niv,pct_imv,pct_other,pct_no_arf,pct_hypox,pct_hyper,pct_mixed,pct_vaso,transition_count,death_pct,icu_los_median_proxy,imv72_pct,sofa_total_mean,respiratory_burden,clinical_burden,severity_score,dominant_rs,dominant_arf,pooled_cluster,pooled_severity_rank,is_worst_cluster,arf_label,pooled_cluster_label,phenotype_label,phenotype_label_short
4,10,18708,0.7221917994482218,0.1747134125911378,0.03561636189983772,0.06124784856264067,0.006230577498162092,0.9810482757248182,0.011785869804980621,0.004044688849986606,0.003121165620214361,0.040762846538555844,2.717720723079652,0.10815774370713635,44.52744458698596,0.25467925866346514,4.630288206688823,-1.0720622263239519,-0.8556991231703343,-1.9277613494942862,ROOM_AIR,NO_ARF,1,1,FALSE,NO_ARF,Cluster 1: Room air / No ARF,Room air / No ARF,Room air / No ARF
5,10,25140,0.08535683654122546,0.7400222020495256,0.11286857139812077,0.041388909367671256,0.02036348064345679,0.9613339498809542,0.022719692803855735,0.00878316809443136,0.007163189220758753,0.059642916741382286,3.593080720681915,0.1857490937644417,64.41280230708036,0.15612327454559496,4.9354259912513,-0.9356263100443895,-0.745975352712464,-1.6816016627568535,LOW_O2,NO_ARF,2,2,FALSE,NO_ARF,Cluster 2: Low-flow oxygen / No ARF,Low-flow oxygen / No ARF,Low-flow O2 / No ARF
2,10,12016,0.03301362472458385,0.11263663564310729,0.805120177505414,0.031954088769689554,0.017275473357205348,0.9235336076854229,0.05669524479091649,0.007304638532657117,0.012466508991003643,0.04460719277147085,3.1109941342577714,0.3253575338417083,112.74551570128716,0.12396906852388125,5.133115007989796,0.12157072287060018,-0.5668673685248166,-0.4452966456542164,NIV,NO_ARF,3,3,FALSE,NO_ARF,Cluster 3: Noninvasive ventilation / No ARF,Noninvasive ventilation / No ARF,NIV / No ARF
1,10,21142,0.014102496306415701,0.030973877893078237,0.015399038470415955,0.9378164849127325,0.0017081024173575324,0.854170415768964,0.1014403292808013,0.0142199288271356,0.03016932612309921,0.21379942414155814,0.6538844714667821,0.45009056601541375,156.94913284772807,0.9989069065252213,10.347897698180269,0.6415739593750248,0.9452128322208907,1.5867867915959155,IMV,NO_ARF,4,4,FALSE,NO_ARF_PREDOM,Cluster 4: Invasive ventilation / Predominantly no ARF,Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
3,10,15483,0.0461117899268524,0.08960064779958828,0.07241025207527302,0.7825493597019841,0.009327950496302176,0.4695771980039568,0.38839572125996863,0.01748619672869113,0.12454088400738325,0.3339983916507534,1.5129413898981068,0.38106266994698706,205.240904002239,0.9845252658065415,11.172714460211566,1.2445438541227163,1.2233290121867249,2.467872866309441,IMV,NO_ARF,5,5,TRUE,HYPOX_MIXED_ARF,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
