mediator,n_sites,beta_total_mean,beta_direct_mean,beta_indirect_mean,pct_mediated_median,pct_mediated_iqr_low,pct_mediated_iqr_high,model,pooled_beta,pooled_beta_low,pooled_beta_high,pooled_or,pooled_or_low,pooled_or_high
Severity rank,10,0.01638499954159311,0.0225040530270436,-0.006119053485450494,0.22452532083060509,-0.6594302665171039,0.9212664523971776,glm_direct_no2_severity,0.004030969611360748,-0.08102725123064707,0.08908919045336856,1.004039104896721,0.9221685608740423,1.0931781530334594
Trajectory phenotype,10,0.01638499954159311,0.02250405302709766,-0.00611905348550455,0.22452532083479848,-0.6594302665192396,0.9212664523971776,glm_direct_no2_cluster,0.004030969611389508,-0.08102725123003963,0.08908919045281864,1.0040391048967499,0.9221685608746024,1.0931781530328584
