traj_cluster_ra,median_gcs,mean_gcs,pct_gcs_lt8,pct_gcs_lt13
1,15,14.1748834110593,0.03597601598934044,0.0899400399733511
2,15,13.82892701966272,0.0506664702849989,0.15700714338316518
3,15,14.367136545339779,0.029875867872922363,0.08415737428992215
4,11,10.66080038572807,0.25,0.5984811957569913
NA,15,13.952381607410954,0.04764397804932602,0.1409084819101169
