traj_cluster_ra,mortality,sofa,imv_rate,icu_los,severity_rank
1,0.15517241379310345,3.0948275862068964,0.15517241379310345,29.166666666666664,1
2,0.3161094224924012,4.446808510638298,0.23404255319148937,51.38333333333333,2
3,0.5353535353535354,4.373737373737374,0.1111111111111111,91.38333333333334,3
4,0.7278481012658228,9.848101265822784,1,157.31666666666666,4
