site_name,n,age_mean,age_sd,charlson_mean,sofa_total_mean,death_in_hosp_pct,hospice_discharge_pct,death_or_hospice_pct,any_imv_72h_pct,vaso_any_72h_pct,advanced_cancer_pct,metastatic_pct,pleural_effusion_pct,cachexia_pct
UCMC,824,67.67597087378641,10.852959808357527,7.915048543689319,4.9696601941747565,0.279126213592233,0.10315533980582524,0.38228155339805825,0.32038834951456313,0.28640776699029125,0.6771844660194175,0.6092233009708737,0.1808252427184466,0.12135922330097088
