model,outcome_level,term,estimate,std_error,statistic,p_value,effect,conf_low,conf_high,effect_type
multinom_traj_cluster,2,(Intercept),-1158.0211040512029,1.3183877541125577e-4,-8783615.445750996,0,0,0,0,RRR
multinom_traj_cluster,2,pm25_5y_z,-0.753910120416999,0.0905079876113772,-8.329763375738006,8.100409549356e-17,0.47052314895288483,0.394038847773307,0.5618533171325962,RRR
multinom_traj_cluster,2,no2_5y_z,0.9501634842418284,0.09132681052045506,10.403992856281935,2.377568695307492e-25,2.5861324166552278,2.162279383917108,3.093069714404398,RRR
multinom_traj_cluster,2,age_years,0.002330509440560181,0.010633749364876249,0.21916159207757502,0.8265241732426263,1.0023332271885221,0.9816586486914576,1.0234432301547758,RRR
multinom_traj_cluster,2,sex_categoryMale,-0.09028372830424931,0.12207337714134879,-0.7395857345677409,0.4595514002410262,0.9136719139088819,0.7192490858692085,1.1606498814761406,RRR
multinom_traj_cluster,2,race_categoryBlack or African American,0.1333182722090839,0.11056854956018272,1.2057522029491619,0.22791305002959858,1.1426136026206901,0.9199866821857572,1.419113852596207,RRR
multinom_traj_cluster,2,race_categoryOther,-0.0854963366460373,0.014429680053642533,-5.925033426119186,3.1223387248567925e-9,0.9180565062139386,0.8924556043853427,0.9443917932278783,RRR
multinom_traj_cluster,2,race_categoryUnknown,1.5582357317272089,0.14651312676099465,10.6354684128006,2.0380206416537313e-26,4.750432809700273,3.5646647254111445,6.330640780494167,RRR
multinom_traj_cluster,2,race_categoryWhite,0.4407464633735715,0.13559955979059965,3.250353202135734,0.001152617578945633,1.553866690277599,1.191212059527237,2.0269285152406167,RRR
multinom_traj_cluster,2,admit_year,0.5733795766861839,3.90221635200084e-4,1469.3690071597048,0,1.7742531550863387,1.772896664041799,1.775610684018755,RRR
multinom_traj_cluster,2,charlson_score,0.10839528273105502,0.03923938277222786,2.762410493565996,0.005737629106539959,1.1144881962673683,1.0319870231337265,1.2035848433903618,RRR
multinom_traj_cluster,2,advanced_cancer_any_poaTRUE,-0.6611582913305676,0.17373666188091846,-3.805519711111606,1.4150674376711746e-4,0.5162530166518425,0.3672611334667148,0.7256884895125508,RRR
multinom_traj_cluster,3,(Intercept),-1824.364383344298,1.5115056950630048e-4,-12069847.896062689,0,0,0,0,RRR
multinom_traj_cluster,3,pm25_5y_z,-1.1567780115631496,0.10485934696159868,-11.03171100223218,2.687036197624711e-28,0.3144978586643757,0.25607053845736943,0.38625647331523827,RRR
multinom_traj_cluster,3,no2_5y_z,1.3003436356331137,0.12012283896017019,10.825115747258321,2.6174822887896286e-27,3.6705577853727926,2.900557242939401,4.644967613915248,RRR
multinom_traj_cluster,3,age_years,0.00565962605113908,0.013798471185382077,0.41016326918411183,0.6816861832682076,1.005675671991717,0.978841668345556,1.0332453040596834,RRR
multinom_traj_cluster,3,sex_categoryMale,-0.1246035146915879,0.13987263205781494,-0.8908355613132688,0.3730173942467304,0.8828468690148789,0.6711558702549774,1.1613078700082997,RRR
multinom_traj_cluster,3,race_categoryBlack or African American,0.38238868340915616,0.09766456270777238,3.915326837159173,9.028182262682834e-5,1.4657816994539932,1.210418467225676,1.7750191761190777,RRR
multinom_traj_cluster,3,race_categoryOther,-0.09410385942369374,0.004179791632431511,-22.514007323602083,3.0264045607959326e-112,0.9101882257070222,0.9027620678632932,0.9176754714301417,RRR
multinom_traj_cluster,3,race_categoryUnknown,1.9518315374931903,0.015794579449299725,123.5760371941861,0,7.041572681591904,6.826923697344142,7.2629705601412855,RRR
multinom_traj_cluster,3,race_categoryWhite,0.7286142972330697,0.08509936011331798,8.56192451109914,1.1099887205510785e-17,2.0722071540705636,1.7538608387073287,2.448337059938073,RRR
multinom_traj_cluster,3,admit_year,0.9022532601306406,5.096779611508689e-4,1770.241856432882,0,2.465151485402249,2.462690105597066,2.4676153252776345,RRR
multinom_traj_cluster,3,charlson_score,0.0651465686099331,0.044006913601513556,1.4803712252997556,0.1387742047574937,1.06731544786208,0.979114211321636,1.163462088562027,RRR
multinom_traj_cluster,3,advanced_cancer_any_poaTRUE,-0.09951874359558842,0.05609187220211575,-1.774209697208763,0.07602847079212258,0.9052729816388206,0.8110230422606299,1.010475817063013,RRR
multinom_traj_cluster,4,(Intercept),-1487.3802225121208,1.4400526267909674e-4,-10328651.848138487,0,0,0,0,RRR
multinom_traj_cluster,4,pm25_5y_z,-0.5943682802175584,0.09871584313036107,-6.021001911847667,1.7334071076681146e-9,0.5519111089311257,0.4548210051286538,0.6697269227383682,RRR
multinom_traj_cluster,4,no2_5y_z,0.6145246860667118,0.10843835097118543,5.667041969588833,1.4528376626517078e-8,1.8487776409119525,1.4947896852190066,2.2865950971792963,RRR
multinom_traj_cluster,4,age_years,-0.0030350698552300054,0.01257387625866393,-0.24137901413963053,0.8092613762470802,0.9969695313131501,0.9726997099258566,1.0218449087874462,RRR
multinom_traj_cluster,4,sex_categoryMale,-0.2800604583188486,0.13787491562126727,-2.031264766740856,0.042228143456265375,0.7557380494225496,0.576779466328683,0.9902224900279836,RRR
multinom_traj_cluster,4,race_categoryBlack or African American,0.7626671010471274,0.12046903049128628,6.330814632913414,2.4387018307903045e-10,2.1439868312463406,1.6930773687073104,2.71498492479842,RRR
multinom_traj_cluster,4,race_categoryOther,-0.41237643250146183,0.006492261081414724,-63.518152971691826,0,0.6620750025883694,0.6537035849937293,0.6705536257026863,RRR
multinom_traj_cluster,4,race_categoryUnknown,2.3861279027338838,0.13139642124726797,18.15976325750574,1.0748720315800422e-73,10.871317541242764,8.40301791641805,14.064654658372014,RRR
multinom_traj_cluster,4,race_categoryWhite,0.4572139537391396,0.11727314591157993,3.8987097189655318,9.670662266676978e-5,1.5796668237199747,1.2552799152482261,1.9878811439981574,RRR
multinom_traj_cluster,4,admit_year,0.7358014218486731,4.610355193676245e-4,1595.9755614012756,0,2.087154013246321,2.0852688509352326,2.0890408798158013,RRR
multinom_traj_cluster,4,charlson_score,0.08450891899288775,0.04130339078337089,2.0460528152790736,0.040751174632488854,1.0881825496811437,1.003560596976056,1.179939970738815,RRR
multinom_traj_cluster,4,advanced_cancer_any_poaTRUE,0.14411041170552064,0.10245564274118438,1.4065639319599152,0.1595567345434092,1.1550116282887224,0.94487498800254,1.4118818663010047,RRR
glm_mortality,NA,(Intercept),-171.9632407948003,154.1354576350903,-1.1156630890337809,0.2645663758686429,2.076411533981774e-75,1.3018565970373063e-206,33117970660243104e40,OR
glm_mortality,NA,pm25_5y_z,-0.2125289289715825,0.16567462398069083,-1.282809182632293,0.1995589362410697,0.8085369258413718,0.5843523190730949,1.1187291281499003,OR
glm_mortality,NA,no2_5y_z,0.17424391113396093,0.196676322419516,0.8859424916553701,0.37564851725488596,1.190345869025551,0.8095783836776497,1.7501990128115523,OR
glm_mortality,NA,traj_cluster_ra2,0.9427297980868918,0.3076398659785181,3.0643941255413263,0.0021811136015356643,2.566979197624269,1.404604348685151,4.691272818003199,OR
glm_mortality,NA,traj_cluster_ra3,1.8028575597456307,0.36352142449932434,4.959425877659603,7.070181764279986e-7,6.066959416671181,2.9753318164730427,12.371056014574975,OR
glm_mortality,NA,traj_cluster_ra4,2.7513477189324034,0.354358500779747,7.764305675969983,8.209369230332567e-15,15.66372796793369,7.820942389041737,31.371203321635768,OR
glm_mortality,NA,age_years,0.027747568002433068,0.008870084942426658,3.128218972257322,0.001758691037145739,1.0281361172074308,1.0104160750474007,1.0461669223312613,OR
glm_mortality,NA,sex_categoryMale,0.5348301764586868,0.1842272337736246,2.9031005107305545,0.0036948803277695656,1.707158301967143,1.1897519003217336,2.449577485177563,OR
glm_mortality,NA,race_categoryBlack or African American,-0.678033711264003,0.5970512211501953,-1.1356374248055272,0.25610833919659093,0.5076141276578214,0.15751192572117326,1.6358894821331866,OR
glm_mortality,NA,race_categoryOther,-0.05407757470393066,1.041969273491094,-0.051899394809162655,0.9586088564999901,0.9473586125873132,0.12290576557870084,7.302247674204235,OR
glm_mortality,NA,race_categoryUnknown,-1.546195200347251,0.7411103088238907,-2.08632261882984,0.03694940913076755,0.21305707309809213,0.049848274069949475,0.9106296505557586,OR
glm_mortality,NA,race_categoryWhite,-1.118451099643845,0.6164708782142592,-1.81428051051443,0.0696345505146409,0.3267855611029627,0.09761403243550312,1.093990282759163,OR
glm_mortality,NA,admit_year,0.0831093125765408,0.07633021214802717,1.0888128073765462,0.27623644262381775,1.0866605877247604,0.9356648777249583,1.2620236807279528,OR
glm_mortality,NA,charlson_score,-0.03164092231515167,0.03745348787926963,-0.8448057606048703,0.3982192977592074,0.9688544136259869,0.900279724850366,1.0426524655529381,OR
glm_mortality,NA,advanced_cancer_any_poaTRUE,1.7441563581748494,0.28047099257725067,6.218669325293784,5.013886884803308e-10,5.72107290252936,3.301685886520087,9.91332194552075,OR
glm_interaction_pm25,NA,(Intercept),-164.28272682742545,154.61452234395952,-1.0625310244917214,0.2879946813737578,4.496952153781175e-72,1.1025032279773186e-203,1834242128297259e45,OR
glm_interaction_pm25,NA,pm25_5y_z,-0.07870944108012988,0.31385309983017756,-0.2507843354828061,0.8019808531121213,0.9243084514970263,0.4996429594450105,1.7099132437647366,OR
glm_interaction_pm25,NA,traj_cluster_ra2,0.9237854860936697,0.30843486780725127,2.9950747548781242,0.002743775882591805,2.518807275466626,1.376099633823084,4.610414780300179,OR
glm_interaction_pm25,NA,traj_cluster_ra3,1.8351704985576187,0.36622187158332487,5.011089290280333,5.412279271446841e-7,6.266202432838941,3.0568214377307124,12.845137908502103,OR
glm_interaction_pm25,NA,traj_cluster_ra4,2.7514563728222985,0.35530933945948207,7.74383351985056,9.646329691497018e-15,15.665429985371398,7.8072287511333975,31.43313773033064,OR
glm_interaction_pm25,NA,no2_5y_z,0.1822875082409006,0.19779385944338929,0.9216034752235229,0.35673544512064786,1.1999591424319096,0.8143309230115074,1.768202462680613,OR
glm_interaction_pm25,NA,age_years,0.027227593786213884,0.00895784776516547,3.0395240575637237,0.002369522770867383,1.0276016519018505,1.0097171197483268,1.04580296237288,OR
glm_interaction_pm25,NA,sex_categoryMale,0.5270790297128563,0.18458322972910468,2.8555087614752446,0.004296793732676849,1.6939770184760812,1.1797421521161005,2.432360439082383,OR
glm_interaction_pm25,NA,race_categoryBlack or African American,-0.6374176520177856,0.5983972987412741,-1.0652081039780603,0.28678176714399284,0.5286558362149868,0.16360891599514177,1.7082014844011666,OR
glm_interaction_pm25,NA,race_categoryOther,0.05897062320721727,1.0674796336975783,0.055242855550276394,0.9559449872509715,1.0607440790234406,0.13090420813955533,8.595430331649455,OR
glm_interaction_pm25,NA,race_categoryUnknown,-1.502150305875362,0.7456019922553158,-2.0146811857779774,0.04393806477733975,0.22265087754087187,0.051636307991167335,0.9600495310044265,OR
glm_interaction_pm25,NA,race_categoryWhite,-1.0480463656109724,0.6183265640235046,-1.6949722470133641,0.0900806856872059,0.35062206776841626,0.10435398774485685,1.1780655158744409,OR
glm_interaction_pm25,NA,admit_year,0.07929486185474618,0.07656754773453439,1.0356197135850242,0.3003795913509645,1.082523469893882,0.9316691359183776,1.2578038894848131,OR
glm_interaction_pm25,NA,charlson_score,-0.029191423193511652,0.03758368540057276,-0.7767046494345865,0.43733304313042415,0.9712305306213398,0.9022573884477773,1.0454763304668764,OR
glm_interaction_pm25,NA,advanced_cancer_any_poaTRUE,1.7475718942460048,0.2811866425318295,6.214989014096517,5.132824091061059e-10,5.740646842113067,3.308338418174361,9.961201666922664,OR
glm_interaction_pm25,NA,pm25_5y_z:traj_cluster_ra2,-0.27621072509695677,0.302879611437806,-0.9119488888200535,0.36179562393385745,0.7586530466792207,0.4190124007168331,1.373597641146237,OR
glm_interaction_pm25,NA,pm25_5y_z:traj_cluster_ra3,0.13060935513658878,0.34389749901246924,0.3797915236709909,0.7041001748771157,1.1395225457239262,0.5807529992352326,2.2359103335205996,OR
glm_interaction_pm25,NA,pm25_5y_z:traj_cluster_ra4,-0.12871057828114968,0.3253951709521307,-0.39555159317371813,0.6924358534803323,0.8792283965186648,0.4646433702498572,1.6637331397391657,OR
glm_interaction_no2,NA,(Intercept),-166.6152804719794,154.63643332301723,-1.077464585101622,0.28127276416619273,4.364184376851195e-73,1.0249759877105753e-204,18582001435656663e43,OR
glm_interaction_no2,NA,no2_5y_z,0.2164195491530382,0.2993247032584393,0.7230260208967112,0.46966389786140156,1.2416231916982388,0.690556925025287,2.232441807902324,OR
glm_interaction_no2,NA,traj_cluster_ra2,0.9611912396179281,0.3134033304925313,3.0669464747147424,0.0021625757774323003,2.6148094835346236,1.4147045516203998,4.832972812133287,OR
glm_interaction_no2,NA,traj_cluster_ra3,1.8405970295568028,0.36986458204837835,4.976407904112463,6.47750733550038e-7,6.300298602879948,3.0515890310680613,13.007571491878823,OR
glm_interaction_no2,NA,traj_cluster_ra4,2.767466819890621,0.3592901207975665,7.7025964803799445,1.3332887952237313e-14,15.91825907562813,7.87157510749443,32.190631295325744,OR
glm_interaction_no2,NA,pm25_5y_z,-0.21289353926405682,0.1654490507668125,-1.2867619262688526,0.19817728126339623,0.8082421786935516,0.5843976158507314,1.1178269755059296,OR
glm_interaction_no2,NA,age_years,0.027230899309338526,0.009019301006653643,3.0191806758916213,0.0025345932741415887,1.0276050486684878,1.0095988455548481,1.0459323925520456,OR
glm_interaction_no2,NA,sex_categoryMale,0.541770451807235,0.18487139499029437,2.9305261197151546,0.003383885445917285,1.7190476606345149,1.1965261907861982,2.469753593601894,OR
glm_interaction_no2,NA,race_categoryBlack or African American,-0.6251796992100302,0.6012014846908267,-1.0398838245243764,0.29839387835265935,0.5351652511048872,0.1647156526120552,1.7387652080928937,OR
glm_interaction_no2,NA,race_categoryOther,0.03525138766301529,1.057412178197541,0.03333741410384039,0.9734055181906309,1.035880083544119,0.13038332914998307,8.229944383833137,OR
glm_interaction_no2,NA,race_categoryUnknown,-1.4501733430711787,0.7484872486815832,-1.937472342549021,0.0526876310190977,0.2345296304836115,0.05408446160883116,1.0170046245925473,OR
glm_interaction_no2,NA,race_categoryWhite,-1.0397124071837105,0.6211291415672051,-1.6739069826290147,0.09414888167784352,0.3535563476046494,0.10465086916735035,1.1944677758160334,OR
glm_interaction_no2,NA,admit_year,0.08044406203050569,0.0765812052424609,1.0504413161925925,0.2935152583394054,1.0837682211529394,0.9327154577694824,1.2592838977814966,OR
glm_interaction_no2,NA,charlson_score,-0.030437594909614188,0.037426384803033744,-0.8132656966415561,0.41606574002857927,0.9700209644243883,0.9014115917198011,1.0438524199889663,OR
glm_interaction_no2,NA,advanced_cancer_any_poaTRUE,1.727331875606352,0.281834483400673,6.12888761788128,8.849560456922729e-10,5.625624001885608,3.237936642303405,9.774016266136057,OR
glm_interaction_no2,NA,no2_5y_z:traj_cluster_ra2,-0.1447072562650958,0.277153665347732,-0.5221192225025718,0.6015873234101046,0.8652755600369462,0.5026161907789446,1.4896093849203855,OR
glm_interaction_no2,NA,no2_5y_z:traj_cluster_ra3,0.2695779043980936,0.34432098018630963,0.7829261645695447,0.43367047180476886,1.3094116371782318,0.6667826043073779,2.571391071845343,OR
glm_interaction_no2,NA,no2_5y_z:traj_cluster_ra4,-0.015690971929999343,0.3229713368480221,-0.04858317175490688,0.9612514811214463,0.9844314900177443,0.5227171454219849,1.8539766047968564,OR
glm_los_quasipoisson,NA,(Intercept),-30.685822730952662,82.57474544724494,-0.37161268333012437,0.7102958266082953,4.713207013750797e-14,2.4225579933197294e-84,9169778562877248e41,RR_like
glm_los_quasipoisson,NA,pm25_5y_z,-0.0588311772082823,0.08678219737991115,-0.6779175796936076,0.49805220456779353,0.9428659329805025,0.7953887548221786,1.1176876240523947,RR_like
glm_los_quasipoisson,NA,no2_5y_z,0.04690809051695391,0.10484575896325556,0.4474009342942847,0.6547266284982916,1.0480256811544246,0.8533465030354798,1.287118215698048,RR_like
glm_los_quasipoisson,NA,traj_cluster_ra2,0.7614371466833698,0.2042811728578609,3.7273975669465083,2.0939068068725632e-4,2.141351446321236,1.4348295302182112,3.1957705916219163,RR_like
glm_los_quasipoisson,NA,traj_cluster_ra3,1.0715616580808118,0.22700437569889356,4.720444946410056,2.8530162382842654e-6,2.919935882761767,1.871299448358384,4.556205885123986,RR_like
glm_los_quasipoisson,NA,traj_cluster_ra4,1.4852115348115675,0.2105234811929289,7.054849779205784,4.2278045968162146e-12,4.41589943044039,2.9229270005776056,6.671452203873133,RR_like
glm_los_quasipoisson,NA,age_years,-0.012145609771540075,0.004355635788329687,-2.788481489678849,0.005442110409781756,0.9879278504396969,0.979529763226603,0.9963979394147447,RR_like
glm_los_quasipoisson,NA,sex_categoryMale,0.17793673348862393,0.09391705895059747,1.8946156904489815,0.05856300533709175,1.1947497311962068,0.9938781135229954,1.4362192916529917,RR_like
glm_los_quasipoisson,NA,race_categoryBlack or African American,0.2777856148469637,0.3562406008042806,0.7797696675219221,0.43579501139134946,1.320203134916885,0.6567538667498607,2.653865330203235,RR_like
glm_los_quasipoisson,NA,race_categoryOther,1.1558631978787317,0.4839936650885311,2.3881783611099614,0.017201257636945383,3.176764410648183,1.2302724074131939,8.202924864404846,RR_like
glm_los_quasipoisson,NA,race_categoryUnknown,0.4243291528854375,0.4094494367755232,1.0363407902746047,0.3004078164222315,1.528564642452196,0.6850991249762433,3.4104697860123987,RR_like
glm_los_quasipoisson,NA,race_categoryWhite,0.3692325652454423,0.3667304149435043,1.0068228600628162,0.3143743858214584,1.4466239990216854,0.7049988918297309,2.9684032397754763,RR_like
glm_los_quasipoisson,NA,admit_year,0.01726677954069751,0.04090528533614418,0.4221161006164763,0.6730723403890146,1.0174167120861617,0.9390302551197378,1.1023465542121673,RR_like
glm_los_quasipoisson,NA,charlson_score,0.01618832828879869,0.019424819303880313,0.833383726023382,0.4049179940452182,1.0163200692035426,0.9783534068272812,1.0557600922712818,RR_like
glm_los_quasipoisson,NA,advanced_cancer_any_poaTRUE,-0.023471095270861757,0.14140669931065786,-0.16598290876797755,0.8682192349067684,0.9768022084640541,0.7403529656316044,1.288767113462242,RR_like
