traj_cluster_ra,low,high,risk_diff,risk_ratio
1,0.036352315632524494,0.05495962892559317,0.018607313293068674,1.511860468014331
2,0.10233278140303394,0.11627942731768658,0.013946645914652639,1.1362871772215815
3,0.15362490009592492,0.3242181298426731,0.1705932297467482,2.110452990629957
4,0.37887875513321323,0.47680343789127205,0.09792468275805882,1.2584591546275237
