site_name,stratum,variable,level,summary_type,n_nonmissing,mean,sd,median,p25,p75
UCMC,Q1,age_years,NA,continuous,206,67.14077669902913,10.605317919529039,68,61.25,74
UCMC,Q2,age_years,NA,continuous,206,68.7135922330097,10.74632142205349,68,62,76
UCMC,Q3,age_years,NA,continuous,206,69.2621359223301,9.928486893829648,69,62,77.75
UCMC,Q4,age_years,NA,continuous,206,65.5873786407767,11.749816227824128,66.5,56.25,73.75
UCMC,Q1,icu_los_hours,NA,continuous,206,131.36909385113267,186.3248728522376,49.291666666666664,23.8625,161.68333333333334
UCMC,Q2,icu_los_hours,NA,continuous,206,127.83309061488673,175.49489735768893,56.65833333333333,25.9375,145.00416666666666
UCMC,Q3,icu_los_hours,NA,continuous,206,122.71885113268608,176.18642992980696,52.34166666666667,26.1625,123.04166666666666
UCMC,Q4,icu_los_hours,NA,continuous,206,102.5004854368932,141.2407843257208,49.18333333333334,25.37083333333333,114.43749999999999
UCMC,Q1,imv_hours_icu,NA,continuous,206,21.39320388349514,55.49946826752262,0,0,8.75
UCMC,Q2,imv_hours_icu,NA,continuous,206,17.053398058252434,38.59068588632967,0,0,12
UCMC,Q3,imv_hours_icu,NA,continuous,206,14.43689320388349,45.662530917733065,0,0,7
UCMC,Q4,imv_hours_icu,NA,continuous,206,14.766990291262138,42.799750143673556,0,0,2.75
UCMC,Q1,imv_hours_72h,NA,continuous,206,4.854368932038835,10.055851607448774,0,0,4
UCMC,Q2,imv_hours_72h,NA,continuous,206,5.883495145631069,9.82907679546741,0,0,8
UCMC,Q3,imv_hours_72h,NA,continuous,206,4.446601941747573,8.885974868999137,0,0,5.75
UCMC,Q4,imv_hours_72h,NA,continuous,206,4.718446601941746,11.48735676211293,0,0,0.75
UCMC,Q1,escalations_icu,NA,continuous,206,0.9077669902912626,1.5161690696886876,0,0,1
UCMC,Q2,escalations_icu,NA,continuous,206,0.7572815533980579,1.8582237488603972,0,0,1
UCMC,Q3,escalations_icu,NA,continuous,206,1.1601941747572817,2.3454300060611,0,0,1
UCMC,Q4,escalations_icu,NA,continuous,206,1.7961165048543692,3.789225349241726,1,0,2
UCMC,Q1,deescalations_icu,NA,continuous,206,1.1650485436893205,1.565463150534306,1,0,2
UCMC,Q2,deescalations_icu,NA,continuous,206,1.0679611650485434,2.1034797461318577,0,0,1
UCMC,Q3,deescalations_icu,NA,continuous,206,1.5533980582524274,2.336259905938072,1,0,2
UCMC,Q4,deescalations_icu,NA,continuous,206,2.1844660194174756,3.7292451935309714,1,0,3
UCMC,Q1,vaso_hours_72h,NA,continuous,206,8.150485436893202,16.48537192689565,0,0,6.75
UCMC,Q2,vaso_hours_72h,NA,continuous,206,7.199029126213595,14.838782378195344,0,0,7
UCMC,Q3,vaso_hours_72h,NA,continuous,206,7.271844660194173,15.642153288708668,0,0,4
UCMC,Q4,vaso_hours_72h,NA,continuous,206,3.990291262135923,11.461490258214376,0,0,0
UCMC,Q1,vaso_mean_72h,NA,continuous,206,0.33980582524271835,0.47479696422175444,0,0,1
UCMC,Q2,vaso_mean_72h,NA,continuous,206,0.3300970873786408,0.47139335787125225,0,0,1
UCMC,Q3,vaso_mean_72h,NA,continuous,206,0.30097087378640774,0.45979744121993926,0,0,1
UCMC,Q4,vaso_mean_72h,NA,continuous,206,0.1747572815533981,0.38068447894246504,0,0,0
UCMC,Q1,pm25_1y,NA,continuous,206,8.468595611238944,1.5346685264672275,8.23731803894043,7.08294153213501,10.246672153472902
UCMC,Q2,pm25_1y,NA,continuous,206,9.989946724141687,0.7774812056030013,10.45326328277588,8.759417533874512,10.45326328277588
UCMC,Q3,pm25_1y,NA,continuous,206,8.418138811889204,0.6134961520779026,8.911922454833984,7.621982097625732,8.911922454833984
UCMC,Q4,pm25_1y,NA,continuous,206,8.527043071765345,0.48958210063179947,8.9282379150390625,7.932501316070557,8.9282379150390625
UCMC,Q1,pm25_3y,NA,continuous,206,8.119561380490337,1.2252288030455585,7.708130674299588,7.2003204403915735,9.419402519861857
UCMC,Q2,pm25_3y,NA,continuous,206,9.247920406674876,0.5414112503389767,9.374867757161459,8.43110736211141,9.374867757161459
UCMC,Q3,pm25_3y,NA,continuous,206,8.195636405188663,0.09539458259170605,8.155468622843424,8.155468622843424,8.160907109578451
UCMC,Q4,pm25_3y,NA,continuous,206,8.336106789354403,0.04383630853618556,8.372029060430444,8.28287258041039,8.372029060430444
UCMC,Q1,pm25_5y,NA,continuous,206,7.9531153293396954,0.9146322877205654,7.795091333603892,7.309191788654263,8.794770145416258
UCMC,Q2,pm25_5y,NA,continuous,206,8.776542932868153,0.2983079381374104,8.735817337036133,8.43081226348877,8.735817337036133
UCMC,Q3,pm25_5y,NA,continuous,206,8.266452033251582,0.1486624411642508,8.276504458738177,8.134114118997523,8.276504458738177
UCMC,Q4,pm25_5y,NA,continuous,206,8.693364279980287,0.20398594248218463,8.860523390002019,8.445646562719165,8.860523390002019
UCMC,Q1,no2_1y,NA,continuous,206,6.422435417083687,2.235077804440604,6.0792499669163025,5.096727013587952,8.643750429153442
UCMC,Q2,no2_1y,NA,continuous,206,9.8019264901726,0.2747256419800514,9.894152641296388,9.507168769836426,9.98819637298584
UCMC,Q3,no2_1y,NA,continuous,206,10.0046149715481,0.24591544632667883,10.177943229675291,9.67707347869873,10.177943229675291
UCMC,Q4,no2_1y,NA,continuous,206,11.803366315334266,1.3059758625188567,12.87356635084692,10.2174072265625,12.87356635084692
UCMC,Q1,no2_3y,NA,continuous,206,6.849751331195078,2.1048059855941736,6.332633813222249,5.3656086921691895,8.470796585083008
UCMC,Q2,no2_3y,NA,continuous,206,9.936787468055472,0.12612147480066832,9.947737693786621,9.79650592803955,10.020097414652506
UCMC,Q3,no2_3y,NA,continuous,206,10.459650301085425,0.5941609482149426,10.024141311645508,10.024141311645508,10.92268235203605
UCMC,Q4,no2_3y,NA,continuous,206,12.705749391466936,0.5084075018675733,13.122370970907284,12.08834632795895,13.122370970907284
UCMC,Q1,no2_5y,NA,continuous,206,7.123621138297064,1.993178022365853,7.007839513167975,5.579798066487877,8.4132248878479
UCMC,Q2,no2_5y,NA,continuous,206,10.109805719927715,0.28757104932134525,9.99095458984375,9.99095458984375,10.586837331753856
UCMC,Q3,no2_5y,NA,continuous,206,11.47023223479718,0.4738105214283302,11.224011138450175,11.224011138450175,11.852318723596616
UCMC,Q4,no2_5y,NA,continuous,206,13.122625772955363,0.399151269429551,13.449715817249546,12.637901972374825,13.449715817249546
UCMC,Q1,charlson_score,NA,continuous,206,7.961165048543689,3.3783307469874435,9,5,10
UCMC,Q2,charlson_score,NA,continuous,206,8.53883495145631,3.680660943024248,9,6,11
UCMC,Q3,charlson_score,NA,continuous,206,8.101941747572816,3.227064832124763,9,5,10
UCMC,Q4,charlson_score,NA,continuous,206,7.058252427184466,3.1462722587553613,8,4,9
UCMC,Q1,sofa_total,NA,continuous,206,4.820388349514563,4.107313149963563,4,1,8
UCMC,Q2,sofa_total,NA,continuous,206,5.427184466019417,4.48107552801306,4,2,8
UCMC,Q3,sofa_total,NA,continuous,206,5.635922330097086,4.252800612254998,4.5,2,8
UCMC,Q4,sofa_total,NA,continuous,206,3.995145631067961,3.667254669089184,3,1,6
UCMC,Q1,sofa_resp,NA,continuous,206,1.4902912621359221,1.5197570128698799,2,0,3
UCMC,Q2,sofa_resp,NA,continuous,206,1.9126213592233008,1.5902556696821413,2,0,3
UCMC,Q3,sofa_resp,NA,continuous,206,2.0194174757281558,1.539595021342266,2,0,3
UCMC,Q4,sofa_resp,NA,continuous,206,1.5679611650485434,1.5873717250872408,2,0,3
UCMC,Q1,sofa_cv,NA,continuous,206,1.0533980582524272,1.4623946638892744,0,0,1
UCMC,Q2,sofa_cv,NA,continuous,206,1.1359223300970869,1.5990762192320809,0,0,2.75
UCMC,Q3,sofa_cv,NA,continuous,206,1.1504854368932038,1.6114452707934224,0,0,3
UCMC,Q4,sofa_cv,NA,continuous,206,0.7038834951456312,1.2628594985942343,0,0,1
UCMC,Q1,sofa_renal,NA,continuous,206,0.529126213592233,0.9456582240298824,0,0,1
UCMC,Q2,sofa_renal,NA,continuous,206,0.4320388349514564,0.773173831744352,0,0,1
UCMC,Q3,sofa_renal,NA,continuous,206,0.6553398058252428,1.074151113985391,0,0,1
UCMC,Q4,sofa_renal,NA,continuous,206,0.3883495145631069,0.8172889116148249,0,0,0
