k,avg_sil_width,min_sil_width,selected_k
2,0.39053970985598113,-0.44774396114342374,FALSE
3,0.43945876233621783,-0.43778492250368417,FALSE
4,0.5137936987097927,-0.47993978779910873,TRUE
5,0.442941356911879,-0.6393697157303967,FALSE
6,0.43525593289808845,-0.6393697157303967,FALSE
7,0.45322971812538776,-0.6043937164555865,FALSE
8,0.4575834626273634,-0.5235237366705722,FALSE
9,0.4325998524253082,-0.5235237366705722,FALSE
10,0.4077636288049013,-0.5235237366705722,FALSE
