vif
3.526181756799285
4.7910403509636375
1.2200866120612666
1.0683377214788088
1.0417672812194347
1.5316342164595345
3.0664746512925256
1.8651940719379387
1.882740880663218
1
1
3
1
1
4
1
1
1
1.8778130249839267
2.188844524164208
1.0337093478196682
1.0336042383227775
1.0206700158324602
1.0547374886995249
1.7511352464308763
1.3657210813112386
1.3721300523868785
