site_name,device_t0,n,prop
UCMC,CPAP,5,0.006067961165048544
UCMC,FACE MASK,48,0.05825242718446602
UCMC,HIGH FLOW NC,19,0.023058252427184466
UCMC,IMV,138,0.16747572815533981
UCMC,NASAL CANNULA,109,0.13228155339805825
UCMC,NIPPV,97,0.11771844660194175
UCMC,OTHER,1,0.0012135922330097086
UCMC,ROOM AIR,33,0.04004854368932039
UCMC,TRACH COLLAR,1,0.0012135922330097086
UCMC,UNK,299,0.3628640776699029
UCMC,Unknown / missing,74,0.08980582524271845
