traj_cluster_ra,h,rs,n,prop
1,0,IMV,17,0.14655172413793102
1,0,LOW_O2,59,0.5086206896551724
1,0,NIV,4,0.034482758620689655
1,0,ROOM AIR,36,0.3103448275862069
1,1,IMV,16,0.13793103448275862
1,1,LOW_O2,59,0.5086206896551724
1,1,NIV,5,0.04310344827586207
1,1,ROOM AIR,36,0.3103448275862069
1,2,IMV,17,0.14655172413793102
1,2,LOW_O2,58,0.5
1,2,NIV,5,0.04310344827586207
1,2,ROOM AIR,36,0.3103448275862069
1,3,IMV,17,0.14655172413793102
1,3,LOW_O2,56,0.4827586206896552
1,3,NIV,5,0.04310344827586207
1,3,ROOM AIR,38,0.3275862068965517
1,4,IMV,17,0.14655172413793102
1,4,LOW_O2,53,0.45689655172413796
1,4,NIV,5,0.04310344827586207
1,4,ROOM AIR,41,0.35344827586206895
1,5,IMV,17,0.14655172413793102
1,5,LOW_O2,50,0.43103448275862066
1,5,NIV,5,0.04310344827586207
1,5,ROOM AIR,44,0.3793103448275862
1,6,IMV,16,0.13793103448275862
1,6,LOW_O2,49,0.4224137931034483
1,6,NIV,5,0.04310344827586207
1,6,ROOM AIR,46,0.39655172413793105
1,7,IMV,15,0.12931034482758622
1,7,LOW_O2,52,0.4482758620689655
1,7,NIV,5,0.04310344827586207
1,7,ROOM AIR,44,0.3793103448275862
1,8,IMV,15,0.12931034482758622
1,8,LOW_O2,46,0.39655172413793105
1,8,NIV,6,0.05172413793103448
1,8,ROOM AIR,49,0.4224137931034483
1,9,IMV,14,0.1206896551724138
1,9,LOW_O2,45,0.3879310344827586
1,9,NIV,6,0.05172413793103448
1,9,ROOM AIR,51,0.4396551724137931
1,10,IMV,14,0.1206896551724138
1,10,LOW_O2,44,0.3793103448275862
1,10,NIV,6,0.05172413793103448
1,10,ROOM AIR,52,0.4482758620689655
1,11,IMV,12,0.10344827586206896
1,11,LOW_O2,44,0.3793103448275862
1,11,NIV,6,0.05172413793103448
1,11,ROOM AIR,54,0.46551724137931033
1,12,IMV,11,0.09482758620689655
1,12,LOW_O2,43,0.3706896551724138
1,12,NIV,5,0.04310344827586207
1,12,ROOM AIR,57,0.49137931034482757
1,13,IMV,11,0.09482758620689655
1,13,LOW_O2,42,0.3620689655172414
1,13,NIV,5,0.04310344827586207
1,13,ROOM AIR,58,0.5
1,14,IMV,11,0.09482758620689655
1,14,LOW_O2,40,0.3448275862068966
1,14,NIV,5,0.04310344827586207
1,14,ROOM AIR,60,0.5172413793103449
1,15,IMV,10,0.08620689655172414
1,15,LOW_O2,39,0.33620689655172414
1,15,NIV,5,0.04310344827586207
1,15,OTHER,1,0.008620689655172414
1,15,ROOM AIR,61,0.5258620689655172
1,16,IMV,9,0.07758620689655173
1,16,LOW_O2,39,0.33620689655172414
1,16,NIV,5,0.04310344827586207
1,16,ROOM AIR,63,0.5431034482758621
1,17,IMV,9,0.07758620689655173
1,17,LOW_O2,40,0.3448275862068966
1,17,NIV,5,0.04310344827586207
1,17,ROOM AIR,62,0.5344827586206896
1,18,IMV,9,0.07758620689655173
1,18,LOW_O2,39,0.33620689655172414
1,18,NIV,6,0.05172413793103448
1,18,ROOM AIR,62,0.5344827586206896
1,19,IMV,8,0.06896551724137931
1,19,LOW_O2,36,0.3103448275862069
1,19,NIV,7,0.0603448275862069
1,19,ROOM AIR,65,0.5603448275862069
1,20,IMV,8,0.06896551724137931
1,20,LOW_O2,33,0.28448275862068967
1,20,NIV,6,0.05172413793103448
1,20,ROOM AIR,69,0.5948275862068966
1,21,IMV,7,0.0603448275862069
