no2_5y_z,pm25_5y_z,traj_cluster_ra,age_years,sex_category,race_category,admit_year,charlson_score,advanced_cancer_any_poa,pred_icu_los_hours
-2,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,40.466465780785256
-1.9,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,40.65673214747738
-1.8,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,40.84789311392256
-1.7,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,41.039952886375055
-1.6,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,41.232915690866236
-1.5,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,41.426785773297674
-1.4,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,41.621567399534015
-1.2999999999999998,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,41.81726485549769
-1.2,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,42.01388244726267
-1.1,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,42.21142450114934
-1,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,42.409895363819686
-0.8999999999999999,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,42.60929940237298
-0.7999999999999998,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,42.80964100444183
-0.7,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,43.01092457828872
-0.5999999999999999,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,43.213154552903056
-0.5,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,43.41633537809873
-0.3999999999999999,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,43.62047152461144
-0.2999999999999998,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,43.825567484197954
-0.19999999999999996,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,44.03162776973439
-0.09999999999999987,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,44.23865691531561
0,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,44.44665947635501
0.10000000000000009,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,44.65564002968477
0.20000000000000018,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,44.86560317365654
0.30000000000000027,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,45.07655352824263
0.40000000000000036,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,45.28849573513766
0.5,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,45.50143445786071
0.6000000000000001,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,45.71537438185809
0.7000000000000002,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,45.93032021460578
0.8000000000000003,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,46.14627668571397
0.9000000000000004,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,46.363248547030544
1,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,46.581240572745735
1.1,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,46.80025755949718
1.2000000000000002,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,47.02030432647552
1.3000000000000003,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,47.24138571553037
1.4000000000000004,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,47.46350659127691
1.5,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,47.68667184120289
1.6,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,47.91088637577637
1.7000000000000002,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,48.136155128553064
1.8000000000000003,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,48.36248305628594
1.9000000000000004,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,48.58987513903359
2,0,1,67.67597087378641,Female,Black or African American,2021,7.915048543689319,FALSE,48.818336380269976
