site_name,marker,prop
UCMC,advanced_cancer,0.6771844660194175
UCMC,metastatic_cancer,0.6092233009708737
UCMC,malignant_pleural_effusion,0.1808252427184466
UCMC,cachexia,0.12135922330097088
