county_code,site_name,county_total,dominant_cluster,dominant_cluster_prop,n_clusters_present,cluster_entropy,county_total_suppressed,dominant_cluster_prop_suppressed,dominant_cluster_suppressed,cluster_entropy_suppressed
01089,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
04013,Hopkins,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
06037,Hopkins,1,3,1,1,-0,NA,NA,NA,NA
08069,Hopkins,2,2,0.5,2,0.6931471805599453,NA,NA,NA,NA
10000,Hopkins,1,2,1,1,-0,NA,NA,NA,NA
10001,Hopkins,3,1,0.6666666666666666,2,0.6365141682948128,NA,NA,NA,NA
10003,Hopkins,1,2,1,1,-0,NA,NA,NA,NA
10005,Hopkins,12,1,0.6666666666666666,3,0.8239592165010823,12,0.6666666666666666,1,0.8239592165010823
11000,Hopkins,9,1,0.6666666666666666,2,0.6365141682948128,NA,NA,NA,NA
11001,Hopkins,137,1,0.40145985401459855,4,1.1572642952943146,137,0.40145985401459855,1,1.1572642952943146
12021,Hopkins,1,2,1,1,-0,NA,NA,NA,NA
12031,Hopkins,1,4,1,1,-0,NA,NA,NA,NA
12035,Hopkins,1,2,1,1,-0,NA,NA,NA,NA
12069,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
12071,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
12086,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
12099,Hopkins,2,1,1,1,-0,NA,NA,NA,NA
12115,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
12131,Hopkins,1,3,1,1,-0,NA,NA,NA,NA
13000,Hopkins,1,2,1,1,-0,NA,NA,NA,NA
15003,Hopkins,1,2,1,1,-0,NA,NA,NA,NA
21199,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
22005,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
22089,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
24000,Hopkins,39,1,0.358974358974359,4,1.305620495689357,39,0.358974358974359,1,1.305620495689357
24001,Hopkins,6,1,0.8333333333333334,2,0.45056120886630463,NA,NA,NA,NA
24003,Hopkins,78,1,0.48717948717948717,4,1.1474155804464097,78,0.48717948717948717,1,1.1474155804464097
24005,Hopkins,408,2,0.41421568627450983,4,1.2230535302484027,408,0.41421568627450983,2,1.2230535302484027
24009,Hopkins,4,1,0.75,2,0.5623351446188083,NA,NA,NA,NA
24013,Hopkins,27,1,0.37037037037037035,4,1.262773304138966,27,0.37037037037037035,1,1.262773304138966
24015,Hopkins,4,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
24017,Hopkins,11,1,0.45454545454545453,4,1.162225544921092,11,0.45454545454545453,1,1.162225544921092
24019,Hopkins,2,1,1,1,-0,NA,NA,NA,NA
24021,Hopkins,38,1,0.6842105263157895,4,0.903979357715194,38,0.6842105263157895,1,0.903979357715194
24023,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
24025,Hopkins,53,1,0.4339622641509434,4,1.2799501507309743,53,0.4339622641509434,1,1.2799501507309743
24027,Hopkins,145,1,0.4068965517241379,4,1.2358544751472011,145,0.4068965517241379,1,1.2358544751472011
24029,Hopkins,4,1,0.75,2,0.5623351446188083,NA,NA,NA,NA
24031,Hopkins,294,1,0.46598639455782315,4,1.2083092763824173,294,0.46598639455782315,1,1.2083092763824173
24033,Hopkins,85,2,0.38823529411764707,4,1.2339134853270248,85,0.38823529411764707,2,1.2339134853270248
24035,Hopkins,3,1,1,1,-0,NA,NA,NA,NA
24037,Hopkins,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
24039,Hopkins,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
24041,Hopkins,2,1,1,1,-0,NA,NA,NA,NA
24043,Hopkins,13,1,0.38461538461538464,4,1.2202821662722372,13,0.38461538461538464,1,1.2202821662722372
24045,Hopkins,5,1,0.6,3,0.9502705392332347,NA,NA,NA,NA
24047,Hopkins,11,1,0.45454545454545453,3,1.0670895187820832,11,0.45454545454545453,1,1.0670895187820832
24510,Hopkins,371,1,0.42318059299191374,4,1.248665824064349,371,0.42318059299191374,1,1.248665824064349
25019,Hopkins,1,2,1,1,-0,NA,NA,NA,NA
28087,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
34000,Hopkins,1,3,1,1,-0,NA,NA,NA,NA
34013,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
34021,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
36027,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
36061,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
36081,Hopkins,1,3,1,1,-0,NA,NA,NA,NA
37025,Hopkins,1,2,1,1,-0,NA,NA,NA,NA
37081,Hopkins,1,4,1,1,-0,NA,NA,NA,NA
37091,Hopkins,1,2,1,1,-0,NA,NA,NA,NA
37195,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
42000,Hopkins,3,1,0.6666666666666666,2,0.6365141682948128,NA,NA,NA,NA
42001,Hopkins,4,2,0.5,3,1.0397207708399179,NA,NA,NA,NA
42013,Hopkins,1,3,1,1,-0,NA,NA,NA,NA
42017,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
42041,Hopkins,2,1,1,1,-0,NA,NA,NA,NA
42043,Hopkins,3,1,0.6666666666666666,2,0.6365141682948128,NA,NA,NA,NA
42055,Hopkins,8,1,0.375,4,1.3208883431493221,NA,NA,NA,NA
42061,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
42069,Hopkins,1,2,1,1,-0,NA,NA,NA,NA
42071,Hopkins,4,1,0.75,2,0.5623351446188083,NA,NA,NA,NA
42075,Hopkins,1,2,1,1,-0,NA,NA,NA,NA
42085,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
42101,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
42129,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
42133,Hopkins,12,1,0.5833333333333334,3,0.887694275799104,12,0.5833333333333334,1,0.887694275799104
45041,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
45063,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
47179,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
51000,Hopkins,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
51001,Hopkins,3,2,1,1,-0,NA,NA,NA,NA
51013,Hopkins,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
51041,Hopkins,1,4,1,1,-0,NA,NA,NA,NA
51059,Hopkins,28,1,0.42857142857142855,4,1.1579952592694074,28,0.42857142857142855,1,1.1579952592694074
51061,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
51069,Hopkins,2,1,1,1,-0,NA,NA,NA,NA
51095,Hopkins,1,2,1,1,-0,NA,NA,NA,NA
51107,Hopkins,4,1,0.75,2,0.5623351446188083,NA,NA,NA,NA
51153,Hopkins,10,1,0.6,2,0.6730116670092565,NA,NA,NA,NA
51171,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
51177,Hopkins,3,1,0.6666666666666666,2,0.6365141682948128,NA,NA,NA,NA
51179,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
51187,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
51510,Hopkins,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
51600,Hopkins,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
51683,Hopkins,1,2,1,1,-0,NA,NA,NA,NA
51700,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
51740,Hopkins,1,3,1,1,-0,NA,NA,NA,NA
51760,Hopkins,1,3,1,1,-0,NA,NA,NA,NA
51775,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
53005,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
54000,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
54003,Hopkins,5,1,0.8,2,0.5004024235381879,NA,NA,NA,NA
54023,Hopkins,1,4,1,1,-0,NA,NA,NA,NA
54037,Hopkins,4,2,0.5,3,1.0397207708399179,NA,NA,NA,NA
54055,Hopkins,1,2,1,1,-0,NA,NA,NA,NA
72000,Hopkins,1,1,1,1,-0,NA,NA,NA,NA
