traj_cluster_ra,mortality,sofa,imv_rate,icu_los,severity_rank
1,0.11785714285714285,2.5345238095238094,0.06904761904761905,38.108333333333334,1
2,0.3333333333333333,4.1,0.16363636363636364,71.01666666666667,2
3,0.679144385026738,5.44385026737968,0.20855614973262032,124.4,3
4,0.6882591093117408,10.987854251012147,0.9959514170040485,163.1,4
