county_code,traj_cluster_ra,n,county_total,prop_cluster_in_county,cluster_total,prop_county_in_cluster,n_suppressed,prop_cluster_in_county_suppressed,prop_county_in_cluster_suppressed,site_name
01089,1,1,1,1,840,0.0011904761904761906,NA,NA,NA,Hopkins
04013,1,1,2,0.5,840,0.0011904761904761906,NA,NA,NA,Hopkins
04013,4,1,2,0.5,247,0.004048582995951417,NA,NA,NA,Hopkins
06037,3,1,1,1,187,0.0053475935828877,NA,NA,NA,Hopkins
08069,2,1,2,0.5,660,0.0015151515151515152,NA,NA,NA,Hopkins
08069,3,1,2,0.5,187,0.0053475935828877,NA,NA,NA,Hopkins
10000,2,1,1,1,660,0.0015151515151515152,NA,NA,NA,Hopkins
10001,1,2,3,0.6666666666666666,840,0.002380952380952381,NA,NA,NA,Hopkins
10001,2,1,3,0.3333333333333333,660,0.0015151515151515152,NA,NA,NA,Hopkins
10003,2,1,1,1,660,0.0015151515151515152,NA,NA,NA,Hopkins
10005,1,8,12,0.6666666666666666,840,0.009523809523809525,NA,NA,NA,Hopkins
10005,2,3,12,0.25,660,0.004545454545454545,NA,NA,NA,Hopkins
10005,3,1,12,0.08333333333333333,187,0.0053475935828877,NA,NA,NA,Hopkins
11000,1,6,9,0.6666666666666666,840,0.007142857142857143,NA,NA,NA,Hopkins
11000,2,3,9,0.3333333333333333,660,0.004545454545454545,NA,NA,NA,Hopkins
11001,1,55,137,0.40145985401459855,840,0.06547619047619048,55,0.40145985401459855,0.06547619047619048,Hopkins
11001,2,55,137,0.40145985401459855,660,0.08333333333333333,55,0.40145985401459855,0.08333333333333333,Hopkins
11001,3,21,137,0.15328467153284672,187,0.11229946524064172,21,0.15328467153284672,0.11229946524064172,Hopkins
11001,4,6,137,0.043795620437956206,247,0.024291497975708502,NA,NA,NA,Hopkins
12021,2,1,1,1,660,0.0015151515151515152,NA,NA,NA,Hopkins
12031,4,1,1,1,247,0.004048582995951417,NA,NA,NA,Hopkins
12035,2,1,1,1,660,0.0015151515151515152,NA,NA,NA,Hopkins
12069,1,1,1,1,840,0.0011904761904761906,NA,NA,NA,Hopkins
12071,1,1,1,1,840,0.0011904761904761906,NA,NA,NA,Hopkins
12086,1,1,1,1,840,0.0011904761904761906,NA,NA,NA,Hopkins
12099,1,2,2,1,840,0.002380952380952381,NA,NA,NA,Hopkins
12115,1,1,1,1,840,0.0011904761904761906,NA,NA,NA,Hopkins
12131,3,1,1,1,187,0.0053475935828877,NA,NA,NA,Hopkins
13000,2,1,1,1,660,0.0015151515151515152,NA,NA,NA,Hopkins
15003,2,1,1,1,660,0.0015151515151515152,NA,NA,NA,Hopkins
21199,1,1,1,1,840,0.0011904761904761906,NA,NA,NA,Hopkins
