k,avg_sil_width,min_sil_width,selected_k
2,0.4405981570465983,-0.5784720707525014,FALSE
3,0.5372219215990509,-0.47949241117986585,FALSE
4,0.5830019947000369,-0.47949241117986585,TRUE
5,0.49375651164767365,-0.506084414352978,FALSE
6,0.4874858290438773,-0.5341480141004367,FALSE
7,0.45107415149425456,-0.585744456655163,FALSE
8,0.44971941155382456,-0.585744456655163,FALSE
9,0.44373304702549776,-0.48211523535702433,FALSE
10,0.42596152105533597,-0.5678739212140355,FALSE
