traj_cluster_ra,mortality,pm25,no2
1,0.11785714285714285,7.587906076022135,7.228312349092112
2,0.3333333333333333,7.6065031802050145,7.294051766238651
3,0.679144385026738,7.7007152204411895,7.563331694642826
4,0.6882591093117408,7.557873679420496,7.30101833185882
NA,1,7.600401145976294,7.381038741705112
