vif
4.812354372058766
5.498152556576448
1.1076518179874335
1.1217232114073323
1.0232092424282986
1.3666752103070199
1.629929872760581
1.7466313819263148
1.8569941010551745
1
1
3
1
1
6
1
1
1
2.193707904908665
2.3448139705691897
1.0171863980673805
1.059114352375291
1.011538057824963
1.026373529881801
1.276687069238418
1.3216018242747378
1.3627157080826413
