traj_cluster_ra,median_gcs,mean_gcs,pct_gcs_lt8,pct_gcs_lt13
1,15,14.14882096069869,0.019737991266375546,0.10969432314410481
2,15,13.859429754698949,0.045635552723797386,0.1474992035680153
3,15,13.5223110924016,0.06756472321616502,0.19332772047989896
4,11,10.450524006824274,0.2278211065074336,0.653363392639532
NA,15,13.730541881756551,0.05239454813903783,0.1722162934892529
