site_name,n,age_mean,age_sd,charlson_mean,sofa_total_mean,death_in_hosp_pct,hospice_discharge_pct,death_or_hospice_pct,any_imv_72h_pct,vaso_any_72h_pct,advanced_cancer_pct,metastatic_pct,pleural_effusion_pct,cachexia_pct
Hopkins,1942,68.57518022657055,10.409159652996324,7.500514933058702,4.435633367662204,0.2023686920700309,0.11894953656024716,0.3213182286302781,0.23223480947476827,0.2631307929969104,0.649330587023687,0.5818743563336766,0.11071060762100927,0.131307929969104
