k,avg_sil_width,min_sil_width
2,0.36095976504124616,-0.38442175418750263
3,0.39461945933874865,-0.5763686560332171
4,0.44616054350766304,-0.728687117445801
5,0.41618018611899055,-0.7290050991432195
6,0.43218316005241186,-0.7086873463264065
7,0.4252224526767411,-0.697815971243336
8,0.36546165450055046,-0.697815971243336
9,0.3364751619779374,-0.697815971243336
10,0.3288613113266364,-0.697815971243336
