county_code,site_name,county_total,dominant_cluster,dominant_cluster_prop,n_clusters_present,cluster_entropy,county_total_suppressed,dominant_cluster_prop_suppressed,dominant_cluster_suppressed,cluster_entropy_suppressed
01033,Penn,1,1,1,1,-0,NA,NA,NA,NA
01073,Penn,1,2,1,1,-0,NA,NA,NA,NA
04013,Penn,1,4,1,1,-0,NA,NA,NA,NA
05049,Penn,1,2,1,1,-0,NA,NA,NA,NA
05143,Penn,1,4,1,1,-0,NA,NA,NA,NA
06037,Penn,2,3,0.5,2,0.6931471805599453,NA,NA,NA,NA
06041,Penn,1,3,1,1,-0,NA,NA,NA,NA
06053,Penn,1,5,1,1,-0,NA,NA,NA,NA
06059,Penn,3,4,0.6666666666666666,2,0.6365141682948128,NA,NA,NA,NA
06067,Penn,1,5,1,1,-0,NA,NA,NA,NA
06073,Penn,2,2,0.5,2,0.6931471805599453,NA,NA,NA,NA
06075,Penn,4,1,0.75,2,0.5623351446188083,NA,NA,NA,NA
06081,Penn,1,2,1,1,-0,NA,NA,NA,NA
09001,Penn,1,2,1,1,-0,NA,NA,NA,NA
09003,Penn,3,2,0.6666666666666666,2,0.6365141682948128,NA,NA,NA,NA
09009,Penn,1,3,1,1,-0,NA,NA,NA,NA
09011,Penn,2,2,0.5,2,0.6931471805599453,NA,NA,NA,NA
09013,Penn,1,4,1,1,-0,NA,NA,NA,NA
10001,Penn,158,2,0.3670886075949367,5,1.4759730466925642,158,0.3670886075949367,2,1.4759730466925642
10003,Penn,265,1,0.2792452830188679,5,1.5446959391642308,265,0.2792452830188679,1,1.5446959391642308
10005,Penn,106,2,0.4056603773584906,5,1.4248103583354692,106,0.4056603773584906,2,1.4248103583354692
11001,Penn,2,1,1,1,-0,NA,NA,NA,NA
12011,Penn,4,2,0.75,2,0.5623351446188083,NA,NA,NA,NA
12021,Penn,1,1,1,1,-0,NA,NA,NA,NA
12031,Penn,2,2,1,1,-0,NA,NA,NA,NA
12033,Penn,1,1,1,1,-0,NA,NA,NA,NA
12051,Penn,1,1,1,1,-0,NA,NA,NA,NA
12057,Penn,1,5,1,1,-0,NA,NA,NA,NA
12061,Penn,1,1,1,1,-0,NA,NA,NA,NA
12069,Penn,1,1,1,1,-0,NA,NA,NA,NA
12071,Penn,6,1,0.6666666666666666,3,0.8675632284814612,NA,NA,NA,NA
12081,Penn,1,1,1,1,-0,NA,NA,NA,NA
12083,Penn,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
12085,Penn,2,1,1,1,-0,NA,NA,NA,NA
12086,Penn,4,5,0.5,3,1.0397207708399179,NA,NA,NA,NA
12087,Penn,1,4,1,1,-0,NA,NA,NA,NA
12095,Penn,3,1,0.3333333333333333,3,1.0986122886681096,NA,NA,NA,NA
12097,Penn,1,2,1,1,-0,NA,NA,NA,NA
12099,Penn,11,1,0.45454545454545453,4,1.2406842919533958,11,0.45454545454545453,1,1.2406842919533958
12103,Penn,5,2,0.4,4,1.3321790402101223,NA,NA,NA,NA
12105,Penn,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
12109,Penn,1,1,1,1,-0,NA,NA,NA,NA
12111,Penn,5,1,0.2,5,1.6094379124341005,NA,NA,NA,NA
13057,Penn,1,4,1,1,-0,NA,NA,NA,NA
13063,Penn,1,1,1,1,-0,NA,NA,NA,NA
13077,Penn,1,1,1,1,-0,NA,NA,NA,NA
13089,Penn,1,3,1,1,-0,NA,NA,NA,NA
13117,Penn,1,4,1,1,-0,NA,NA,NA,NA
13135,Penn,1,3,1,1,-0,NA,NA,NA,NA
13155,Penn,1,2,1,1,-0,NA,NA,NA,NA
13303,Penn,1,2,1,1,-0,NA,NA,NA,NA
15003,Penn,1,4,1,1,-0,NA,NA,NA,NA
17031,Penn,2,4,0.5,2,0.6931471805599453,NA,NA,NA,NA
17043,Penn,2,2,0.5,2,0.6931471805599453,NA,NA,NA,NA
17199,Penn,2,4,0.5,2,0.6931471805599453,NA,NA,NA,NA
17201,Penn,1,2,1,1,-0,NA,NA,NA,NA
18039,Penn,1,3,1,1,-0,NA,NA,NA,NA
19179,Penn,1,2,1,1,-0,NA,NA,NA,NA
22109,Penn,1,2,1,1,-0,NA,NA,NA,NA
23017,Penn,1,5,1,1,-0,NA,NA,NA,NA
23019,Penn,1,2,1,1,-0,NA,NA,NA,NA
24003,Penn,2,2,0.5,2,0.6931471805599453,NA,NA,NA,NA
24005,Penn,7,2,0.7142857142857143,3,0.796311640173813,NA,NA,NA,NA
24011,Penn,3,3,0.6666666666666666,2,0.6365141682948128,NA,NA,NA,NA
24013,Penn,1,1,1,1,-0,NA,NA,NA,NA
24015,Penn,26,2,0.38461538461538464,5,1.425813793540417,26,0.38461538461538464,2,1.425813793540417
24025,Penn,4,2,0.75,2,0.5623351446188083,NA,NA,NA,NA
24027,Penn,2,2,0.5,2,0.6931471805599453,NA,NA,NA,NA
24029,Penn,2,3,0.5,2,0.6931471805599453,NA,NA,NA,NA
24031,Penn,8,1,0.375,4,1.3208883431493221,NA,NA,NA,NA
24033,Penn,7,2,0.5714285714285714,2,0.6829081047004717,NA,NA,NA,NA
24035,Penn,2,1,1,1,-0,NA,NA,NA,NA
24037,Penn,2,2,0.5,2,0.6931471805599453,NA,NA,NA,NA
24039,Penn,1,1,1,1,-0,NA,NA,NA,NA
24041,Penn,2,4,0.5,2,0.6931471805599453,NA,NA,NA,NA
24045,Penn,5,2,0.4,3,1.0549201679861442,NA,NA,NA,NA
24047,Penn,3,1,0.6666666666666666,2,0.6365141682948128,NA,NA,NA,NA
24510,Penn,6,2,0.5,3,1.0114042647073518,NA,NA,NA,NA
25013,Penn,2,3,0.5,2,0.6931471805599453,NA,NA,NA,NA
