traj_cluster_ra,median_gcs,mean_gcs,pct_gcs_lt8,pct_gcs_lt13
1,15,13.673157551057171,0.046290333475940644,0.1811127873724978
2,10,9.659115520824187,0.31445363947668803,0.686528668012995
3,10,9.489850148522839,0.3114455906590365,0.7430317639578252
4,15,13.63127516446962,0.049550847666960336,0.18168644144552124
5,15,12.672505366792508,0.15184321563402176,0.2574487378784514
NA,15,14.153421064898618,0.030274752538869944,0.11561206250209657
