traj_cluster_ra,mortality,sofa,imv_rate,icu_los,severity_rank
1,0.20687679083094557,4.456017191977077,0.12249283667621777,71.39166666666668,2
2,0.40381125226860254,11.030671506352087,0.97005444646098,210.44166666666666,4
3,0.5048327137546469,10.16728624535316,0.9992565055762082,168.16666666666666,5
4,0.12419605233976491,3.9673985362608115,0.180527833222444,43.68333333333333,1
5,0.43940714908456846,4.918482999128161,0.05666957279860506,139.46666666666667,3
