traj_cluster_ra,n,age_mean,age_sd,male_pct,death_pct,icu_los_median,imv72_pct,imv72_median,vaso_any_72h_pct,vaso_hours_72h_mean,vaso_mean_72h,pm25_5y_mean,no2_5y_mean,charlson_mean,charlson_median,sofa_total_mean,sofa_resp_mean,sofa_cv_mean,sofa_renal_mean,sofa_liver_mean,sofa_coag_mean,sofa_cns_mean,metastatic_pct,pleural_effusion_pct,cachexia_pct,advanced_cancer_pct,t_imv_median,t_arf_median
1,6980,68.46665149212035,15.442408649302399,0,0.20687679083094557,71.39166666666668,0.12249283667621777,0,0.1984240687679083,3.6097421203438396,0.1984240687679083,7.800042039676387,8.783745492350896,4.25458452722063,4,4.456017191977077,1.4525787965616046,0.7521489971346705,0.8548710601719197,0.2008595988538682,0.4179083094555874,0.7776504297994269,0.14369627507163324,0.07063037249283667,0.08452722063037249,0.2328080229226361,0,3
2,5510,59.36485195317604,16.483981849732086,0,0.40381125226860254,210.44166666666666,0.97005444646098,53,0.7404718693284936,23.485662431941925,0.7404718693284936,7.757980620706735,8.734212381847536,3.4885662431941924,3,11.030671506352087,3.332667876588022,2.4490018148820325,1.1497277676950999,0.4671506352087114,0.6782214156079854,2.9539019963702358,0.06569872958257714,0.029038112522686024,0.06678765880217785,0.13647912885662433,0,1
3,4035,62.156467212639406,17.451730525568077,0,0.5048327137546469,168.16666666666666,0.9992565055762082,51,0.6302354399008674,13.77100371747212,0.6302354399008674,7.800958851149747,8.757617491899115,3.5551425030978936,3,10.16728624535316,2.868649318463445,2.1841387856257746,1.082280049566295,0.38413878562577447,0.6096654275092936,3.0384138785625776,0.08599752168525403,0.02577447335811648,0.09541511771995044,0.17050805452292442,0,3
4,4509,63.10446929252606,16.92976844089017,0,0.12419605233976491,43.68333333333333,0.180527833222444,0,0.1567975160789532,2.181193169217121,0.1567975160789532,7.901776727833512,9.128183082307345,4.385451319583056,4,3.9673985362608115,1.0884896872920824,0.6307385229540918,0.8290086493679308,0.14238190286094476,0.3457529385673098,0.931026835218452,0.20204036371701042,0.02949656243069417,0.07407407407407407,0.2543801286316256,0,1
5,2294,67.1229365440279,15.556283109503722,0,0.43940714908456846,139.46666666666667,0.05666957279860506,0,0.13034001743679163,2.2218831734960767,0.13034001743679163,7.663733050839882,8.529993029160137,3.8247602441150828,3,4.918482999128161,2.618570183086312,0.5706190061028771,0.6238012205754141,0.16913687881429817,0.4167393199651264,0.5196163905841326,0.15475152571926765,0.06756756756756757,0.0998256320836966,0.23452484742807322,53,9
