traj_cluster_ra,h,rs,n,prop
1,0,IMV,346,0.2972508591065292
1,0,LOW_O2,486,0.4175257731958763
1,0,NIV,313,0.26890034364261167
1,0,OTHER,3,0.002577319587628866
1,0,ROOM AIR,16,0.013745704467353952
1,1,IMV,342,0.29381443298969073
1,1,LOW_O2,496,0.4261168384879725
1,1,NIV,307,0.26374570446735396
1,1,OTHER,3,0.002577319587628866
1,1,ROOM AIR,16,0.013745704467353952
1,2,IMV,336,0.28865979381443296
1,2,LOW_O2,503,0.4321305841924399
1,2,NIV,306,0.26288659793814434
1,2,OTHER,3,0.002577319587628866
1,2,ROOM AIR,16,0.013745704467353952
1,3,IMV,329,0.28264604810996563
1,3,LOW_O2,520,0.44673539518900346
1,3,NIV,295,0.2534364261168385
1,3,OTHER,4,0.003436426116838488
1,3,ROOM AIR,16,0.013745704467353952
1,4,IMV,317,0.27233676975945015
1,4,LOW_O2,548,0.47079037800687284
1,4,NIV,279,0.23969072164948454
1,4,OTHER,4,0.003436426116838488
1,4,ROOM AIR,16,0.013745704467353952
1,5,IMV,312,0.26804123711340205
1,5,LOW_O2,554,0.47594501718213056
1,5,NIV,277,0.23797250859106528
1,5,OTHER,4,0.003436426116838488
1,5,ROOM AIR,17,0.014604810996563574
1,6,IMV,305,0.2620274914089347
1,6,LOW_O2,573,0.49226804123711343
1,6,NIV,263,0.2259450171821306
1,6,OTHER,5,0.00429553264604811
1,6,ROOM AIR,18,0.015463917525773196
1,7,IMV,301,0.25859106529209624
1,7,LOW_O2,589,0.5060137457044673
1,7,NIV,253,0.21735395189003437
1,7,OTHER,5,0.00429553264604811
1,7,ROOM AIR,16,0.013745704467353952
1,8,IMV,284,0.24398625429553264
1,8,LOW_O2,615,0.5283505154639175
1,8,NIV,242,0.20790378006872853
1,8,OTHER,5,0.00429553264604811
1,8,ROOM AIR,18,0.015463917525773196
1,9,IMV,271,0.23281786941580757
1,9,LOW_O2,644,0.5532646048109966
1,9,NIV,228,0.1958762886597938
1,9,OTHER,4,0.003436426116838488
1,9,ROOM AIR,17,0.014604810996563574
1,10,IMV,262,0.22508591065292097
1,10,LOW_O2,660,0.5670103092783505
1,10,NIV,219,0.18814432989690721
1,10,OTHER,4,0.003436426116838488
1,10,ROOM AIR,19,0.01632302405498282
1,11,IMV,255,0.2190721649484536
1,11,LOW_O2,686,0.5893470790378007
1,11,NIV,202,0.17353951890034364
1,11,OTHER,3,0.002577319587628866
1,11,ROOM AIR,18,0.015463917525773196
1,12,IMV,247,0.21219931271477663
1,12,LOW_O2,703,0.6039518900343642
1,12,NIV,194,0.16666666666666666
1,12,OTHER,3,0.002577319587628866
1,12,ROOM AIR,17,0.014604810996563574
1,13,IMV,234,0.20103092783505155
1,13,LOW_O2,729,0.6262886597938144
1,13,NIV,180,0.15463917525773196
1,13,OTHER,4,0.003436426116838488
1,13,ROOM AIR,17,0.014604810996563574
1,14,IMV,215,0.18470790378006874
1,14,LOW_O2,770,0.6615120274914089
1,14,NIV,155,0.1331615120274914
1,14,OTHER,4,0.003436426116838488
1,14,ROOM AIR,20,0.01718213058419244
1,15,IMV,199,0.17096219931271478
1,15,LOW_O2,803,0.6898625429553265
1,15,NIV,139,0.11941580756013746
1,15,OTHER,5,0.00429553264604811
1,15,ROOM AIR,18,0.015463917525773196
1,16,IMV,185,0.15893470790378006
1,16,LOW_O2,816,0.7010309278350515
1,16,NIV,139,0.11941580756013746
1,16,OTHER,5,0.00429553264604811
1,16,ROOM AIR,19,0.01632302405498282
1,17,IMV,171,0.14690721649484537
1,17,LOW_O2,839,0.7207903780068728
1,17,NIV,130,0.11168384879725086
1,17,OTHER,5,0.00429553264604811
1,17,ROOM AIR,19,0.01632302405498282
1,18,IMV,162,0.13917525773195877
1,18,LOW_O2,863,0.7414089347079038
1,18,NIV,116,0.09965635738831616
1,18,OTHER,4,0.003436426116838488
1,18,ROOM AIR,19,0.01632302405498282
1,19,IMV,148,0.12714776632302405
1,19,LOW_O2,880,0.7560137457044673
1,19,NIV,112,0.09621993127147767
1,19,OTHER,4,0.003436426116838488
1,19,ROOM AIR,20,0.01718213058419244
1,20,IMV,133,0.11426116838487972
1,20,LOW_O2,904,0.7766323024054983
1,20,NIV,105,0.09020618556701031
1,20,OTHER,4,0.003436426116838488
1,20,ROOM AIR,18,0.015463917525773196
1,21,IMV,116,0.09965635738831616
1,21,LOW_O2,934,0.802405498281787
1,21,NIV,93,0.07989690721649484
1,21,OTHER,3,0.002577319587628866
1,21,ROOM AIR,18,0.015463917525773196
1,22,IMV,109,0.0936426116838488
1,22,LOW_O2,946,0.8127147766323024
1,22,NIV,91,0.0781786941580756
1,22,OTHER,3,0.002577319587628866
1,22,ROOM AIR,15,0.01288659793814433
1,23,IMV,95,0.08161512027491409
1,23,LOW_O2,966,0.8298969072164949
1,23,NIV,82,0.070446735395189
1,23,OTHER,3,0.002577319587628866
1,23,ROOM AIR,18,0.015463917525773196
1,24,IMV,86,0.07388316151202749
1,24,LOW_O2,979,0.8410652920962199
1,24,NIV,77,0.0661512027491409
1,24,OTHER,2,0.001718213058419244
1,24,ROOM AIR,20,0.01718213058419244
1,25,IMV,76,0.06529209621993128
1,25,LOW_O2,990,0.8505154639175257
1,25,NIV,78,0.06701030927835051
1,25,OTHER,2,0.001718213058419244
1,25,ROOM AIR,18,0.015463917525773196
1,26,IMV,66,0.05670103092783505
1,26,LOW_O2,995,0.8548109965635738
1,26,NIV,76,0.06529209621993128
1,26,OTHER,3,0.002577319587628866
1,26,ROOM AIR,24,0.020618556701030927
1,27,IMV,59,0.0506872852233677
1,27,LOW_O2,997,0.8565292096219931
1,27,NIV,81,0.06958762886597938
1,27,OTHER,3,0.002577319587628866
1,27,ROOM AIR,24,0.020618556701030927
1,28,IMV,47,0.040378006872852236
1,28,LOW_O2,1021,0.877147766323024
1,28,NIV,75,0.06443298969072164
1,28,OTHER,2,0.001718213058419244
1,28,ROOM AIR,19,0.01632302405498282
1,29,IMV,42,0.03608247422680412
1,29,LOW_O2,1031,0.8857388316151202
1,29,NIV,75,0.06443298969072164
1,29,OTHER,1,8.59106529209622e-4
1,29,ROOM AIR,15,0.01288659793814433
1,30,IMV,33,0.028350515463917526
1,30,LOW_O2,1047,0.8994845360824743
1,30,NIV,72,0.061855670103092786
1,30,OTHER,1,8.59106529209622e-4
1,30,ROOM AIR,11,0.009450171821305841
1,31,IMV,24,0.020618556701030927
1,31,LOW_O2,1060,0.9106529209621993
1,31,NIV,66,0.05670103092783505
1,31,OTHER,1,8.59106529209622e-4
1,31,ROOM AIR,13,0.011168384879725086
1,32,IMV,17,0.014604810996563574
1,32,LOW_O2,1076,0.9243986254295533
1,32,NIV,58,0.04982817869415808
1,32,OTHER,2,0.001718213058419244
1,32,ROOM AIR,11,0.009450171821305841
1,33,IMV,14,0.012027491408934709
1,33,LOW_O2,1080,0.9278350515463918
1,33,NIV,55,0.04725085910652921
1,33,OTHER,2,0.001718213058419244
1,33,ROOM AIR,13,0.011168384879725086
1,34,IMV,9,0.007731958762886598
1,34,LOW_O2,1090,0.936426116838488
1,34,NIV,50,0.0429553264604811
1,34,OTHER,2,0.001718213058419244
1,34,ROOM AIR,13,0.011168384879725086
1,35,IMV,7,0.006013745704467354
1,35,LOW_O2,1103,0.947594501718213
1,35,NIV,42,0.03608247422680412
1,35,ROOM AIR,12,0.010309278350515464
1,36,IMV,5,0.00429553264604811
1,36,LOW_O2,1114,0.9570446735395189
1,36,NIV,34,0.029209621993127148
1,36,ROOM AIR,11,0.009450171821305841
1,37,IMV,6,0.005154639175257732
1,37,LOW_O2,1117,0.9596219931271478
1,37,NIV,34,0.029209621993127148
1,37,ROOM AIR,7,0.006013745704467354
1,38,IMV,5,0.00429553264604811
1,38,LOW_O2,1124,0.9656357388316151
1,38,NIV,30,0.02577319587628866
1,38,OTHER,1,8.59106529209622e-4
1,38,ROOM AIR,4,0.003436426116838488
1,39,IMV,5,0.00429553264604811
1,39,LOW_O2,1126,0.9673539518900344
1,39,NIV,28,0.024054982817869417
1,39,ROOM AIR,5,0.00429553264604811
1,40,IMV,4,0.003436426116838488
1,40,LOW_O2,1130,0.9707903780068728
1,40,NIV,26,0.022336769759450172
1,40,ROOM AIR,4,0.003436426116838488
1,41,IMV,4,0.003436426116838488
1,41,LOW_O2,1130,0.9707903780068728
1,41,NIV,23,0.019759450171821305
1,41,OTHER,1,8.59106529209622e-4
1,41,ROOM AIR,6,0.005154639175257732
1,42,IMV,4,0.003436426116838488
1,42,LOW_O2,1129,0.9699312714776632
1,42,NIV,25,0.02147766323024055
1,42,ROOM AIR,6,0.005154639175257732
1,43,IMV,4,0.003436426116838488
1,43,LOW_O2,1127,0.968213058419244
1,43,NIV,24,0.020618556701030927
1,43,ROOM AIR,9,0.007731958762886598
1,44,IMV,5,0.00429553264604811
1,44,LOW_O2,1128,0.9690721649484536
1,44,NIV,21,0.01804123711340206
1,44,ROOM AIR,10,0.00859106529209622
1,45,IMV,4,0.003436426116838488
1,45,LOW_O2,1130,0.9707903780068728
1,45,NIV,22,0.018900343642611683
1,45,ROOM AIR,8,0.006872852233676976
1,46,IMV,4,0.003436426116838488
1,46,LOW_O2,1131,0.9716494845360825
1,46,NIV,24,0.020618556701030927
1,46,ROOM AIR,5,0.00429553264604811
1,47,IMV,5,0.00429553264604811
1,47,LOW_O2,1129,0.9699312714776632
1,47,NIV,22,0.018900343642611683
1,47,ROOM AIR,8,0.006872852233676976
1,48,IMV,5,0.00429553264604811
1,48,LOW_O2,1124,0.9656357388316151
1,48,NIV,23,0.019759450171821305
1,48,ROOM AIR,12,0.010309278350515464
1,49,IMV,4,0.003436426116838488
1,49,LOW_O2,1125,0.9664948453608248
1,49,NIV,24,0.020618556701030927
1,49,ROOM AIR,11,0.009450171821305841
1,50,IMV,6,0.005154639175257732
1,50,LOW_O2,1119,0.961340206185567
1,50,NIV,28,0.024054982817869417
1,50,ROOM AIR,11,0.009450171821305841
1,51,IMV,6,0.005154639175257732
1,51,LOW_O2,1116,0.9587628865979382
1,51,NIV,34,0.029209621993127148
1,51,ROOM AIR,8,0.006872852233676976
1,52,IMV,6,0.005154639175257732
1,52,LOW_O2,1116,0.9587628865979382
1,52,NIV,35,0.03006872852233677
1,52,ROOM AIR,7,0.006013745704467354
1,53,IMV,7,0.006013745704467354
1,53,LOW_O2,1108,0.9518900343642611
1,53,NIV,39,0.03350515463917526
1,53,ROOM AIR,10,0.00859106529209622
1,54,IMV,7,0.006013745704467354
1,54,LOW_O2,1105,0.9493127147766323
1,54,NIV,42,0.03608247422680412
1,54,OTHER,1,8.59106529209622e-4
1,54,ROOM AIR,9,0.007731958762886598
1,55,IMV,8,0.006872852233676976
1,55,LOW_O2,1105,0.9493127147766323
1,55,NIV,41,0.0352233676975945
1,55,OTHER,1,8.59106529209622e-4
