county_code,traj_cluster_ra,n,county_total,prop_cluster_in_county,cluster_total,prop_county_in_cluster,n_suppressed,prop_cluster_in_county_suppressed,prop_county_in_cluster_suppressed,site_name
01097,2,1,1,1,1288,7.763975155279503e-4,NA,NA,NA,UCMC
02170,4,1,1,1,3247,3.079765937788728e-4,NA,NA,NA,UCMC
04013,1,1,2,0.5,1164,8.59106529209622e-4,NA,NA,NA,UCMC
04013,4,1,2,0.5,3247,3.079765937788728e-4,NA,NA,NA,UCMC
05005,4,1,1,1,3247,3.079765937788728e-4,NA,NA,NA,UCMC
05041,4,1,1,1,3247,3.079765937788728e-4,NA,NA,NA,UCMC
05123,1,1,1,1,1164,8.59106529209622e-4,NA,NA,NA,UCMC
06001,4,1,1,1,3247,3.079765937788728e-4,NA,NA,NA,UCMC
06019,3,1,1,1,783,0.001277139208173691,NA,NA,NA,UCMC
06037,1,1,4,0.25,1164,8.59106529209622e-4,NA,NA,NA,UCMC
06037,3,1,4,0.25,783,0.001277139208173691,NA,NA,NA,UCMC
06037,4,1,4,0.25,3247,3.079765937788728e-4,NA,NA,NA,UCMC
06037,5,1,4,0.25,707,0.0014144271570014145,NA,NA,NA,UCMC
06059,2,1,2,0.5,1288,7.763975155279503e-4,NA,NA,NA,UCMC
06059,4,1,2,0.5,3247,3.079765937788728e-4,NA,NA,NA,UCMC
06065,2,1,1,1,1288,7.763975155279503e-4,NA,NA,NA,UCMC
06067,2,1,2,0.5,1288,7.763975155279503e-4,NA,NA,NA,UCMC
06067,5,1,2,0.5,707,0.0014144271570014145,NA,NA,NA,UCMC
08059,4,1,1,1,3247,3.079765937788728e-4,NA,NA,NA,UCMC
12021,1,1,1,1,1164,8.59106529209622e-4,NA,NA,NA,UCMC
12071,5,1,1,1,707,0.0014144271570014145,NA,NA,NA,UCMC
12081,2,1,1,1,1288,7.763975155279503e-4,NA,NA,NA,UCMC
12086,3,1,2,0.5,783,0.001277139208173691,NA,NA,NA,UCMC
12086,4,1,2,0.5,3247,3.079765937788728e-4,NA,NA,NA,UCMC
12099,4,1,1,1,3247,3.079765937788728e-4,NA,NA,NA,UCMC
12119,2,1,1,1,1288,7.763975155279503e-4,NA,NA,NA,UCMC
12127,4,1,1,1,3247,3.079765937788728e-4,NA,NA,NA,UCMC
13015,1,1,1,1,1164,8.59106529209622e-4,NA,NA,NA,UCMC
13067,4,1,1,1,3247,3.079765937788728e-4,NA,NA,NA,UCMC
13097,4,1,1,1,3247,3.079765937788728e-4,NA,NA,NA,UCMC
13113,1,1,1,1,1164,8.59106529209622e-4,NA,NA,NA,UCMC
13135,4,1,1,1,3247,3.079765937788728e-4,NA,NA,NA,UCMC
15009,2,1,1,1,1288,7.763975155279503e-4,NA,NA,NA,UCMC
17011,2,2,3,0.6666666666666666,1288,0.0015527950310559005,NA,NA,NA,UCMC
17011,3,1,3,0.3333333333333333,783,0.001277139208173691,NA,NA,NA,UCMC
17017,3,1,1,1,783,0.001277139208173691,NA,NA,NA,UCMC
17019,2,1,7,0.14285714285714285,1288,7.763975155279503e-4,NA,NA,NA,UCMC
17019,3,2,7,0.2857142857142857,783,0.002554278416347382,NA,NA,NA,UCMC
17019,4,4,7,0.5714285714285714,3247,0.0012319063751154912,NA,NA,NA,UCMC
17029,2,1,1,1,1288,7.763975155279503e-4,NA,NA,NA,UCMC
17031,1,980,5751,0.17040514693096853,1164,0.8419243986254296,980,0.17040514693096853,0.8419243986254296,UCMC
17031,2,1093,5751,0.19005390366892713,1288,0.8486024844720497,1093,0.19005390366892713,0.8486024844720497,UCMC
17031,3,569,5751,0.09893931490175621,783,0.7266922094508301,569,0.09893931490175621,0.7266922094508301,UCMC
17031,4,2513,5751,0.4369674839158407,3247,0.7739451801663073,2513,0.4369674839158407,0.7739451801663073,UCMC
17031,5,596,5751,0.10363415058250738,707,0.842998585572843,596,0.10363415058250738,0.842998585572843,UCMC
17037,1,1,5,0.2,1164,8.59106529209622e-4,NA,NA,NA,UCMC
17037,3,2,5,0.4,783,0.002554278416347382,NA,NA,NA,UCMC
17037,4,2,5,0.4,3247,6.159531875577456e-4,NA,NA,NA,UCMC
17043,1,17,126,0.1349206349206349,1164,0.014604810996563574,17,0.1349206349206349,0.014604810996563574,UCMC
17043,2,14,126,0.1111111111111111,1288,0.010869565217391304,14,0.1111111111111111,0.010869565217391304,UCMC
17043,3,16,126,0.12698412698412698,783,0.020434227330779056,16,0.12698412698412698,0.020434227330779056,UCMC
17043,4,70,126,0.5555555555555556,3247,0.021558361564521098,70,0.5555555555555556,0.021558361564521098,UCMC
17043,5,9,126,0.07142857142857142,707,0.01272984441301273,NA,NA,NA,UCMC
17045,5,1,1,1,707,0.0014144271570014145,NA,NA,NA,UCMC
17049,4,1,1,1,3247,3.079765937788728e-4,NA,NA,NA,UCMC
17053,1,1,3,0.3333333333333333,1164,8.59106529209622e-4,NA,NA,NA,UCMC
17053,2,1,3,0.3333333333333333,1288,7.763975155279503e-4,NA,NA,NA,UCMC
17053,4,1,3,0.3333333333333333,3247,3.079765937788728e-4,NA,NA,NA,UCMC
17057,1,2,2,1,1164,0.001718213058419244,NA,NA,NA,UCMC
17063,1,3,11,0.2727272727272727,1164,0.002577319587628866,NA,NA,NA,UCMC
17063,2,5,11,0.45454545454545453,1288,0.0038819875776397515,NA,NA,NA,UCMC
17063,3,2,11,0.18181818181818182,783,0.002554278416347382,NA,NA,NA,UCMC
17063,4,1,11,0.09090909090909091,3247,3.079765937788728e-4,NA,NA,NA,UCMC
17065,4,1,1,1,3247,3.079765937788728e-4,NA,NA,NA,UCMC
17073,1,1,2,0.5,1164,8.59106529209622e-4,NA,NA,NA,UCMC
17073,4,1,2,0.5,3247,3.079765937788728e-4,NA,NA,NA,UCMC
17075,2,3,5,0.6,1288,0.002329192546583851,NA,NA,NA,UCMC
17075,4,2,5,0.4,3247,6.159531875577456e-4,NA,NA,NA,UCMC
17077,4,1,1,1,3247,3.079765937788728e-4,NA,NA,NA,UCMC
17081,4,1,1,1,3247,3.079765937788728e-4,NA,NA,NA,UCMC
17089,1,4,31,0.12903225806451613,1164,0.003436426116838488,NA,NA,NA,UCMC
17089,2,2,31,0.06451612903225806,1288,0.0015527950310559005,NA,NA,NA,UCMC
17089,3,4,31,0.12903225806451613,783,0.005108556832694764,NA,NA,NA,UCMC
17089,4,17,31,0.5483870967741935,3247,0.005235602094240838,17,0.5483870967741935,0.005235602094240838,UCMC
17089,5,4,31,0.12903225806451613,707,0.005657708628005658,NA,NA,NA,UCMC
17091,1,4,34,0.11764705882352941,1164,0.003436426116838488,NA,NA,NA,UCMC
17091,2,6,34,0.17647058823529413,1288,0.004658385093167702,NA,NA,NA,UCMC
17091,3,3,34,0.08823529411764706,783,0.0038314176245210726,NA,NA,NA,UCMC
17091,4,19,34,0.5588235294117647,3247,0.005851555281798583,19,0.5588235294117647,0.005851555281798583,UCMC
17091,5,2,34,0.058823529411764705,707,0.002828854314002829,NA,NA,NA,UCMC
17093,2,1,11,0.09090909090909091,1288,7.763975155279503e-4,NA,NA,NA,UCMC
17093,3,5,11,0.45454545454545453,783,0.006385696040868455,NA,NA,NA,UCMC
17093,4,5,11,0.45454545454545453,3247,0.001539882968894364,NA,NA,NA,UCMC
17095,1,1,3,0.3333333333333333,1164,8.59106529209622e-4,NA,NA,NA,UCMC
17095,3,1,3,0.3333333333333333,783,0.001277139208173691,NA,NA,NA,UCMC
17095,4,1,3,0.3333333333333333,3247,3.079765937788728e-4,NA,NA,NA,UCMC
17097,1,4,38,0.10526315789473684,1164,0.003436426116838488,NA,NA,NA,UCMC
17097,2,5,38,0.13157894736842105,1288,0.0038819875776397515,NA,NA,NA,UCMC
17097,3,7,38,0.18421052631578946,783,0.008939974457215836,NA,NA,NA,UCMC
17097,4,13,38,0.34210526315789475,3247,0.004003695719125347,13,0.34210526315789475,0.004003695719125347,UCMC
17097,5,9,38,0.23684210526315788,707,0.01272984441301273,NA,NA,NA,UCMC
17099,1,1,8,0.125,1164,8.59106529209622e-4,NA,NA,NA,UCMC
17099,2,3,8,0.375,1288,0.002329192546583851,NA,NA,NA,UCMC
17099,3,1,8,0.125,783,0.001277139208173691,NA,NA,NA,UCMC
17099,4,3,8,0.375,3247,9.239297813366184e-4,NA,NA,NA,UCMC
17103,1,1,4,0.25,1164,8.59106529209622e-4,NA,NA,NA,UCMC
17103,2,1,4,0.25,1288,7.763975155279503e-4,NA,NA,NA,UCMC
17103,3,2,4,0.5,783,0.002554278416347382,NA,NA,NA,UCMC
17105,1,1,2,0.5,1164,8.59106529209622e-4,NA,NA,NA,UCMC
17105,2,1,2,0.5,1288,7.763975155279503e-4,NA,NA,NA,UCMC
17109,2,1,2,0.5,1288,7.763975155279503e-4,NA,NA,NA,UCMC
17109,4,1,2,0.5,3247,3.079765937788728e-4,NA,NA,NA,UCMC
17111,2,3,12,0.25,1288,0.002329192546583851,NA,NA,NA,UCMC
17111,3,1,12,0.08333333333333333,783,0.001277139208173691,NA,NA,NA,UCMC
17111,4,6,12,0.5,3247,0.0018478595626732369,NA,NA,NA,UCMC
17111,5,2,12,0.16666666666666666,707,0.002828854314002829,NA,NA,NA,UCMC
17113,1,2,7,0.2857142857142857,1164,0.001718213058419244,NA,NA,NA,UCMC
17113,2,1,7,0.14285714285714285,1288,7.763975155279503e-4,NA,NA,NA,UCMC
17113,3,4,7,0.5714285714285714,783,0.005108556832694764,NA,NA,NA,UCMC
17115,1,1,2,0.5,1164,8.59106529209622e-4,NA,NA,NA,UCMC
17115,2,1,2,0.5,1288,7.763975155279503e-4,NA,NA,NA,UCMC
17117,4,1,1,1,3247,3.079765937788728e-4,NA,NA,NA,UCMC
17119,4,2,2,1,3247,6.159531875577456e-4,NA,NA,NA,UCMC
17121,4,1,1,1,3247,3.079765937788728e-4,NA,NA,NA,UCMC
17135,4,1,1,1,3247,3.079765937788728e-4,NA,NA,NA,UCMC
17139,1,1,3,0.3333333333333333,1164,8.59106529209622e-4,NA,NA,NA,UCMC
17139,2,1,3,0.3333333333333333,1288,7.763975155279503e-4,NA,NA,NA,UCMC
17139,4,1,3,0.3333333333333333,3247,3.079765937788728e-4,NA,NA,NA,UCMC
17141,4,2,2,1,3247,6.159531875577456e-4,NA,NA,NA,UCMC
17143,1,1,6,0.16666666666666666,1164,8.59106529209622e-4,NA,NA,NA,UCMC
17143,4,4,6,0.6666666666666666,3247,0.0012319063751154912,NA,NA,NA,UCMC
17143,5,1,6,0.16666666666666666,707,0.0014144271570014145,NA,NA,NA,UCMC
17147,4,1,1,1,3247,3.079765937788728e-4,NA,NA,NA,UCMC
17161,3,1,1,1,783,0.001277139208173691,NA,NA,NA,UCMC
17165,3,1,1,1,783,0.001277139208173691,NA,NA,NA,UCMC
17167,1,1,9,0.1111111111111111,1164,8.59106529209622e-4,NA,NA,NA,UCMC
17167,2,1,9,0.1111111111111111,1288,7.763975155279503e-4,NA,NA,NA,UCMC
17167,3,2,9,0.2222222222222222,783,0.002554278416347382,NA,NA,NA,UCMC
17167,4,4,9,0.4444444444444444,3247,0.0012319063751154912,NA,NA,NA,UCMC
17167,5,1,9,0.1111111111111111,707,0.0014144271570014145,NA,NA,NA,UCMC
17175,1,1,2,0.5,1164,8.59106529209622e-4,NA,NA,NA,UCMC
17175,2,1,2,0.5,1288,7.763975155279503e-4,NA,NA,NA,UCMC
17179,1,1,4,0.25,1164,8.59106529209622e-4,NA,NA,NA,UCMC
17179,3,1,4,0.25,783,0.001277139208173691,NA,NA,NA,UCMC
17179,4,2,4,0.5,3247,6.159531875577456e-4,NA,NA,NA,UCMC
17183,1,1,9,0.1111111111111111,1164,8.59106529209622e-4,NA,NA,NA,UCMC
