county_code,site_name,county_total,dominant_cluster,dominant_cluster_prop,n_clusters_present,cluster_entropy,county_total_suppressed,dominant_cluster_prop_suppressed,dominant_cluster_suppressed,cluster_entropy_suppressed
17103,UCMC,4,3,0.5,3,1.0397207708399179,NA,NA,NA,NA
17105,UCMC,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
17109,UCMC,2,2,0.5,2,0.6931471805599453,NA,NA,NA,NA
17111,UCMC,12,4,0.5,4,1.198849312913621,12,0.5,4,1.198849312913621
17113,UCMC,7,3,0.5714285714285714,3,0.9556998911125343,NA,NA,NA,NA
17115,UCMC,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
17117,UCMC,1,4,1,1,-0,NA,NA,NA,NA
17119,UCMC,2,4,1,1,-0,NA,NA,NA,NA
17121,UCMC,1,4,1,1,-0,NA,NA,NA,NA
17135,UCMC,1,4,1,1,-0,NA,NA,NA,NA
17139,UCMC,3,1,0.3333333333333333,3,1.0986122886681096,NA,NA,NA,NA
17141,UCMC,2,4,1,1,-0,NA,NA,NA,NA
17143,UCMC,6,4,0.6666666666666666,3,0.8675632284814612,NA,NA,NA,NA
17147,UCMC,1,4,1,1,-0,NA,NA,NA,NA
17161,UCMC,1,3,1,1,-0,NA,NA,NA,NA
17165,UCMC,1,3,1,1,-0,NA,NA,NA,NA
17167,UCMC,9,4,0.4444444444444444,5,1.4270610433807247,NA,NA,NA,NA
17175,UCMC,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
17179,UCMC,4,4,0.5,3,1.0397207708399179,NA,NA,NA,NA
17183,UCMC,9,4,0.4444444444444444,4,1.2148896539491203,NA,NA,NA,NA
17195,UCMC,2,4,1,1,-0,NA,NA,NA,NA
17197,UCMC,188,4,0.5212765957446809,5,1.3494458934521711,188,0.5212765957446809,4,1.3494458934521711
17199,UCMC,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
17201,UCMC,11,4,0.5454545454545454,5,1.294545165844896,11,0.5454545454545454,4,1.294545165844896
17203,UCMC,2,2,0.5,2,0.6931471805599453,NA,NA,NA,NA
18003,UCMC,4,3,0.5,2,0.6931471805599453,NA,NA,NA,NA
18015,UCMC,1,2,1,1,-0,NA,NA,NA,NA
18017,UCMC,1,3,1,1,-0,NA,NA,NA,NA
18031,UCMC,1,2,1,1,-0,NA,NA,NA,NA
18039,UCMC,6,4,0.5,4,1.2424533248940002,NA,NA,NA,NA
18049,UCMC,1,4,1,1,-0,NA,NA,NA,NA
18053,UCMC,1,4,1,1,-0,NA,NA,NA,NA
18059,UCMC,1,3,1,1,-0,NA,NA,NA,NA
18067,UCMC,2,4,0.5,2,0.6931471805599453,NA,NA,NA,NA
18073,UCMC,14,4,0.42857142857142855,4,1.1973401339967782,14,0.42857142857142855,4,1.1973401339967782
18085,UCMC,2,4,1,1,-0,NA,NA,NA,NA
18089,UCMC,485,4,0.5484536082474227,5,1.2987889729576259,485,0.5484536082474227,4,1.2987889729576259
18091,UCMC,61,4,0.5573770491803278,5,1.236542999788186,61,0.5573770491803278,4,1.236542999788186
18097,UCMC,4,4,0.5,3,1.0397207708399179,NA,NA,NA,NA
18099,UCMC,3,5,0.6666666666666666,2,0.6365141682948128,NA,NA,NA,NA
18111,UCMC,4,4,0.5,3,1.0397207708399179,NA,NA,NA,NA
18127,UCMC,130,4,0.47692307692307695,5,1.3592612657067322,130,0.47692307692307695,4,1.3592612657067322
18131,UCMC,1,4,1,1,-0,NA,NA,NA,NA
18141,UCMC,11,4,0.5454545454545454,4,1.1209503926735835,11,0.5454545454545454,4,1.1209503926735835
18149,UCMC,4,5,0.5,3,1.0397207708399179,NA,NA,NA,NA
18157,UCMC,7,4,0.7142857142857143,3,0.796311640173813,NA,NA,NA,NA
19013,UCMC,1,1,1,1,-0,NA,NA,NA,NA
19049,UCMC,1,1,1,1,-0,NA,NA,NA,NA
19153,UCMC,1,1,1,1,-0,NA,NA,NA,NA
19183,UCMC,1,2,1,1,-0,NA,NA,NA,NA
19193,UCMC,1,4,1,1,-0,NA,NA,NA,NA
21157,UCMC,1,4,1,1,-0,NA,NA,NA,NA
22033,UCMC,1,4,1,1,-0,NA,NA,NA,NA
24027,UCMC,3,4,1,1,-0,NA,NA,NA,NA
25017,UCMC,1,5,1,1,-0,NA,NA,NA,NA
26005,UCMC,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
26021,UCMC,11,4,0.45454545454545453,4,1.2882523050229002,11,0.45454545454545453,4,1.2882523050229002
26081,UCMC,1,4,1,1,-0,NA,NA,NA,NA
26101,UCMC,1,4,1,1,-0,NA,NA,NA,NA
26121,UCMC,1,2,1,1,-0,NA,NA,NA,NA
26139,UCMC,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
26149,UCMC,1,1,1,1,-0,NA,NA,NA,NA
26163,UCMC,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
27037,UCMC,1,3,1,1,-0,NA,NA,NA,NA
27053,UCMC,1,1,1,1,-0,NA,NA,NA,NA
28121,UCMC,1,4,1,1,-0,NA,NA,NA,NA
28131,UCMC,1,4,1,1,-0,NA,NA,NA,NA
29077,UCMC,1,4,1,1,-0,NA,NA,NA,NA
29095,UCMC,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
32003,UCMC,3,4,1,1,-0,NA,NA,NA,NA
33015,UCMC,1,4,1,1,-0,NA,NA,NA,NA
34017,UCMC,1,4,1,1,-0,NA,NA,NA,NA
35001,UCMC,1,4,1,1,-0,NA,NA,NA,NA
36061,UCMC,1,4,1,1,-0,NA,NA,NA,NA
36119,UCMC,1,2,1,1,-0,NA,NA,NA,NA
39049,UCMC,1,3,1,1,-0,NA,NA,NA,NA
39153,UCMC,1,4,1,1,-0,NA,NA,NA,NA
39157,UCMC,1,4,1,1,-0,NA,NA,NA,NA
41043,UCMC,1,2,1,1,-0,NA,NA,NA,NA
42003,UCMC,1,1,1,1,-0,NA,NA,NA,NA
42017,UCMC,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
42085,UCMC,1,2,1,1,-0,NA,NA,NA,NA
42091,UCMC,2,4,1,1,-0,NA,NA,NA,NA
42125,UCMC,1,4,1,1,-0,NA,NA,NA,NA
45025,UCMC,1,4,1,1,-0,NA,NA,NA,NA
45051,UCMC,1,4,1,1,-0,NA,NA,NA,NA
45079,UCMC,1,4,1,1,-0,NA,NA,NA,NA
47037,UCMC,1,2,1,1,-0,NA,NA,NA,NA
47075,UCMC,1,4,1,1,-0,NA,NA,NA,NA
47165,UCMC,1,3,1,1,-0,NA,NA,NA,NA
48039,UCMC,1,1,1,1,-0,NA,NA,NA,NA
48121,UCMC,1,4,1,1,-0,NA,NA,NA,NA
48201,UCMC,1,4,1,1,-0,NA,NA,NA,NA
48339,UCMC,1,3,1,1,-0,NA,NA,NA,NA
48439,UCMC,1,4,1,1,-0,NA,NA,NA,NA
55021,UCMC,1,3,1,1,-0,NA,NA,NA,NA
55025,UCMC,3,4,1,1,-0,NA,NA,NA,NA
55029,UCMC,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
55035,UCMC,1,1,1,1,-0,NA,NA,NA,NA
55039,UCMC,2,3,0.5,2,0.6931471805599453,NA,NA,NA,NA
55079,UCMC,1,4,1,1,-0,NA,NA,NA,NA
55089,UCMC,1,1,1,1,-0,NA,NA,NA,NA
55101,UCMC,1,3,1,1,-0,NA,NA,NA,NA
55105,UCMC,1,3,1,1,-0,NA,NA,NA,NA
55117,UCMC,1,2,1,1,-0,NA,NA,NA,NA
55127,UCMC,3,4,0.6666666666666666,2,0.6365141682948128,NA,NA,NA,NA
55133,UCMC,1,4,1,1,-0,NA,NA,NA,NA
55139,UCMC,1,3,1,1,-0,NA,NA,NA,NA
