county_code,site_name,county_total,dominant_cluster,dominant_cluster_prop,n_clusters_present,cluster_entropy,county_total_suppressed,dominant_cluster_prop_suppressed,dominant_cluster_suppressed,cluster_entropy_suppressed
01097,UCMC,1,2,1,1,-0,NA,NA,NA,NA
02170,UCMC,1,4,1,1,-0,NA,NA,NA,NA
04013,UCMC,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
05005,UCMC,1,4,1,1,-0,NA,NA,NA,NA
05041,UCMC,1,4,1,1,-0,NA,NA,NA,NA
05123,UCMC,1,1,1,1,-0,NA,NA,NA,NA
06001,UCMC,1,4,1,1,-0,NA,NA,NA,NA
06019,UCMC,1,3,1,1,-0,NA,NA,NA,NA
06037,UCMC,4,1,0.25,4,1.3862943611198906,NA,NA,NA,NA
06059,UCMC,2,2,0.5,2,0.6931471805599453,NA,NA,NA,NA
06065,UCMC,1,2,1,1,-0,NA,NA,NA,NA
06067,UCMC,2,2,0.5,2,0.6931471805599453,NA,NA,NA,NA
08059,UCMC,1,4,1,1,-0,NA,NA,NA,NA
12021,UCMC,1,1,1,1,-0,NA,NA,NA,NA
12071,UCMC,1,5,1,1,-0,NA,NA,NA,NA
12081,UCMC,1,2,1,1,-0,NA,NA,NA,NA
12086,UCMC,2,3,0.5,2,0.6931471805599453,NA,NA,NA,NA
12099,UCMC,1,4,1,1,-0,NA,NA,NA,NA
12119,UCMC,1,2,1,1,-0,NA,NA,NA,NA
12127,UCMC,1,4,1,1,-0,NA,NA,NA,NA
13015,UCMC,1,1,1,1,-0,NA,NA,NA,NA
13067,UCMC,1,4,1,1,-0,NA,NA,NA,NA
13097,UCMC,1,4,1,1,-0,NA,NA,NA,NA
13113,UCMC,1,1,1,1,-0,NA,NA,NA,NA
13135,UCMC,1,4,1,1,-0,NA,NA,NA,NA
15009,UCMC,1,2,1,1,-0,NA,NA,NA,NA
17011,UCMC,3,2,0.6666666666666666,2,0.6365141682948128,NA,NA,NA,NA
17017,UCMC,1,3,1,1,-0,NA,NA,NA,NA
17019,UCMC,7,4,0.5714285714285714,3,0.9556998911125343,NA,NA,NA,NA
17029,UCMC,1,2,1,1,-0,NA,NA,NA,NA
17031,UCMC,5751,4,0.4369674839158407,5,1.4426816037457209,5751,0.4369674839158407,4,1.4426816037457209
17037,UCMC,5,3,0.4,3,1.0549201679861442,NA,NA,NA,NA
17043,UCMC,126,4,0.5555555555555556,5,1.2914998660079313,126,0.5555555555555556,4,1.2914998660079313
17045,UCMC,1,5,1,1,-0,NA,NA,NA,NA
17049,UCMC,1,4,1,1,-0,NA,NA,NA,NA
17053,UCMC,3,1,0.3333333333333333,3,1.0986122886681096,NA,NA,NA,NA
17057,UCMC,2,1,1,1,-0,NA,NA,NA,NA
17063,UCMC,11,2,0.45454545454545453,4,1.2406842919533958,11,0.45454545454545453,2,1.2406842919533958
17065,UCMC,1,4,1,1,-0,NA,NA,NA,NA
17073,UCMC,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
17075,UCMC,5,2,0.6,2,0.6730116670092565,NA,NA,NA,NA
17077,UCMC,1,4,1,1,-0,NA,NA,NA,NA
17081,UCMC,1,4,1,1,-0,NA,NA,NA,NA
17089,UCMC,31,4,0.5483870967741935,5,1.2989403159846864,31,0.5483870967741935,4,1.2989403159846864
17091,UCMC,34,4,0.5588235294117647,5,1.2639426984063238,34,0.5588235294117647,4,1.2639426984063238
17093,UCMC,11,3,0.45454545454545453,3,0.9347698978582792,11,0.45454545454545453,3,0.9347698978582792
17095,UCMC,3,1,0.3333333333333333,3,1.0986122886681096,NA,NA,NA,NA
17097,UCMC,38,4,0.34210526315789475,5,1.523557188856301,38,0.34210526315789475,4,1.523557188856301
17099,UCMC,8,2,0.375,4,1.2554823251787535,NA,NA,NA,NA
