k,avg_sil_width,min_sil_width
2,0.3887802039993604,-0.47135258415692627
3,0.4284641720691715,-0.570322422326693
4,0.4543528863398784,-0.6925198988890346
5,0.4311664412150677,-0.6925198988890346
6,0.35682192900527365,-0.7255712571567973
7,0.34286468584634444,-0.7376367229665307
8,0.3397341072030486,-0.7376367229665307
9,0.34531969305880184,-0.7376367229665307
10,0.3362105502369687,-0.7302829682075547
