site_name,device_t0,n,prop
nu,CPAP,1,4.909180166912126e-4
nu,FACE MASK,106,0.052037309769268535
nu,HIGH FLOW NC,206,0.10112911143838979
nu,IMV,263,0.12911143838978892
nu,NASAL CANNULA,600,0.29455081001472755
nu,NIPPV,153,0.07511045655375552
nu,OTHER,6,0.0029455081001472753
nu,ROOM AIR,469,0.23024054982817868
nu,TRACH COLLAR,5,0.002454590083456063
nu,UNK,167,0.0819833087874325
nu,Unknown / missing,61,0.029945999018163968
