site_name,n,age_mean,age_sd,charlson_mean,sofa_total_mean,death_in_hosp_pct,hospice_discharge_pct,death_or_hospice_pct,any_imv_72h_pct,vaso_any_72h_pct,advanced_cancer_pct,metastatic_pct,pleural_effusion_pct,cachexia_pct
nu,2037,70.23809523809524,10.486812839055391,8.086401570937653,4.596956308296516,0.22042218949435444,0.14432989690721648,0.3647520864015709,0.22189494354442807,0.3014236622484045,0.6784486990672558,0.6239567992145312,0.1644575355915562,0.09621993127147767
