traj_cluster_ra,h,arf,n,prop
1,0,ARF_HYPER,16,0.019441069258809233
1,0,ARF_HYPOX,4,0.004860267314702308
1,0,ARF_MIXED,4,0.004860267314702308
1,0,NO_ARF,799,0.9708383961117861
1,1,ARF_HYPER,17,0.020656136087484813
1,1,ARF_HYPOX,5,0.006075334143377886
1,1,ARF_MIXED,6,0.007290400972053463
1,1,NO_ARF,795,0.9659781287970839
1,2,ARF_HYPER,18,0.02187120291616039
1,2,ARF_HYPOX,6,0.007290400972053463
1,2,ARF_MIXED,7,0.00850546780072904
1,2,NO_ARF,792,0.9623329283110571
1,3,ARF_HYPER,19,0.023086269744835967
1,3,ARF_HYPOX,6,0.007290400972053463
1,3,ARF_MIXED,8,0.009720534629404616
1,3,NO_ARF,790,0.959902794653706
1,4,ARF_HYPER,19,0.023086269744835967
1,4,ARF_HYPOX,7,0.00850546780072904
1,4,ARF_MIXED,9,0.010935601458080195
1,4,NO_ARF,788,0.9574726609963548
1,5,ARF_HYPER,20,0.024301336573511544
1,5,ARF_HYPOX,7,0.00850546780072904
1,5,ARF_MIXED,9,0.010935601458080195
1,5,NO_ARF,787,0.9562575941676792
1,6,ARF_HYPER,20,0.024301336573511544
1,6,ARF_HYPOX,8,0.009720534629404616
1,6,ARF_MIXED,11,0.013365735115431349
1,6,NO_ARF,784,0.9526123936816525
1,7,ARF_HYPER,11,0.013365735115431349
1,7,ARF_HYPOX,6,0.007290400972053463
1,7,ARF_MIXED,7,0.00850546780072904
1,7,NO_ARF,799,0.9708383961117861
1,8,ARF_HYPER,10,0.012150668286755772
1,8,ARF_HYPOX,5,0.006075334143377886
1,8,ARF_MIXED,5,0.006075334143377886
1,8,NO_ARF,803,0.9756986634264885
1,9,ARF_HYPER,8,0.009720534629404616
1,9,ARF_HYPOX,4,0.004860267314702308
1,9,ARF_MIXED,4,0.004860267314702308
1,9,NO_ARF,807,0.9805589307411907
1,10,ARF_HYPER,8,0.009720534629404616
1,10,ARF_HYPOX,4,0.004860267314702308
1,10,ARF_MIXED,3,0.0036452004860267314
1,10,NO_ARF,808,0.9817739975698664
1,11,ARF_HYPER,7,0.00850546780072904
1,11,ARF_HYPOX,2,0.002430133657351154
1,11,ARF_MIXED,3,0.0036452004860267314
1,11,NO_ARF,811,0.9854191980558931
1,12,ARF_HYPER,5,0.006075334143377886
1,12,ARF_HYPOX,3,0.0036452004860267314
1,12,ARF_MIXED,3,0.0036452004860267314
1,12,NO_ARF,812,0.9866342648845686
1,13,ARF_HYPER,4,0.004860267314702308
1,13,ARF_HYPOX,2,0.002430133657351154
1,13,ARF_MIXED,2,0.002430133657351154
1,13,NO_ARF,815,0.9902794653705954
1,14,ARF_HYPER,2,0.002430133657351154
1,14,ARF_HYPOX,3,0.0036452004860267314
1,14,ARF_MIXED,3,0.0036452004860267314
1,14,NO_ARF,815,0.9902794653705954
1,15,ARF_HYPER,4,0.004860267314702308
1,15,ARF_HYPOX,3,0.0036452004860267314
1,15,ARF_MIXED,3,0.0036452004860267314
1,15,NO_ARF,813,0.9878493317132442
1,16,ARF_HYPER,4,0.004860267314702308
1,16,ARF_HYPOX,3,0.0036452004860267314
1,16,ARF_MIXED,3,0.0036452004860267314
1,16,NO_ARF,813,0.9878493317132442
1,17,ARF_HYPER,4,0.004860267314702308
1,17,ARF_HYPOX,3,0.0036452004860267314
1,17,ARF_MIXED,3,0.0036452004860267314
1,17,NO_ARF,813,0.9878493317132442
1,18,ARF_HYPER,4,0.004860267314702308
1,18,ARF_HYPOX,3,0.0036452004860267314
1,18,ARF_MIXED,2,0.002430133657351154
1,18,NO_ARF,814,0.9890643985419199
1,19,ARF_HYPER,4,0.004860267314702308
1,19,ARF_HYPOX,3,0.0036452004860267314
1,19,ARF_MIXED,2,0.002430133657351154
1,19,NO_ARF,814,0.9890643985419199
1,20,ARF_HYPER,4,0.004860267314702308
1,20,ARF_HYPOX,2,0.002430133657351154
1,20,ARF_MIXED,2,0.002430133657351154
1,20,NO_ARF,815,0.9902794653705954
1,21,ARF_HYPER,3,0.0036452004860267314
1,21,ARF_HYPOX,1,0.001215066828675577
1,21,ARF_MIXED,2,0.002430133657351154
1,21,NO_ARF,817,0.9927095990279465
1,22,ARF_HYPOX,2,0.002430133657351154
1,22,NO_ARF,821,0.9975698663426489
1,23,ARF_HYPOX,2,0.002430133657351154
1,23,NO_ARF,821,0.9975698663426489
1,24,ARF_HYPOX,3,0.0036452004860267314
1,24,NO_ARF,820,0.9963547995139733
1,25,ARF_HYPOX,3,0.0036452004860267314
1,25,NO_ARF,820,0.9963547995139733
1,26,ARF_HYPER,1,0.001215066828675577
1,26,ARF_HYPOX,2,0.002430133657351154
1,26,NO_ARF,820,0.9963547995139733
1,27,ARF_HYPER,1,0.001215066828675577
1,27,ARF_HYPOX,2,0.002430133657351154
1,27,NO_ARF,820,0.9963547995139733
1,28,ARF_HYPER,1,0.001215066828675577
1,28,ARF_HYPOX,2,0.002430133657351154
1,28,NO_ARF,820,0.9963547995139733
1,29,ARF_HYPER,1,0.001215066828675577
1,29,ARF_HYPOX,2,0.002430133657351154
1,29,NO_ARF,820,0.9963547995139733
1,30,ARF_HYPER,1,0.001215066828675577
1,30,ARF_HYPOX,2,0.002430133657351154
1,30,NO_ARF,820,0.9963547995139733
1,31,ARF_HYPER,1,0.001215066828675577
1,31,NO_ARF,822,0.9987849331713244
1,32,ARF_HYPER,1,0.001215066828675577
1,32,NO_ARF,822,0.9987849331713244
1,33,NO_ARF,823,1
1,34,ARF_HYPER,1,0.001215066828675577
1,34,NO_ARF,822,0.9987849331713244
1,35,ARF_HYPER,1,0.001215066828675577
1,35,NO_ARF,822,0.9987849331713244
1,36,ARF_HYPER,1,0.001215066828675577
1,36,NO_ARF,822,0.9987849331713244
1,37,ARF_HYPER,1,0.001215066828675577
1,37,NO_ARF,822,0.9987849331713244
1,38,ARF_HYPER,1,0.001215066828675577
1,38,NO_ARF,822,0.9987849331713244
1,39,ARF_HYPER,1,0.001215066828675577
1,39,NO_ARF,822,0.9987849331713244
1,40,ARF_HYPER,1,0.001215066828675577
1,40,NO_ARF,822,0.9987849331713244
1,41,NO_ARF,823,1
1,42,NO_ARF,823,1
1,43,NO_ARF,823,1
1,44,NO_ARF,823,1
1,45,NO_ARF,823,1
1,46,NO_ARF,823,1
1,47,ARF_HYPOX,1,0.001215066828675577
1,47,NO_ARF,822,0.9987849331713244
1,48,ARF_HYPOX,1,0.001215066828675577
1,48,NO_ARF,822,0.9987849331713244
1,49,ARF_HYPOX,1,0.001215066828675577
1,49,NO_ARF,822,0.9987849331713244
1,50,ARF_HYPOX,1,0.001215066828675577
