k,avg_sil_width,min_sil_width,selected_k
2,0.41251410780116465,-0.2543838008857225,FALSE
3,0.497982294632172,-0.5514872026927401,FALSE
4,0.5820921219829137,-0.5514872026927401,TRUE
5,0.5254281604375849,-0.6666435910965739,FALSE
6,0.49169510717043075,-0.6666435910965739,FALSE
7,0.43852213775933385,-0.6666435910965739,FALSE
8,0.423656831549919,-0.6666435910965739,FALSE
9,0.41860077580126964,-0.5826205356614429,FALSE
10,0.42892220954076055,-0.5826205356614429,FALSE
