traj_cluster_ra,median_gcs,mean_gcs,pct_gcs_lt8,pct_gcs_lt13
1,15,14.305852065804329,0.01676503830214743,0.08432751475574532
2,15,13.841238521666524,0.0447749867192836,0.1620247400774076
3,15,13.761592505854775,0.0585480093676815,0.16758782201405154
4,11,10.303255425709517,0.2575959933222037,0.6639398998330551
NA,15,12.976958966133582,0.09639197300830661,0.27971206998570475
