traj_cluster_ra,h,rs,n,prop
2,2,LOW_O2,376,0.6427350427350428
2,2,NIV,130,0.2222222222222222
2,2,OTHER,2,0.003418803418803419
2,2,ROOM AIR,24,0.041025641025641026
2,3,IMV,51,0.08717948717948718
2,3,LOW_O2,383,0.6547008547008547
2,3,NIV,121,0.20683760683760682
2,3,OTHER,2,0.003418803418803419
2,3,ROOM AIR,28,0.04786324786324787
2,4,IMV,48,0.08205128205128205
2,4,LOW_O2,384,0.6564102564102564
2,4,NIV,119,0.20341880341880342
2,4,OTHER,2,0.003418803418803419
2,4,ROOM AIR,32,0.0547008547008547
2,5,IMV,49,0.08376068376068375
2,5,LOW_O2,399,0.6820512820512821
2,5,NIV,111,0.18974358974358974
2,5,OTHER,2,0.003418803418803419
2,5,ROOM AIR,24,0.041025641025641026
2,6,IMV,49,0.08376068376068375
2,6,LOW_O2,407,0.6957264957264957
2,6,NIV,107,0.1829059829059829
2,6,OTHER,2,0.003418803418803419
2,6,ROOM AIR,20,0.03418803418803419
2,7,IMV,49,0.08376068376068375
2,7,LOW_O2,417,0.7128205128205128
2,7,NIV,97,0.1658119658119658
2,7,OTHER,2,0.003418803418803419
2,7,ROOM AIR,20,0.03418803418803419
2,8,IMV,50,0.08547008547008547
2,8,LOW_O2,420,0.717948717948718
2,8,NIV,92,0.15726495726495726
2,8,OTHER,2,0.003418803418803419
2,8,ROOM AIR,21,0.035897435897435895
2,9,IMV,47,0.08034188034188035
2,9,LOW_O2,426,0.7282051282051282
2,9,NIV,90,0.15384615384615385
2,9,OTHER,2,0.003418803418803419
2,9,ROOM AIR,20,0.03418803418803419
2,10,IMV,46,0.07863247863247863
2,10,LOW_O2,434,0.7418803418803419
2,10,NIV,88,0.15042735042735042
2,10,OTHER,2,0.003418803418803419
2,10,ROOM AIR,15,0.02564102564102564
2,11,IMV,44,0.07521367521367521
2,11,LOW_O2,439,0.7504273504273504
2,11,NIV,85,0.1452991452991453
2,11,OTHER,2,0.003418803418803419
2,11,ROOM AIR,15,0.02564102564102564
2,12,IMV,40,0.06837606837606838
2,12,LOW_O2,453,0.7743589743589744
2,12,NIV,77,0.13162393162393163
2,12,OTHER,2,0.003418803418803419
2,12,ROOM AIR,13,0.022222222222222223
2,13,IMV,40,0.06837606837606838
2,13,LOW_O2,457,0.7811965811965812
2,13,NIV,68,0.11623931623931624
2,13,OTHER,2,0.003418803418803419
2,13,ROOM AIR,18,0.03076923076923077
2,14,IMV,38,0.06495726495726496
2,14,LOW_O2,461,0.788034188034188
2,14,NIV,67,0.11452991452991453
2,14,OTHER,2,0.003418803418803419
2,14,ROOM AIR,17,0.02905982905982906
2,15,IMV,38,0.06495726495726496
2,15,LOW_O2,468,0.8
