vif
5.895182380990021
6.770583251795758
1.059705556500982
1.0808061527064934
1.0209790049120495
1.250235737087063
2.589298057974974
1.9516692573103875
2.015947608977896
1
1
3
1
1
6
1
1
1
2.4279996665959453
2.6020344447750414
1.009712040825429
1.0396182725916727
1.0104350572461593
1.01878527451768
1.6091295963889838
1.3970215665158456
1.4198406984510255
