pooled_cluster,pooled_cluster_label,h,rs,n,prop
1,Cluster 1: Minimal ARF,11,Noninvasive ventilation,99,0.023332547725665804
1,Cluster 1: Minimal ARF,11,Other support,16,0.0037709168041480086
1,Cluster 1: Minimal ARF,11,Room air,2828,0.6665095451331605
1,Cluster 1: Minimal ARF,12,Invasive ventilation,141,0.03322337417530632
1,Cluster 1: Minimal ARF,12,Low-flow oxygen,1123,0.26460885956644675
1,Cluster 1: Minimal ARF,12,Noninvasive ventilation,100,0.0235626767200754
1,Cluster 1: Minimal ARF,12,Other support,17,0.004005655042412818
1,Cluster 1: Minimal ARF,12,Room air,2863,0.6745994344957588
1,Cluster 1: Minimal ARF,13,Invasive ventilation,133,0.03133097762073027
1,Cluster 1: Minimal ARF,13,Low-flow oxygen,1088,0.256301531213192
1,Cluster 1: Minimal ARF,13,Noninvasive ventilation,87,0.02049469964664311
1,Cluster 1: Minimal ARF,13,Other support,19,0.00447585394581861
1,Cluster 1: Minimal ARF,13,Room air,2918,0.687396937573616
1,Cluster 1: Minimal ARF,14,Invasive ventilation,124,0.02920395666509656
1,Cluster 1: Minimal ARF,14,Low-flow oxygen,1034,0.24352331606217617
1,Cluster 1: Minimal ARF,14,Noninvasive ventilation,82,0.019312293923692887
1,Cluster 1: Minimal ARF,14,Other support,17,0.004003768252472915
1,Cluster 1: Minimal ARF,14,Room air,2989,0.7039566650965615
1,Cluster 1: Minimal ARF,15,Invasive ventilation,118,0.027790861987753178
1,Cluster 1: Minimal ARF,15,Low-flow oxygen,978,0.23033443240697127
1,Cluster 1: Minimal ARF,15,Noninvasive ventilation,74,0.017428167687235045
1,Cluster 1: Minimal ARF,15,Other support,16,0.0037682524729156855
1,Cluster 1: Minimal ARF,15,Room air,3060,0.7206782854451248
1,Cluster 1: Minimal ARF,16,Invasive ventilation,111,0.026136096067812573
1,Cluster 1: Minimal ARF,16,Low-flow oxygen,913,0.2149752766658818
1,Cluster 1: Minimal ARF,16,Noninvasive ventilation,67,0.015775841770661644
1,Cluster 1: Minimal ARF,16,Other support,17,0.004002825523899223
1,Cluster 1: Minimal ARF,16,Room air,3139,0.7391099599717448
1,Cluster 1: Minimal ARF,17,Invasive ventilation,100,0.023551577955723033
1,Cluster 1: Minimal ARF,17,Low-flow oxygen,879,0.20701837023080547
1,Cluster 1: Minimal ARF,17,Noninvasive ventilation,67,0.01577955723033443
1,Cluster 1: Minimal ARF,17,Other support,13,0.0030617051342439945
1,Cluster 1: Minimal ARF,17,Room air,3187,0.7505887894488931
1,Cluster 1: Minimal ARF,18,Invasive ventilation,94,0.022133270543913352
1,Cluster 1: Minimal ARF,18,Low-flow oxygen,852,0.20061219684483164
1,Cluster 1: Minimal ARF,18,Noninvasive ventilation,65,0.015304921120791147
1,Cluster 1: Minimal ARF,18,Other support,15,0.0035319048740287263
1,Cluster 1: Minimal ARF,18,Room air,3221,0.75841770661643515
1,Cluster 1: Minimal ARF,19,Invasive ventilation,88,0.02072050859430186
1,Cluster 1: Minimal ARF,19,Low-flow oxygen,809,0.19048740287261595
1,Cluster 1: Minimal ARF,19,Noninvasive ventilation,57,0.01342123852130916
1,Cluster 1: Minimal ARF,19,Other support,12,0.0028255238992229807
1,Cluster 1: Minimal ARF,19,Room air,3281,0.77254532611255
1,Cluster 1: Minimal ARF,20,Invasive ventilation,80,0.018836825994819874
1,Cluster 1: Minimal ARF,20,Low-flow oxygen,793,0.186720037673652
1,Cluster 1: Minimal ARF,20,Noninvasive ventilation,55,0.012950317871438662
1,Cluster 1: Minimal ARF,20,Other support,11,0.0025900635742877325
1,Cluster 1: Minimal ARF,20,Room air,3308,0.7789027548858017
1,Cluster 1: Minimal ARF,21,Invasive ventilation,73,0.017188603720273133
1,Cluster 1: Minimal ARF,21,Low-flow oxygen,749,0.17635978337650107
1,Cluster 1: Minimal ARF,21,Noninvasive ventilation,55,0.012950317871438662
1,Cluster 1: Minimal ARF,21,Other support,12,0.0028255238992229807
1,Cluster 1: Minimal ARF,21,Room air,3358,0.7906757711325642
1,Cluster 1: Minimal ARF,22,Invasive ventilation,70,0.01648222274546739
1,Cluster 1: Minimal ARF,22,Low-flow oxygen,716,0.16858959265363785
1,Cluster 1: Minimal ARF,22,Noninvasive ventilation,55,0.012950317871438662
1,Cluster 1: Minimal ARF,22,Other support,10,0.0023546032493524842
1,Cluster 1: Minimal ARF,22,Room air,3396,0.7996232634801036
1,Cluster 1: Minimal ARF,23,Invasive ventilation,66,0.015536723163841809
1,Cluster 1: Minimal ARF,23,Low-flow oxygen,687,0.1617231638418079
1,Cluster 1: Minimal ARF,23,Noninvasive ventilation,52,0.01224105461393597
1,Cluster 1: Minimal ARF,23,Other support,17,0.004001883239171375
1,Cluster 1: Minimal ARF,23,Room air,3426,0.806497175141243
1,Cluster 1: Minimal ARF,24,Invasive ventilation,59,0.013888888888888888
1,Cluster 1: Minimal ARF,24,Low-flow oxygen,665,0.1565442561205273
1,Cluster 1: Minimal ARF,24,Noninvasive ventilation,52,0.01224105461393597
1,Cluster 1: Minimal ARF,24,Other support,13,0.0030602636534839923
1,Cluster 1: Minimal ARF,24,Room air,3459,0.8142655367231638
1,Cluster 1: Minimal ARF,25,Invasive ventilation,57,0.013418079096045197
1,Cluster 1: Minimal ARF,25,Low-flow oxygen,657,0.15466101694915255
1,Cluster 1: Minimal ARF,25,Noninvasive ventilation,49,0.011534839924670434
1,Cluster 1: Minimal ARF,25,Other support,10,0.0023540489642184556
1,Cluster 1: Minimal ARF,25,Room air,3475,0.8180320150659134
1,Cluster 1: Minimal ARF,26,Invasive ventilation,54,0.012711864406779662
1,Cluster 1: Minimal ARF,26,Low-flow oxygen,634,0.1492467043314501
1,Cluster 1: Minimal ARF,26,Noninvasive ventilation,50,0.011770244821092278
1,Cluster 1: Minimal ARF,26,Other support,12,0.002824858757062147
1,Cluster 1: Minimal ARF,26,Room air,3498,0.8234463276836158
1,Cluster 1: Minimal ARF,27,Invasive ventilation,52,0.012238173687926571
1,Cluster 1: Minimal ARF,27,Low-flow oxygen,631,0.14850553071310896
1,Cluster 1: Minimal ARF,27,Noninvasive ventilation,48,0.01129677571193222
1,Cluster 1: Minimal ARF,27,Other support,10,0.002353494939985879
1,Cluster 1: Minimal ARF,27,Room air,3508,0.8256060249470464
1,Cluster 1: Minimal ARF,28,Invasive ventilation,47,0.011061426217933632
1,Cluster 1: Minimal ARF,28,Low-flow oxygen,629,0.14803483172511178
1,Cluster 1: Minimal ARF,28,Noninvasive ventilation,46,0.010826076723935044
1,Cluster 1: Minimal ARF,28,Other support,8,0.0018827959519887032
1,Cluster 1: Minimal ARF,28,Room air,3519,0.8281948693810308
1,Cluster 1: Minimal ARF,29,Invasive ventilation,44,0.0103505057633498
1,Cluster 1: Minimal ARF,29,Low-flow oxygen,613,0.14420136438485062
1,Cluster 1: Minimal ARF,29,Noninvasive ventilation,41,0.009644789461303222
1,Cluster 1: Minimal ARF,29,Other support,9,0.002117148906139732
1,Cluster 1: Minimal ARF,29,Room air,3544,0.8336861914843566
1,Cluster 1: Minimal ARF,30,Invasive ventilation,43,0.010115266996000941
1,Cluster 1: Minimal ARF,30,Low-flow oxygen,596,0.14020230533992
1,Cluster 1: Minimal ARF,30,Noninvasive ventilation,44,0.0103505057633498
1,Cluster 1: Minimal ARF,30,Other support,8,0.0018819101387908728
1,Cluster 1: Minimal ARF,30,Room air,3560,0.8374500117619383
1,Cluster 1: Minimal ARF,31,Invasive ventilation,41,0.009642521166509878
1,Cluster 1: Minimal ARF,31,Low-flow oxygen,588,0.13828786453433678
1,Cluster 1: Minimal ARF,31,Noninvasive ventilation,46,0.010818438381937912
1,Cluster 1: Minimal ARF,31,Other support,6,0.0014111006585136407
1,Cluster 1: Minimal ARF,31,Room air,3571,0.8398400752587017
1,Cluster 1: Minimal ARF,32,Invasive ventilation,39,0.009172154280338664
1,Cluster 1: Minimal ARF,32,Low-flow oxygen,569,0.13381937911571026
1,Cluster 1: Minimal ARF,32,Noninvasive ventilation,48,0.011288805268109126
1,Cluster 1: Minimal ARF,32,Other support,7,0.0016462841015992475
1,Cluster 1: Minimal ARF,32,Room air,3589,0.8440733772342427
1,Cluster 1: Minimal ARF,33,Invasive ventilation,35,0.008231420507996237
1,Cluster 1: Minimal ARF,33,Low-flow oxygen,563,0.1324082784571966
1,Cluster 1: Minimal ARF,33,Noninvasive ventilation,45,0.010583254938852305
1,Cluster 1: Minimal ARF,33,Other support,9,0.0021166509877704608
1,Cluster 1: Minimal ARF,33,Room air,3600,0.8466603951081844
1,Cluster 1: Minimal ARF,34,Invasive ventilation,36,0.008466603951081843
1,Cluster 1: Minimal ARF,34,Low-flow oxygen,543,0.1277046095954845
1,Cluster 1: Minimal ARF,34,Noninvasive ventilation,45,0.010583254938852305
1,Cluster 1: Minimal ARF,34,Other support,8,0.0018814675446848542
1,Cluster 1: Minimal ARF,34,Room air,3620,0.8513640639698965
1,Cluster 1: Minimal ARF,35,Invasive ventilation,34,0.007998118089861209
1,Cluster 1: Minimal ARF,35,Low-flow oxygen,526,0.12373559162549988
1,Cluster 1: Minimal ARF,35,Noninvasive ventilation,46,0.010820983298047518
1,Cluster 1: Minimal ARF,35,Other support,8,0.0018819101387908728
1,Cluster 1: Minimal ARF,35,Room air,3637,0.8555633968478005
1,Cluster 1: Minimal ARF,36,Invasive ventilation,31,0.0072889724900070535
1,Cluster 1: Minimal ARF,36,Low-flow oxygen,514,0.12085586644721373
1,Cluster 1: Minimal ARF,36,Noninvasive ventilation,43,0.0101105102280743
1,Cluster 1: Minimal ARF,36,Other support,9,0.002116153303550435
1,Cluster 1: Minimal ARF,36,Room air,3656,0.8596284975311544
1,Cluster 1: Minimal ARF,37,Invasive ventilation,24,0.005647058823529412
1,Cluster 1: Minimal ARF,37,Low-flow oxygen,472,0.11105882352941177
1,Cluster 1: Minimal ARF,37,Noninvasive ventilation,36,0.008470588235294117
1,Cluster 1: Minimal ARF,37,Other support,7,0.0016470588235294118
1,Cluster 1: Minimal ARF,37,Room air,3711,0.8731764705882353
1,Cluster 1: Minimal ARF,38,Invasive ventilation,23,0.005411764705882353
1,Cluster 1: Minimal ARF,38,Low-flow oxygen,427,0.10047058823529412
1,Cluster 1: Minimal ARF,38,Noninvasive ventilation,39,0.009176470588235295
1,Cluster 1: Minimal ARF,38,Other support,5,0.001176470588235294
1,Cluster 1: Minimal ARF,38,Room air,3756,0.8837647058823529
1,Cluster 1: Minimal ARF,39,Invasive ventilation,17,0.0039990590449306045
1,Cluster 1: Minimal ARF,39,Low-flow oxygen,415,0.09762408844977652
1,Cluster 1: Minimal ARF,39,Noninvasive ventilation,31,0.007292401787814632
1,Cluster 1: Minimal ARF,39,Other support,4,9.409550693954364e-4
1,Cluster 1: Minimal ARF,39,Room air,3784,0.8901434956480828
1,Cluster 1: Minimal ARF,40,Invasive ventilation,17,0.0039990590449306045
1,Cluster 1: Minimal ARF,40,Low-flow oxygen,381,0.08962597035991532
1,Cluster 1: Minimal ARF,40,Noninvasive ventilation,30,0.007057163020465773
1,Cluster 1: Minimal ARF,40,Other support,6,0.0014114326040931546
1,Cluster 1: Minimal ARF,40,Room air,3817,0.8979063749705951
1,Cluster 1: Minimal ARF,41,Invasive ventilation,14,0.0032964445490934777
1,Cluster 1: Minimal ARF,41,Low-flow oxygen,361,0.08500117730162468
1,Cluster 1: Minimal ARF,41,Noninvasive ventilation,23,0.005415587473510714
1,Cluster 1: Minimal ARF,41,Other support,4,9.418412997409936e-4
1,Cluster 1: Minimal ARF,41,Room air,3845,0.9053449493760302
1,Cluster 1: Minimal ARF,42,Invasive ventilation,18,0.004234297812279464
1,Cluster 1: Minimal ARF,42,Low-flow oxygen,351,0.08256880733944955
1,Cluster 1: Minimal ARF,42,Noninvasive ventilation,24,0.0056457304163726185
1,Cluster 1: Minimal ARF,42,Other support,2,4.704775346977182e-4
1,Cluster 1: Minimal ARF,42,Room air,3856,0.9070806868972007
1,Cluster 1: Minimal ARF,43,Invasive ventilation,16,0.0037638202775817455
1,Cluster 1: Minimal ARF,43,Low-flow oxygen,331,0.07786403199247235
1,Cluster 1: Minimal ARF,43,Noninvasive ventilation,22,0.0051752528816749
1,Cluster 1: Minimal ARF,43,Other support,1,2.352387673488591e-4
1,Cluster 1: Minimal ARF,43,Room air,3881,0.9129616560809222
1,Cluster 1: Minimal ARF,44,Invasive ventilation,15,0.0035285815102328866
1,Cluster 1: Minimal ARF,44,Low-flow oxygen,321,0.07551164431898377
1,Cluster 1: Minimal ARF,44,Noninvasive ventilation,19,0.004469536579628322
1,Cluster 1: Minimal ARF,44,Other support,2,4.704775346977182e-4
1,Cluster 1: Minimal ARF,44,Room air,3894,0.9160197600564574
1,Cluster 1: Minimal ARF,45,Invasive ventilation,14,0.003293342742884027
1,Cluster 1: Minimal ARF,45,Low-flow oxygen,302,0.07104210773935545
1,Cluster 1: Minimal ARF,45,Noninvasive ventilation,26,0.0061162079510703364
1,Cluster 1: Minimal ARF,45,Other support,4,9.409550693954364e-4
1,Cluster 1: Minimal ARF,45,Room air,3905,0.9186073864972948
1,Cluster 1: Minimal ARF,46,Invasive ventilation,12,0.0028228652081863093
1,Cluster 1: Minimal ARF,46,Low-flow oxygen,286,0.0672782874617737
1,Cluster 1: Minimal ARF,46,Noninvasive ventilation,23,0.005410491649023759
1,Cluster 1: Minimal ARF,46,Other support,4,9.409550693954364e-4
1,Cluster 1: Minimal ARF,46,Room air,3926,0.9235474006116208
1,Cluster 1: Minimal ARF,47,Invasive ventilation,12,0.0028228652081863093
1,Cluster 1: Minimal ARF,47,Low-flow oxygen,286,0.0672782874617737
1,Cluster 1: Minimal ARF,47,Noninvasive ventilation,21,0.004940014114326041
1,Cluster 1: Minimal ARF,47,Other support,5,0.0011761938367442955
1,Cluster 1: Minimal ARF,47,Room air,3927,0.92378263937896965
1,Cluster 1: Minimal ARF,48,Invasive ventilation,11,0.00258762644083745
1,Cluster 1: Minimal ARF,48,Low-flow oxygen,271,0.06374970595154081
1,Cluster 1: Minimal ARF,48,Noninvasive ventilation,21,0.004940014114326041
1,Cluster 1: Minimal ARF,48,Other support,5,0.0011761938367442955
1,Cluster 1: Minimal ARF,48,Room air,3943,0.9275464596565514
1,Cluster 1: Minimal ARF,49,Invasive ventilation,10,0.0023501762632197414
1,Cluster 1: Minimal ARF,49,Low-flow oxygen,266,0.06251468860164512
1,Cluster 1: Minimal ARF,49,Noninvasive ventilation,31,0.007285546415981199
1,Cluster 1: Minimal ARF,49,Other support,4,9.400705052878966e-4
1,Cluster 1: Minimal ARF,49,Room air,3944,0.926909518213866
1,Cluster 1: Minimal ARF,50,Invasive ventilation,9,0.0021151586368977674
1,Cluster 1: Minimal ARF,50,Low-flow oxygen,256,0.06016451233842538
1,Cluster 1: Minimal ARF,50,Noninvasive ventilation,31,0.007285546415981199
1,Cluster 1: Minimal ARF,50,Other support,4,9.400705052878966e-4
1,Cluster 1: Minimal ARF,50,Room air,3955,0.9294947121034077
1,Cluster 1: Minimal ARF,51,Invasive ventilation,8,0.0018810251587114979
1,Cluster 1: Minimal ARF,51,Low-flow oxygen,258,0.060663061368445806
1,Cluster 1: Minimal ARF,51,Noninvasive ventilation,35,0.008229485069362802
1,Cluster 1: Minimal ARF,51,Other support,6,0.0014107688690336232
1,Cluster 1: Minimal ARF,51,Room air,3946,0.9278156595344462
1,Cluster 1: Minimal ARF,52,Invasive ventilation,9,0.002116153303550435
1,Cluster 1: Minimal ARF,52,Low-flow oxygen,260,0.06113331765812368
1,Cluster 1: Minimal ARF,52,Noninvasive ventilation,33,0.0077592287796849286
1,Cluster 1: Minimal ARF,52,Other support,6,0.0014107688690336232
1,Cluster 1: Minimal ARF,52,Room air,3945,0.9275805313896074
1,Cluster 1: Minimal ARF,53,Invasive ventilation,8,0.0018810251587114979
1,Cluster 1: Minimal ARF,53,Low-flow oxygen,265,0.06230895838231836
1,Cluster 1: Minimal ARF,53,Noninvasive ventilation,31,0.0072889724900070535
1,Cluster 1: Minimal ARF,53,Other support,6,0.0014107688690336232
1,Cluster 1: Minimal ARF,53,Room air,3943,0.9271102750999295
1,Cluster 1: Minimal ARF,54,Invasive ventilation,8,0.0018810251587114979
1,Cluster 1: Minimal ARF,54,Low-flow oxygen,253,0.05948742064425112
1,Cluster 1: Minimal ARF,54,Noninvasive ventilation,32,0.0075241006348459915
1,Cluster 1: Minimal ARF,54,Other support,4,9.405125793557489e-4
1,Cluster 1: Minimal ARF,54,Room air,3956,0.9301669409828357
1,Cluster 1: Minimal ARF,55,Invasive ventilation,8,0.0018823529411764706
1,Cluster 1: Minimal ARF,55,Low-flow oxygen,256,0.06023529411764706
1,Cluster 1: Minimal ARF,55,Noninvasive ventilation,29,0.006823529411764706
1,Cluster 1: Minimal ARF,55,Other support,4,9.411764705882353e-4
1,Cluster 1: Minimal ARF,55,Room air,3953,0.9301176470588235
1,Cluster 1: Minimal ARF,56,Invasive ventilation,8,0.0018805829807240243
1,Cluster 1: Minimal ARF,56,Low-flow oxygen,257,0.06041372825575929
1,Cluster 1: Minimal ARF,56,Noninvasive ventilation,35,0.008227550540667606
1,Cluster 1: Minimal ARF,56,Other support,2,4.701457451810061e-4
1,Cluster 1: Minimal ARF,56,Room air,3952,0.9290079924776681
1,Cluster 1: Minimal ARF,57,Invasive ventilation,10,0.0023507287259050304
1,Cluster 1: Minimal ARF,57,Low-flow oxygen,261,0.0613540197461213
1,Cluster 1: Minimal ARF,57,Noninvasive ventilation,33,0.007757404795486601
1,Cluster 1: Minimal ARF,57,Other support,4,9.402914903620122e-4
1,Cluster 1: Minimal ARF,57,Room air,3946,0.9275975552421251
1,Cluster 1: Minimal ARF,58,Invasive ventilation,10,0.0023507287259050304
1,Cluster 1: Minimal ARF,58,Low-flow oxygen,258,0.06064880112834979
1,Cluster 1: Minimal ARF,58,Noninvasive ventilation,31,0.007287259050305595
1,Cluster 1: Minimal ARF,58,Other support,6,0.0014104372355430183
1,Cluster 1: Minimal ARF,58,Room air,3949,0.9283027738598966
1,Cluster 1: Minimal ARF,59,Invasive ventilation,11,0.0025858015984955335
1,Cluster 1: Minimal ARF,59,Low-flow oxygen,252,0.05923836389280677
1,Cluster 1: Minimal ARF,59,Noninvasive ventilation,26,0.0061118946873530795
1,Cluster 1: Minimal ARF,59,Other support,7,0.0016455101081335214
1,Cluster 1: Minimal ARF,59,Room air,3958,0.9304184297132111
1,Cluster 1: Minimal ARF,60,Invasive ventilation,12,0.0028208744710860366
1,Cluster 1: Minimal ARF,60,Low-flow oxygen,247,0.058062999529854255
1,Cluster 1: Minimal ARF,60,Noninvasive ventilation,24,0.005641748942172073
1,Cluster 1: Minimal ARF,60,Other support,4,9.402914903620122e-4
1,Cluster 1: Minimal ARF,60,Room air,3967,0.9325340855665256
1,Cluster 1: Minimal ARF,61,Invasive ventilation,13,0.003055229142185664
1,Cluster 1: Minimal ARF,61,Low-flow oxygen,238,0.05593419506462985
1,Cluster 1: Minimal ARF,61,Noninvasive ventilation,23,0.005405405405405406
1,Cluster 1: Minimal ARF,61,Other support,6,0.001410105757931845
1,Cluster 1: Minimal ARF,61,Room air,3975,0.9341950646298472
1,Cluster 1: Minimal ARF,62,Invasive ventilation,13,0.003055229142185664
1,Cluster 1: Minimal ARF,62,Low-flow oxygen,259,0.06086956521739131
1,Cluster 1: Minimal ARF,62,Noninvasive ventilation,22,0.005170387779083431
1,Cluster 1: Minimal ARF,62,Other support,8,0.0018801410105757932
1,Cluster 1: Minimal ARF,62,Room air,3953,0.9290246768507638
1,Cluster 1: Minimal ARF,63,Invasive ventilation,8,0.0018827959519887032
1,Cluster 1: Minimal ARF,63,Low-flow oxygen,248,0.0583666745116498
1,Cluster 1: Minimal ARF,63,Noninvasive ventilation,24,0.00564838785596611
1,Cluster 1: Minimal ARF,63,Other support,8,0.0018827959519887032
1,Cluster 1: Minimal ARF,63,Room air,3961,0.9322193457284067
1,Cluster 1: Minimal ARF,64,Invasive ventilation,9,0.0021176470588235292
1,Cluster 1: Minimal ARF,64,Low-flow oxygen,261,0.06141176470588235
1,Cluster 1: Minimal ARF,64,Noninvasive ventilation,20,0.004705882352941176
1,Cluster 1: Minimal ARF,64,Other support,9,0.0021176470588235292
1,Cluster 1: Minimal ARF,64,Room air,3951,0.9296470588235294
1,Cluster 1: Minimal ARF,65,Invasive ventilation,7,0.0016470588235294118
1,Cluster 1: Minimal ARF,65,Low-flow oxygen,255,0.06
1,Cluster 1: Minimal ARF,65,Noninvasive ventilation,25,0.0058823529411764705
1,Cluster 1: Minimal ARF,65,Other support,10,0.002352941176470588
1,Cluster 1: Minimal ARF,65,Room air,3953,0.9301176470588235
1,Cluster 1: Minimal ARF,66,Invasive ventilation,8,0.0018823529411764706
1,Cluster 1: Minimal ARF,66,Low-flow oxygen,245,0.05764705882352941
1,Cluster 1: Minimal ARF,66,Noninvasive ventilation,23,0.005411764705882353
1,Cluster 1: Minimal ARF,66,Other support,8,0.0018823529411764706
1,Cluster 1: Minimal ARF,66,Room air,3966,0.9331764705882353
1,Cluster 1: Minimal ARF,67,Invasive ventilation,8,0.0018841262364578427
1,Cluster 1: Minimal ARF,67,Low-flow oxygen,238,0.05605275553462082
1,Cluster 1: Minimal ARF,67,Noninvasive ventilation,25,0.005887894488930758
1,Cluster 1: Minimal ARF,67,Other support,10,0.0023551577955723034
1,Cluster 1: Minimal ARF,67,Room air,3965,0.9338200659444182
1,Cluster 1: Minimal ARF,68,Invasive ventilation,8,0.0018841262364578427
1,Cluster 1: Minimal ARF,68,Low-flow oxygen,242,0.05699481865284974
1,Cluster 1: Minimal ARF,68,Noninvasive ventilation,24,0.005652378709373528
1,Cluster 1: Minimal ARF,68,Other support,12,0.002826189354686764
1,Cluster 1: Minimal ARF,68,Room air,3960,0.9326424870466321
1,Cluster 1: Minimal ARF,69,Invasive ventilation,9,0.0021191429244172355
1,Cluster 1: Minimal ARF,69,Low-flow oxygen,252,0.0593360018836826
1,Cluster 1: Minimal ARF,69,Noninvasive ventilation,25,0.00588650812338121
1,Cluster 1: Minimal ARF,69,Other support,9,0.0021191429244172355
1,Cluster 1: Minimal ARF,69,Room air,3952,0.9305392041441017
1,Cluster 1: Minimal ARF,70,Invasive ventilation,9,0.0021191429244172355
1,Cluster 1: Minimal ARF,70,Low-flow oxygen,250,0.0588650812338121
1,Cluster 1: Minimal ARF,70,Noninvasive ventilation,29,0.006828349423122204
1,Cluster 1: Minimal ARF,70,Other support,10,0.0023546032493524842
1,Cluster 1: Minimal ARF,70,Room air,3949,0.9298328231692959
1,Cluster 1: Minimal ARF,71,Invasive ventilation,9,0.002117148906139732
1,Cluster 1: Minimal ARF,71,Low-flow oxygen,264,0.062103034580098804
1,Cluster 1: Minimal ARF,71,Noninvasive ventilation,29,0.006821924253116914
1,Cluster 1: Minimal ARF,71,Other support,10,0.002352387673488591
1,Cluster 1: Minimal ARF,71,Room air,3939,0.926605504587156
1,Cluster 1: Minimal ARF,72,Invasive ventilation,9,0.002117148906139732
1,Cluster 1: Minimal ARF,72,Low-flow oxygen,274,0.06445542225358739
1,Cluster 1: Minimal ARF,72,Noninvasive ventilation,28,0.006586685485768054
1,Cluster 1: Minimal ARF,72,Other support,7,0.0016466713714420136
1,Cluster 1: Minimal ARF,72,Room air,3933,0.9251940719830628
2,Cluster 2: Resolving ARF,0,Invasive ventilation,342,0.08751279426816785
