site_name,stratum,pooled_cluster_label,variable,level,summary_type,n_nonmissing,mean,sd,median,p25,p75,pooled_cluster
pooled,1,Cluster 1: Minimal ARF,age_years,,continuous,4247,67.94198322039084,10.56418547563517,,,,1
pooled,1,Cluster 1: Minimal ARF,charlson_score,,continuous,4247,7.794207675994821,3.2126009520592973,,,,1
pooled,1,Cluster 1: Minimal ARF,deescalations_icu,,continuous,4247,1.4087591240817052,2.265699618717982,,,,1
pooled,1,Cluster 1: Minimal ARF,escalations_icu,,continuous,4247,0.9484341888391823,2.291709601705154,,,,1
pooled,1,Cluster 1: Minimal ARF,icu_los_hours,,continuous,4247,73.32755670665567,123.59141107660884,,,,1
pooled,1,Cluster 1: Minimal ARF,imv_hours_72h,,continuous,4247,0.5380268424947025,2.7383809551362104,,,,1
pooled,1,Cluster 1: Minimal ARF,imv_hours_icu,,continuous,4247,1.8113962797268677,18.782764924886852,,,,1
pooled,1,Cluster 1: Minimal ARF,no2_1y,,continuous,4167,6.719435665432353,2.9596572621193147,,,,1
pooled,1,Cluster 1: Minimal ARF,no2_3y,,continuous,4167,7.108352113549348,3.108895978811046,,,,1
pooled,1,Cluster 1: Minimal ARF,no2_5y,,continuous,4167,7.484723653705807,3.24593363084349,,,,1
pooled,1,Cluster 1: Minimal ARF,pm25_1y,,continuous,4167,8.032096685757496,1.5529908193515287,,,,1
pooled,1,Cluster 1: Minimal ARF,pm25_3y,,continuous,4167,7.740231553695557,1.0903277077829059,,,,1
pooled,1,Cluster 1: Minimal ARF,pm25_5y,,continuous,4167,7.692497454250435,0.9572031223324305,,,,1
pooled,1,Cluster 1: Minimal ARF,sofa_cns,,continuous,4247,0.6300918295384978,0.9742171107330498,,,,1
pooled,1,Cluster 1: Minimal ARF,sofa_coag,,continuous,4247,0.3360018836649398,0.7233286014339163,,,,1
pooled,1,Cluster 1: Minimal ARF,sofa_cv,,continuous,4247,0.7186249117023781,1.047927857941777,,,,1
pooled,1,Cluster 1: Minimal ARF,sofa_liver,,continuous,4247,0.077701907240405,0.3703438748662451,,,,1
pooled,1,Cluster 1: Minimal ARF,sofa_renal,,continuous,4247,0.32728985167176844,0.7619463243565994,,,,1
pooled,1,Cluster 1: Minimal ARF,sofa_resp,,continuous,4247,0.4040499175947727,0.9340790186650894,,,,1
pooled,1,Cluster 1: Minimal ARF,sofa_total,,continuous,4247,2.493760301371557,2.5670281825501395,,,,1
pooled,1,Cluster 1: Minimal ARF,vaso_hours_72h,,continuous,4247,1.6583470685248396,6.307276629634036,,,,1
pooled,1,Cluster 1: Minimal ARF,vaso_mean_72h,,continuous,4247,0.1455144807982106,0.35266031918336294,,,,1
pooled,2,Cluster 2: Resolving ARF,age_years,,continuous,3908,70.26271434447541,10.280213519958462,,,,2
pooled,2,Cluster 2: Resolving ARF,charlson_score,,continuous,3908,7.480552712397646,3.3475241742622157,,,,2
pooled,2,Cluster 2: Resolving ARF,deescalations_icu,,continuous,3908,2.8766632548538893,4.8556472677342875,,,,2
pooled,2,Cluster 2: Resolving ARF,escalations_icu,,continuous,3908,2.52047082905476,4.997090587727459,,,,2
pooled,2,Cluster 2: Resolving ARF,icu_los_hours,,continuous,3908,107.82821022171602,179.5833083727607,,,,2
pooled,2,Cluster 2: Resolving ARF,imv_hours_72h,,continuous,3908,1.26305015355476,4.677015898791254,,,,2
pooled,2,Cluster 2: Resolving ARF,imv_hours_icu,,continuous,3908,7.266120777872569,54.71584982204387,,,,2
pooled,2,Cluster 2: Resolving ARF,no2_1y,,continuous,3847,6.881067494511617,3.032173866608326,,,,2
pooled,2,Cluster 2: Resolving ARF,no2_3y,,continuous,3847,7.262877585393486,3.165050970024954,,,,2
pooled,2,Cluster 2: Resolving ARF,no2_5y,,continuous,3847,7.628929251473973,3.308744364525924,,,,2
pooled,2,Cluster 2: Resolving ARF,pm25_1y,,continuous,3847,8.118631300992503,1.550725671379223,,,,2
pooled,2,Cluster 2: Resolving ARF,pm25_3y,,continuous,3847,7.825689417686053,1.1204913485591892,,,,2
pooled,2,Cluster 2: Resolving ARF,pm25_5y,,continuous,3847,7.7688466289105875,0.9852088003330414,,,,2
pooled,2,Cluster 2: Resolving ARF,sofa_cns,,continuous,3908,0.7111054247845444,1.078543086436118,,,,2
pooled,2,Cluster 2: Resolving ARF,sofa_coag,,continuous,3908,0.3991811668549135,0.8187834214165951,,,,2
pooled,2,Cluster 2: Resolving ARF,sofa_cv,,continuous,3908,0.9557318321517397,1.218757670844455,,,,2
pooled,2,Cluster 2: Resolving ARF,sofa_liver,,continuous,3908,0.10900716480271255,0.44381335754085227,,,,2
pooled,2,Cluster 2: Resolving ARF,sofa_renal,,continuous,3908,0.4470317297784032,0.8555866735507429,,,,2
pooled,2,Cluster 2: Resolving ARF,sofa_resp,,continuous,3908,1.2776356192574188,1.4176269165342983,,,,2
pooled,2,Cluster 2: Resolving ARF,sofa_total,,continuous,3908,3.8996929375818827,3.1504660451661928,,,,2
pooled,2,Cluster 2: Resolving ARF,vaso_hours_72h,,continuous,3908,3.3139713408403266,8.965105364465028,,,,2
pooled,2,Cluster 2: Resolving ARF,vaso_mean_72h,,continuous,3908,0.2264585465560389,0.4185927728300663,,,,2
pooled,3,Cluster 3: Stable ARF,age_years,,continuous,1332,69.41223209753002,10.210653369712382,,,,3
pooled,3,Cluster 3: Stable ARF,charlson_score,,continuous,1332,7.7642642642402375,3.193953126320404,,,,3
pooled,3,Cluster 3: Stable ARF,deescalations_icu,,continuous,1332,4.870120120139639,9.677463063502708,,,,3
pooled,3,Cluster 3: Stable ARF,escalations_icu,,continuous,1332,4.557057057060058,9.55582528577313,,,,3
pooled,3,Cluster 3: Stable ARF,icu_los_hours,,continuous,1332,174.90606856979483,247.8148479950135,,,,3
pooled,3,Cluster 3: Stable ARF,imv_hours_72h,,continuous,1332,1.2027027026944466,4.5410946255880615,,,,3
pooled,3,Cluster 3: Stable ARF,imv_hours_icu,,continuous,1332,17.57882882880557,116.2639188018346,,,,3
pooled,3,Cluster 3: Stable ARF,no2_1y,,continuous,1316,6.882034638071062,2.8570841545522603,,,,3
pooled,3,Cluster 3: Stable ARF,no2_3y,,continuous,1316,7.260515084392372,2.975916493941397,,,,3
pooled,3,Cluster 3: Stable ARF,no2_5y,,continuous,1316,7.656194004042485,3.1208908771844523,,,,3
pooled,3,Cluster 3: Stable ARF,pm25_1y,,continuous,1316,8.240140350012494,1.595992873300968,,,,3
pooled,3,Cluster 3: Stable ARF,pm25_3y,,continuous,1316,7.9117406328206,1.083658864301847,,,,3
pooled,3,Cluster 3: Stable ARF,pm25_5y,,continuous,1316,7.843815339031565,0.9285609111794264,,,,3
pooled,3,Cluster 3: Stable ARF,sofa_cns,,continuous,1332,0.5600600600690692,0.9714926880707673,,,,3
pooled,3,Cluster 3: Stable ARF,sofa_coag,,continuous,1332,0.43918918917192185,0.8999851089533993,,,,3
pooled,3,Cluster 3: Stable ARF,sofa_cv,,continuous,1332,0.8303303303475971,1.1902605813145997,,,,3
pooled,3,Cluster 3: Stable ARF,sofa_liver,,continuous,1332,0.09009009007132134,0.4076551381347361,,,,3
pooled,3,Cluster 3: Stable ARF,sofa_renal,,continuous,1332,0.3866366366448948,0.7674257280343032,,,,3
pooled,3,Cluster 3: Stable ARF,sofa_resp,,continuous,1332,2.445195195194446,1.2297951578014332,,,,3
pooled,3,Cluster 3: Stable ARF,sofa_total,,continuous,1332,4.7515015014992485,2.952001065524499,,,,3
pooled,3,Cluster 3: Stable ARF,vaso_hours_72h,,continuous,1332,2.91816816815841,8.25222599709704,,,,3
