exposure_label,phenotype,low,high,risk_diff_weighted,risk_ratio_weighted,n_sites,n_patients
NO₂,Minimal ARF,0.05221175571115123,0.0710642670673527,0.01885251135620139,1.403833527698308,10,4247
NO₂,Resolving ARF,0.14580033251880006,0.1843060815192875,0.0385057490004872,1.2794201822788855,10,3908
NO₂,Stable ARF,0.3929007634128289,0.4648870557870108,0.07198629237418211,1.1987299161083254,10,1332
NO₂,Persistent ARF,0.4692061130125056,0.520796883253985,0.05159077024147934,1.122507475351623,10,1615
PM₂.₅,Minimal ARF,0.06258773718965178,0.05870263163441801,-0.00388510555523375,0.8904140004210118,10,4247
PM₂.₅,Resolving ARF,0.17543698733846178,0.14973910006528646,-0.02569788727317505,0.8446570266642779,10,3908
PM₂.₅,Stable ARF,0.4584238375647884,0.40103087219882766,-0.05739296536596084,0.9025858115098546,10,1332
PM₂.₅,Persistent ARF,0.5068739746307342,0.47862005967699406,-0.02825391495374044,0.951778356656671,10,1615
