mediator,n_sites,beta_total_mean,beta_direct_mean,beta_indirect_mean,pct_mediated_median,pct_mediated_iqr_low,pct_mediated_iqr_high,model,pooled_beta,pooled_beta_low,pooled_beta_high,pooled_or,pooled_or_low,pooled_or_high
Severity rank,10,0.1643658060285856,0.11542502213200004,0.04894078389658557,0.19409546783632456,-0.08838773863996532,0.39537346989123373,glm_direct_no2_severity,0.13603335831780097,0.032065456764471784,0.24000125987113016,1.1457201122530187,1.0325850927722804,1.2712507519325174
Trajectory phenotype,10,0.1643658060285856,0.11542502213185424,0.04894078389673138,0.19409546783657988,-0.08838773864017324,0.39537346989243155,glm_direct_no2_cluster,0.13603335831776256,0.03206545676443259,0.24000125987109253,1.1457201122529748,1.03258509277224,1.2712507519324694
