site_run,site_name,exposure,pooled_cluster,pooled_cluster_label,model,term,estimate,std_error,effect,conf_low,conf_high,is_reference
Michigan,Michigan,PM2.5,3,Cluster 3: Stable ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra3,0.541419609798553,0.402059906062034,1.7184446522867498,0.7814392978114739,3.7789909353719002,FALSE
Michigan,Michigan,PM2.5,4,Cluster 4: Persistent ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra4,0.440516078227334,0.2993461512940961,1.5535087437072999,0.863982834105333,2.7933302856348106,FALSE
Michigan,Michigan,NO2,2,Cluster 2: Resolving ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra2,0.0991609220979192,0.30156405948533593,1.1042439825202202,0.611460675309112,1.99416711845893,FALSE
Michigan,Michigan,NO2,3,Cluster 3: Stable ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra3,0.5199538877421339,0.3548085219991561,1.68195008939442,0.8390618845215702,3.37157026841585,FALSE
Michigan,Michigan,NO2,4,Cluster 4: Persistent ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra4,0.5499771625297071,0.340153065895143,1.7332134352050699,0.8898317788717,3.37595136890308,FALSE
NU,NU,PM2.5,2,Cluster 2: Resolving ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra2,-0.14256198541498202,0.13768721475451898,0.867133802977751,0.6620402486463529,1.1357633222513,FALSE
NU,NU,PM2.5,3,Cluster 3: Stable ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra3,-0.0692095258225844,0.15856995590164902,0.9331311445234081,0.6838568688049528,1.27326897279131,FALSE
NU,NU,PM2.5,4,Cluster 4: Persistent ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra4,-0.08962447588331442,0.16709161499415698,0.9142744529208952,0.658939179220743,1.26855072762911,FALSE
NU,NU,NO2,2,Cluster 2: Resolving ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra2,-0.025753565837262602,0.13568814448349303,0.9745752286487991,0.746990860379747,1.2714973190073697,FALSE
NU,NU,NO2,3,Cluster 3: Stable ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra3,0.047000420308653,0.16049398962992903,1.0481224496145,0.765238446182484,1.4355795567593896,FALSE
NU,NU,NO2,4,Cluster 4: Persistent ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra4,-0.14025404680952203,0.16523645515713806,0.86913740576449106,0.6286896797702599,1.2015464137650098,FALSE
OHSU,OHSU,PM2.5,2,Cluster 2: Resolving ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra2,0.41161920392169205,0.43780030762359706,1.5092596067498698,0.6398833409426168,3.55981225767063,FALSE
OHSU,OHSU,PM2.5,3,Cluster 3: Stable ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra3,0.22899911560872402,0.5970205652729178,1.257340927028,0.390174504566761,4.051792693464241,FALSE
OHSU,OHSU,PM2.5,4,Cluster 4: Persistent ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra4,1.13783142186094,0.653258839107827,3.1199950705273003,0.8671390774431803,11.2258454189576,FALSE
OHSU,OHSU,NO2,2,Cluster 2: Resolving ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra2,-0.16609340976662504,0.36316578576081004,0.846967115493631,0.41565555692319095,1.7258359302054498,FALSE
OHSU,OHSU,NO2,3,Cluster 3: Stable ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra3,-0.8269064639366109,0.5463692707762229,0.4374003091556801,0.14989949621926105,1.2763153664615203,FALSE
OHSU,OHSU,NO2,4,Cluster 4: Persistent ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra4,0.314593973555894,0.55651760803757,1.3697030623749198,0.460160223495978,4.0770287897246815,FALSE
Penn,Penn,PM2.5,2,Cluster 2: Resolving ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra2,-0.016648668857182098,0.109979236118691,0.9834891543127608,0.79278123014035,1.2200729279117704,FALSE
Penn,Penn,PM2.5,3,Cluster 3: Stable ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra3,-0.17410778859999604,0.15260343446440905,0.840206328113522,0.6229989035486551,1.1331427226932103,FALSE
Penn,Penn,PM2.5,4,Cluster 4: Persistent ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra4,-0.09095270740191971,0.14672421280184103,0.9130608908999469,0.6848659423346369,1.2172896021797697,FALSE
Penn,Penn,NO2,2,Cluster 2: Resolving ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra2,0.0279498942947312,0.109054796440455,1.02834415722128,0.8304417368215912,1.27340866770323,FALSE
Penn,Penn,NO2,3,Cluster 3: Stable ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra3,-0.19170463517648603,0.14997909219756506,0.825550671112826,0.6152887212556458,1.10766520989366,FALSE
Penn,Penn,NO2,4,Cluster 4: Persistent ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra4,-0.19285195343857897,0.14929240597509205,0.8246040448961881,0.6154109215665179,1.1049069930840598,FALSE
Rush,Rush,PM2.5,2,Cluster 2: Resolving ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra2,0.25246899940443907,0.4224829118316341,1.2871995915823198,0.562368748694061,2.9462568686779402,FALSE
Rush,Rush,PM2.5,3,Cluster 3: Stable ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra3,-0.292189855486833,0.5031115286920259,0.7466267713272319,0.278513582188994,2.0015237005003708,FALSE
Rush,Rush,PM2.5,4,Cluster 4: Persistent ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra4,-0.40104510569503,0.4289627763296422,0.6696198566877041,0.28886028597384916,1.5522755264150603,FALSE
Rush,Rush,NO2,2,Cluster 2: Resolving ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra2,0.317627865685329,0.468350822423329,1.37386490381221,0.5486252110612041,3.44042660794961,FALSE
Rush,Rush,NO2,3,Cluster 3: Stable ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra3,-0.11859004996917401,0.59551483364396,0.8881718322094942,0.27642959384638005,2.85370749402742,FALSE
Rush,Rush,NO2,4,Cluster 4: Persistent ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra4,-0.61832067577874,0.483127547881322,0.5388485796797882,0.20903560772769303,1.3890350786607002,FALSE
UCMC,UCMC,PM2.5,2,Cluster 2: Resolving ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra2,-0.27621072509695704,0.30287961143780606,0.7586530466792211,0.41901240071683304,1.37359764114624,FALSE
UCMC,UCMC,PM2.5,3,Cluster 3: Stable ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra3,0.130609355136589,0.343897499012469,1.13952254572393,0.5807529992352328,2.2359103335205996,FALSE
UCMC,UCMC,PM2.5,4,Cluster 4: Persistent ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra4,-0.12871057828114998,0.325395170952131,0.8792283965186651,0.4646433702498571,1.66373313973917,FALSE
UCMC,UCMC,NO2,2,Cluster 2: Resolving ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra2,-0.14470725626509603,0.27715366534773206,0.865275560036946,0.5026161907789448,1.4896093849203897,FALSE
UCMC,UCMC,NO2,3,Cluster 3: Stable ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra3,0.26957790439809404,0.34432098018631,1.3094116371782298,0.6667826043073779,2.5713910718453405,FALSE
UCMC,UCMC,NO2,4,Cluster 4: Persistent ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra4,-0.0156909719299993,0.322971336848022,0.9844314900177439,0.5227171454219849,1.85397660479686,FALSE
UCSF,UCSF,PM2.5,2,Cluster 2: Resolving ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra2,-0.5532614186858712,0.50983351666728,0.5750712006197982,0.21171058303903803,1.56207063924298,FALSE
UCSF,UCSF,PM2.5,3,Cluster 3: Stable ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra3,-0.9240518406853951,0.5692788541683621,0.39690757233194907,0.13004972588507202,1.2113491197486899,FALSE
UCSF,UCSF,PM2.5,4,Cluster 4: Persistent ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra4,-0.5101626538099309,0.59942173177051294,0.600397913861529,0.18543900814168301,1.94391492157819,FALSE
UCSF,UCSF,NO2,2,Cluster 2: Resolving ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra2,-0.20036538281962304,0.45173939398832696,0.8184316575724171,0.3376401501923919,1.98385878496694,FALSE
UCSF,UCSF,NO2,3,Cluster 3: Stable ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra3,0.20754542512850202,0.51403001294436,1.2306536181691696,0.4493499032258871,3.37044320481699,FALSE
UCSF,UCSF,NO2,4,Cluster 4: Persistent ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra4,-0.10547181032335,0.5084681469646418,0.8998998403747481,0.33218295971613593,2.4378725609480996,FALSE
UMN,UMN,PM2.5,2,Cluster 2: Resolving ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra2,0.014102481153067498,0.20390528456173906,1.0142023902433,0.680075215031824,1.51248930359429,FALSE
UMN,UMN,PM2.5,3,Cluster 3: Stable ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra3,0.22971902611307002,0.25117245414744505,1.2582464258688701,0.7690656180785862,2.058581258862111,FALSE
UMN,UMN,PM2.5,4,Cluster 4: Persistent ARF,glm_interaction_pm25,pm25_5y_z:traj_cluster_ra4,0.6245846437018909,0.24436295633932703,1.8674701308407702,1.15677186332741,3.0148076730972098,FALSE
UMN,UMN,NO2,2,Cluster 2: Resolving ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra2,0.020925343716541898,0.201878171610064,1.02114581384042,0.6874570853909778,1.5168056236278,FALSE
UMN,UMN,NO2,3,Cluster 3: Stable ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra3,0.336629103740481,0.24746000739589905,1.4002196311929798,0.8620926678799701,2.27425088813212,FALSE
UMN,UMN,NO2,4,Cluster 4: Persistent ARF,glm_interaction_no2,no2_5y_z:traj_cluster_ra4,0.485783519511412,0.24430128397333703,1.62544808032665,1.00697723116897,2.6237747786714913,FALSE
Emory,Emory,NO2,1,Cluster 1: Minimal ARF,glm_interaction_no2,reference,0,,1,,,TRUE
Emory,Emory,PM2.5,1,Cluster 1: Minimal ARF,glm_interaction_pm25,reference,0,,1,,,TRUE
Hopkins,Hopkins,NO2,1,Cluster 1: Minimal ARF,glm_interaction_no2,reference,0,,1,,,TRUE
Hopkins,Hopkins,PM2.5,1,Cluster 1: Minimal ARF,glm_interaction_pm25,reference,0,,1,,,TRUE
Michigan,Michigan,NO2,1,Cluster 1: Minimal ARF,glm_interaction_no2,reference,0,,1,,,TRUE
Michigan,Michigan,PM2.5,1,Cluster 1: Minimal ARF,glm_interaction_pm25,reference,0,,1,,,TRUE
NU,NU,NO2,1,Cluster 1: Minimal ARF,glm_interaction_no2,reference,0,,1,,,TRUE
NU,NU,PM2.5,1,Cluster 1: Minimal ARF,glm_interaction_pm25,reference,0,,1,,,TRUE
OHSU,OHSU,NO2,1,Cluster 1: Minimal ARF,glm_interaction_no2,reference,0,,1,,,TRUE
OHSU,OHSU,PM2.5,1,Cluster 1: Minimal ARF,glm_interaction_pm25,reference,0,,1,,,TRUE
Penn,Penn,NO2,1,Cluster 1: Minimal ARF,glm_interaction_no2,reference,0,,1,,,TRUE
Penn,Penn,PM2.5,1,Cluster 1: Minimal ARF,glm_interaction_pm25,reference,0,,1,,,TRUE
Rush,Rush,NO2,1,Cluster 1: Minimal ARF,glm_interaction_no2,reference,0,,1,,,TRUE
Rush,Rush,PM2.5,1,Cluster 1: Minimal ARF,glm_interaction_pm25,reference,0,,1,,,TRUE
UCMC,UCMC,NO2,1,Cluster 1: Minimal ARF,glm_interaction_no2,reference,0,,1,,,TRUE
UCMC,UCMC,PM2.5,1,Cluster 1: Minimal ARF,glm_interaction_pm25,reference,0,,1,,,TRUE
UCSF,UCSF,NO2,1,Cluster 1: Minimal ARF,glm_interaction_no2,reference,0,,1,,,TRUE
UCSF,UCSF,PM2.5,1,Cluster 1: Minimal ARF,glm_interaction_pm25,reference,0,,1,,,TRUE
UMN,UMN,NO2,1,Cluster 1: Minimal ARF,glm_interaction_no2,reference,0,,1,,,TRUE
UMN,UMN,PM2.5,1,Cluster 1: Minimal ARF,glm_interaction_pm25,reference,0,,1,,,TRUE
