site_name,admit_year,death_in_hosp_pct,hospice_discharge_pct,advanced_cancer_pct,metric,value
Emory,2022,0.2571428571428571,0.07142857142857142,0.6285714285714286,Hospitalizations,70
Emory,2022,0.2571428571428571,0.07142857142857142,0.6285714285714286,Death or hospice discharge (%),32.857142857142854
Emory,2022,0.2571428571428571,0.07142857142857142,0.6285714285714286,Any IMV in first 72h (%),21.428571428571427
Emory,2022,0.2571428571428571,0.07142857142857142,0.6285714285714286,Any vasopressor in first 72h (%),22.857142857142858
Emory,2022,0.2571428571428571,0.07142857142857142,0.6285714285714286,Mean SOFA total,3.557142857142857
Emory,2023,0.19661016949152543,0.06101694915254237,0.6949152542372882,Hospitalizations,295
Emory,2023,0.19661016949152543,0.06101694915254237,0.6949152542372882,Death or hospice discharge (%),25.76271186440678
Emory,2023,0.19661016949152543,0.06101694915254237,0.6949152542372882,Any IMV in first 72h (%),21.01694915254237
Emory,2023,0.19661016949152543,0.06101694915254237,0.6949152542372882,Any vasopressor in first 72h (%),25.423728813559322
Emory,2023,0.19661016949152543,0.06101694915254237,0.6949152542372882,Mean SOFA total,4.122033898305085
Emory,2024,0.17737789203084833,0.09254498714652956,0.6246786632390745,Hospitalizations,389
Emory,2024,0.17737789203084833,0.09254498714652956,0.6246786632390745,Death or hospice discharge (%),26.99228791773779
Emory,2024,0.17737789203084833,0.09254498714652956,0.6246786632390745,Any IMV in first 72h (%),19.794344473007712
Emory,2024,0.17737789203084833,0.09254498714652956,0.6246786632390745,Any vasopressor in first 72h (%),24.93573264781491
Emory,2024,0.17737789203084833,0.09254498714652956,0.6246786632390745,Mean SOFA total,3.843187660668381
Hopkins,2018,0.1728395061728395,0.12037037037037036,0.6296296296296297,Hospitalizations,324
Hopkins,2018,0.1728395061728395,0.12037037037037036,0.6296296296296297,Death or hospice discharge (%),29.32098765432099
Hopkins,2018,0.1728395061728395,0.12037037037037036,0.6296296296296297,Any IMV in first 72h (%),23.456790123456788
Hopkins,2018,0.1728395061728395,0.12037037037037036,0.6296296296296297,Any vasopressor in first 72h (%),21.604938271604937
Hopkins,2018,0.1728395061728395,0.12037037037037036,0.6296296296296297,Mean SOFA total,4.555555555555555
Hopkins,2019,0.16463414634146342,0.0975609756097561,0.5853658536585366,Hospitalizations,328
Hopkins,2019,0.16463414634146342,0.0975609756097561,0.5853658536585366,Death or hospice discharge (%),26.21951219512195
Hopkins,2019,0.16463414634146342,0.0975609756097561,0.5853658536585366,Any IMV in first 72h (%),17.98780487804878
Hopkins,2019,0.16463414634146342,0.0975609756097561,0.5853658536585366,Any vasopressor in first 72h (%),21.036585365853654
Hopkins,2019,0.16463414634146342,0.0975609756097561,0.5853658536585366,Mean SOFA total,3.966463414634146
Hopkins,2020,0.2114695340501792,0.1111111111111111,0.5842293906810035,Hospitalizations,279
Hopkins,2020,0.2114695340501792,0.1111111111111111,0.5842293906810035,Death or hospice discharge (%),32.25806451612903
Hopkins,2020,0.2114695340501792,0.1111111111111111,0.5842293906810035,Any IMV in first 72h (%),22.58064516129032
Hopkins,2020,0.2114695340501792,0.1111111111111111,0.5842293906810035,Any vasopressor in first 72h (%),25.448028673835125
Hopkins,2020,0.2114695340501792,0.1111111111111111,0.5842293906810035,Mean SOFA total,4.161290322580645
Hopkins,2021,0.23157894736842105,0.1263157894736842,0.6842105263157895,Hospitalizations,285
Hopkins,2021,0.23157894736842105,0.1263157894736842,0.6842105263157895,Death or hospice discharge (%),35.78947368421053
Hopkins,2021,0.23157894736842105,0.1263157894736842,0.6842105263157895,Any IMV in first 72h (%),28.07017543859649
Hopkins,2021,0.23157894736842105,0.1263157894736842,0.6842105263157895,Any vasopressor in first 72h (%),31.2280701754386
Hopkins,2021,0.23157894736842105,0.1263157894736842,0.6842105263157895,Mean SOFA total,4.771929824561403
Hopkins,2022,0.24669603524229075,0.12334801762114538,0.6916299559471366,Hospitalizations,227
Hopkins,2022,0.24669603524229075,0.12334801762114538,0.6916299559471366,Death or hospice discharge (%),37.00440528634361
Hopkins,2022,0.24669603524229075,0.12334801762114538,0.6916299559471366,Any IMV in first 72h (%),22.46696035242291
Hopkins,2022,0.24669603524229075,0.12334801762114538,0.6916299559471366,Any vasopressor in first 72h (%),28.193832599118945
Hopkins,2022,0.24669603524229075,0.12334801762114538,0.6916299559471366,Mean SOFA total,4.458149779735683
Hopkins,2023,0.228,0.128,0.708,Hospitalizations,250
Hopkins,2023,0.228,0.128,0.708,Death or hospice discharge (%),35.6
Hopkins,2023,0.228,0.128,0.708,Any IMV in first 72h (%),26.8
Hopkins,2023,0.228,0.128,0.708,Any vasopressor in first 72h (%),30
Hopkins,2023,0.228,0.128,0.708,Mean SOFA total,4.684
Hopkins,2024,0.18072289156626503,0.13253012048192772,0.6947791164658634,Hospitalizations,249
Hopkins,2024,0.18072289156626503,0.13253012048192772,0.6947791164658634,Death or hospice discharge (%),31.32530120481928
Hopkins,2024,0.18072289156626503,0.13253012048192772,0.6947791164658634,Any IMV in first 72h (%),22.088353413654616
Hopkins,2024,0.18072289156626503,0.13253012048192772,0.6947791164658634,Any vasopressor in first 72h (%),29.31726907630522
Hopkins,2024,0.18072289156626503,0.13253012048192772,0.6947791164658634,Mean SOFA total,4.550200803212851
Michigan,2018,0.27722772277227725,0.099009900990099,0.6435643564356436,Hospitalizations,101
Michigan,2018,0.27722772277227725,0.099009900990099,0.6435643564356436,Death or hospice discharge (%),37.62376237623762
Michigan,2018,0.27722772277227725,0.099009900990099,0.6435643564356436,Any IMV in first 72h (%),25.742574257425744
Michigan,2018,0.27722772277227725,0.099009900990099,0.6435643564356436,Any vasopressor in first 72h (%),17.82178217821782
Michigan,2018,0.27722772277227725,0.099009900990099,0.6435643564356436,Mean SOFA total,4.03960396039604
Michigan,2019,0.25287356321839083,0.06896551724137931,0.6436781609195402,Hospitalizations,87
Michigan,2019,0.25287356321839083,0.06896551724137931,0.6436781609195402,Death or hospice discharge (%),32.18390804597701
Michigan,2019,0.25287356321839083,0.06896551724137931,0.6436781609195402,Any IMV in first 72h (%),32.18390804597701
Michigan,2019,0.25287356321839083,0.06896551724137931,0.6436781609195402,Any vasopressor in first 72h (%),25.287356321839084
Michigan,2019,0.25287356321839083,0.06896551724137931,0.6436781609195402,Mean SOFA total,4.2298850574712645
Michigan,2020,0.22666666666666663,0.12,0.7333333333333333,Hospitalizations,75
Michigan,2020,0.22666666666666663,0.12,0.7333333333333333,Death or hospice discharge (%),34.66666666666667
Michigan,2020,0.22666666666666663,0.12,0.7333333333333333,Any IMV in first 72h (%),28.000000000000004
Michigan,2020,0.22666666666666663,0.12,0.7333333333333333,Any vasopressor in first 72h (%),24
Michigan,2020,0.22666666666666663,0.12,0.7333333333333333,Mean SOFA total,4.08
Michigan,2021,0.375,0.046875,0.796875,Hospitalizations,64
Michigan,2021,0.375,0.046875,0.796875,Death or hospice discharge (%),42.1875
Michigan,2021,0.375,0.046875,0.796875,Any IMV in first 72h (%),29.6875
Michigan,2021,0.375,0.046875,0.796875,Any vasopressor in first 72h (%),31.25
Michigan,2021,0.375,0.046875,0.796875,Mean SOFA total,4.421875
Michigan,2022,0.27631578947368424,0.07894736842105263,0.6710526315789473,Hospitalizations,76
Michigan,2022,0.27631578947368424,0.07894736842105263,0.6710526315789473,Death or hospice discharge (%),35.526315789473685
Michigan,2022,0.27631578947368424,0.07894736842105263,0.6710526315789473,Any IMV in first 72h (%),32.89473684210527
Michigan,2022,0.27631578947368424,0.07894736842105263,0.6710526315789473,Any vasopressor in first 72h (%),34.21052631578947
Michigan,2022,0.27631578947368424,0.07894736842105263,0.6710526315789473,Mean SOFA total,4.776315789473684
Michigan,2023,0.31746031746031744,0.07936507936507936,0.6984126984126984,Hospitalizations,63
Michigan,2023,0.31746031746031744,0.07936507936507936,0.6984126984126984,Death or hospice discharge (%),39.682539682539684
Michigan,2023,0.31746031746031744,0.07936507936507936,0.6984126984126984,Any IMV in first 72h (%),19.04761904761905
Michigan,2023,0.31746031746031744,0.07936507936507936,0.6984126984126984,Any vasopressor in first 72h (%),28.57142857142857
Michigan,2023,0.31746031746031744,0.07936507936507936,0.6984126984126984,Mean SOFA total,4.333333333333333
Michigan,2024,0.26666666666666666,0.08,0.6533333333333333,Hospitalizations,75
Michigan,2024,0.26666666666666666,0.08,0.6533333333333333,Death or hospice discharge (%),34.66666666666667
Michigan,2024,0.26666666666666666,0.08,0.6533333333333333,Any IMV in first 72h (%),38.666666666666664
Michigan,2024,0.26666666666666666,0.08,0.6533333333333333,Any vasopressor in first 72h (%),36
Michigan,2024,0.26666666666666666,0.08,0.6533333333333333,Mean SOFA total,5.413333333333333
NU,2018,0.18090452261306533,0.12060301507537688,0.7085427135678392,Hospitalizations,199
NU,2018,0.18090452261306533,0.12060301507537688,0.7085427135678392,Death or hospice discharge (%),30.15075376884422
NU,2018,0.18090452261306533,0.12060301507537688,0.7085427135678392,Any IMV in first 72h (%),24.120603015075375
NU,2018,0.18090452261306533,0.12060301507537688,0.7085427135678392,Any vasopressor in first 72h (%),21.105527638190956
NU,2018,0.18090452261306533,0.12060301507537688,0.7085427135678392,Mean SOFA total,4.211055276381909
NU,2019,0.2258064516129032,0.12544802867383512,0.6810035842293907,Hospitalizations,279
NU,2019,0.2258064516129032,0.12544802867383512,0.6810035842293907,Death or hospice discharge (%),35.12544802867383
NU,2019,0.2258064516129032,0.12544802867383512,0.6810035842293907,Any IMV in first 72h (%),20.43010752688172
NU,2019,0.2258064516129032,0.12544802867383512,0.6810035842293907,Any vasopressor in first 72h (%),18.99641577060932
NU,2019,0.2258064516129032,0.12544802867383512,0.6810035842293907,Mean SOFA total,4.064516129032259
NU,2020,0.1917808219178082,0.1541095890410959,0.6267123287671232,Hospitalizations,292
NU,2020,0.1917808219178082,0.1541095890410959,0.6267123287671232,Death or hospice discharge (%),34.58904109589041
