term_group,model,term_clean,effect_type,k,estimate_fixed,std_error_fixed,conf_low_fixed,conf_high_fixed,estimate_random,std_error_random,conf_low_random,conf_high_random,tau2,q,i2,pooled_effect_random,pooled_conf_low_random,pooled_conf_high_random,covariate_label,site_included
ICU LOS,glm_los_quasipoisson,admit_year,RR_like,10,0.01727723421923534,0.009818174057174493,-0.001966386932826667,0.036520855371297345,0.01727723421923534,0.009818174057174493,-0.001966386932826667,0.036520855371297345,0,4.225083378228964,0,1.0174273489064276,0.9980355451393501,1.0371959348985194,"Admission year, per year",Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
ICU LOS,glm_los_quasipoisson,advanced_cancer_any_poaTRUE,RR_like,10,-0.15321593132525577,0.04156822578911032,-0.23468965387191199,-0.07174220877859955,-0.15321593132525577,0.04156822578911032,-0.23468965387191199,-0.07174220877859955,0,5.239001394946905,0,0.8579444447276047,0.7908162383066406,0.9307708094298716,Advanced cancer present on admission,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
ICU LOS,glm_los_quasipoisson,age_years,RR_like,10,-0.005144374981993087,0.0013166351146994637,-0.007724979806804036,-0.002563770157182138,-0.005144374981993087,0.0013166351146994637,-0.007724979806804036,-0.002563770157182138,0,8.955774645747725,0,0.9948688346535044,0.9923047811660911,0.9974395134947516,"Age, per year",Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
ICU LOS,glm_los_quasipoisson,race_categoryAsian,RR_like,8,0.07888185479883547,0.27848952158241547,-0.4669576075026989,0.6247213171003698,0.07888185479883547,0.27848952158241547,-0.4669576075026989,0.6247213171003698,0,2.425849383254694,0,1.0820764723755452,0.6269066659882165,1.867725381772719,Asian race,Emory; Hopkins; NU; OHSU; Penn; Rush; UCSF; UMN
ICU LOS,glm_los_quasipoisson,race_categoryBlack or African American,RR_like,10,-0.12992906999376636,0.19043424491350128,-0.5031801900242289,0.24332205003669616,-0.12992906999376636,0.19043424491350128,-0.5031801900242289,0.24332205003669616,0,5.487484482822479,0,0.8781577164438804,0.6046048408173272,1.2754793261453987,Black race,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
ICU LOS,glm_los_quasipoisson,charlson_score,RR_like,10,0.020690207112893343,0.0059178243701729335,0.009091271347354393,0.03228914287843229,0.020750652358750923,0.006004960789675469,0.008980929210987003,0.03252037550651484,7.115863639222667e-6,9.173281233519116,0.018889776635861513,1.0209674440719785,1.0090213787565547,1.0330549419472317,"Charlson score, per point",Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
ICU LOS,glm_los_quasipoisson,sex_categoryMale,RR_like,10,0.07381511164508553,0.026929056633441816,0.021034160643539572,0.12659606264663148,0.07381511164508553,0.026929056633441816,0.021034160643539572,0.12659606264663148,0,6.2314320800093626,0,1.0766077348608791,1.0212569378358736,1.1349584730542608,Male sex,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
ICU LOS,glm_los_quasipoisson,race_categoryNative Hawaiian or Other Pacific Islander,RR_like,6,0.6300607818746491,0.38662304577453666,-0.12772038784344275,1.387841951592741,0.6300607818746491,0.38662304577453666,-0.12772038784344275,1.387841951592741,0,4.7873752057748264,0,1.8777247074236383,0.8800994312434165,4.0061951544359244,Native Hawaiian or Pacific Islander race,Hopkins; NU; Penn; Rush; UCSF; UMN
ICU LOS,glm_los_quasipoisson,race_categoryOther,RR_like,9,0.38970402902953266,0.2572577090496123,-0.11452108070770745,0.8939291387667727,0.38970402902953266,0.2572577090496123,-0.11452108070770745,0.8939291387667727,0,6.484585736057221,0,1.4765437151282177,0.891793138589479,2.4447164351734787,Other race,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF
ICU LOS,glm_los_quasipoisson,race_categoryUnknown,RR_like,10,0.2745529338569352,0.22001974060703627,-0.15668575773285592,0.7057916254467262,0.2745529338569352,0.22001974060703627,-0.15668575773285592,0.7057916254467262,0,3.832600959245789,0,1.3159422301232442,0.8549726851635306,2.0254494477686316,Unknown race,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
ICU LOS,glm_los_quasipoisson,race_categoryWhite,RR_like,10,-0.06261687787784591,0.17372201343637947,-0.4031120242131497,0.27787826845745783,-0.06261687787784591,0.17372201343637947,-0.4031120242131497,0.27787826845745783,0,5.073846015906756,0,0.9393032726244206,0.6682372363798047,1.320325462170864,White race,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
