traj_cluster_ra,mortality,pm25,no2
1,0.10695587135377711,6.548913255962425,3.5047596729579
2,0.3258426966292135,6.478775253826983,3.4483087854588015
3,0.3986175115207373,6.557369367048776,3.2113119627161284
4,0.356234096692112,6.573191700747239,3.1592482543310525
5,0.18974358974358974,6.429964658447194,3.3140827316593264
NA,0.621301775147929,6.579879924571372,3.132251907473386
