k,avg_sil_width,min_sil_width
2,0.3695482275775163,-0.5004730159515991
3,0.4332337361337232,-0.4973931200630724
4,0.4627590411776083,-0.49385989954865395
5,0.42984265015524753,-0.6351613756632029
6,0.3796839000541892,-0.6351613756632029
7,0.37947815608881574,-0.6351613756632029
8,0.37419919165868076,-0.6351613756632029
9,0.3815415334580638,-0.5642692391893069
10,0.38707527047871926,-0.5642692391893069
