county_code,traj_cluster_ra,n,county_total,prop_cluster_in_county,cluster_total,prop_county_in_cluster,n_suppressed,prop_cluster_in_county_suppressed,prop_county_in_cluster_suppressed,site_name
02020,4,1,1,1,393,0.002544529262086514,NA,NA,NA,ohsu
02110,3,1,1,1,867,0.0011534025374855825,NA,NA,NA,ohsu
02130,3,1,1,1,867,0.0011534025374855825,NA,NA,NA,ohsu
02170,4,1,1,1,393,0.002544529262086514,NA,NA,NA,ohsu
04013,1,2,3,0.6666666666666666,1335,0.00149812734082397,NA,NA,NA,ohsu
04013,5,1,3,0.3333333333333333,780,0.001282051282051282,NA,NA,NA,ohsu
04027,1,1,1,1,1335,7.49063670411985e-4,NA,NA,NA,ohsu
05139,4,1,1,1,393,0.002544529262086514,NA,NA,NA,ohsu
06001,3,1,1,1,867,0.0011534025374855825,NA,NA,NA,ohsu
06015,1,3,6,0.5,1335,0.0022471910112359553,NA,NA,NA,ohsu
06015,3,2,6,0.3333333333333333,867,0.002306805074971165,NA,NA,NA,ohsu
06015,5,1,6,0.16666666666666666,780,0.001282051282051282,NA,NA,NA,ohsu
06023,1,2,2,1,1335,0.00149812734082397,NA,NA,NA,ohsu
06037,1,1,3,0.3333333333333333,1335,7.49063670411985e-4,NA,NA,NA,ohsu
06037,3,2,3,0.6666666666666666,867,0.002306805074971165,NA,NA,NA,ohsu
06049,1,1,4,0.25,1335,7.49063670411985e-4,NA,NA,NA,ohsu
06049,2,1,4,0.25,267,0.003745318352059925,NA,NA,NA,ohsu
06049,4,2,4,0.5,393,0.005089058524173028,NA,NA,NA,ohsu
06059,1,1,2,0.5,1335,7.49063670411985e-4,NA,NA,NA,ohsu
06059,3,1,2,0.5,867,0.0011534025374855825,NA,NA,NA,ohsu
06067,1,2,3,0.6666666666666666,1335,0.00149812734082397,NA,NA,NA,ohsu
06067,3,1,3,0.3333333333333333,867,0.0011534025374855825,NA,NA,NA,ohsu
06075,5,1,1,1,780,0.001282051282051282,NA,NA,NA,ohsu
06077,3,1,1,1,867,0.0011534025374855825,NA,NA,NA,ohsu
06085,1,1,1,1,1335,7.49063670411985e-4,NA,NA,NA,ohsu
06087,1,1,2,0.5,1335,7.49063670411985e-4,NA,NA,NA,ohsu
06087,3,1,2,0.5,867,0.0011534025374855825,NA,NA,NA,ohsu
06093,3,2,6,0.3333333333333333,867,0.002306805074971165,NA,NA,NA,ohsu
06093,4,2,6,0.3333333333333333,393,0.005089058524173028,NA,NA,NA,ohsu
06093,5,2,6,0.3333333333333333,780,0.002564102564102564,NA,NA,NA,ohsu
06107,1,1,1,1,1335,7.49063670411985e-4,NA,NA,NA,ohsu
08041,3,1,1,1,867,0.0011534025374855825,NA,NA,NA,ohsu
15003,2,1,1,1,267,0.003745318352059925,NA,NA,NA,ohsu
16027,2,1,2,0.5,267,0.003745318352059925,NA,NA,NA,ohsu
16027,5,1,2,0.5,780,0.001282051282051282,NA,NA,NA,ohsu
16039,4,1,1,1,393,0.002544529262086514,NA,NA,NA,ohsu
16055,4,2,2,1,393,0.005089058524173028,NA,NA,NA,ohsu
16075,3,1,1,1,867,0.0011534025374855825,NA,NA,NA,ohsu
17031,2,1,1,1,267,0.003745318352059925,NA,NA,NA,ohsu
18019,3,1,1,1,867,0.0011534025374855825,NA,NA,NA,ohsu
19193,3,1,1,1,867,0.0011534025374855825,NA,NA,NA,ohsu
22015,5,1,1,1,780,0.001282051282051282,NA,NA,NA,ohsu
22051,5,1,1,1,780,0.001282051282051282,NA,NA,NA,ohsu
23001,1,1,1,1,1335,7.49063670411985e-4,NA,NA,NA,ohsu
23005,1,1,2,0.5,1335,7.49063670411985e-4,NA,NA,NA,ohsu
23005,3,1,2,0.5,867,0.0011534025374855825,NA,NA,NA,ohsu
