traj_cluster_ra,h,arf,n,prop
1,0,ARF_HYPER,17,0.012715033657442034
1,0,ARF_HYPOX,25,0.018698578908002993
1,0,ARF_MIXED,10,0.0074794315632011965
1,0,NO_ARF,1285,0.9611069558713538
1,1,ARF_HYPER,22,0.016454749439042633
1,1,ARF_HYPOX,53,0.039640987284966345
1,1,ARF_MIXED,17,0.012715033657442034
1,1,NO_ARF,1245,0.931189229618549
1,2,ARF_HYPER,26,0.01944652206432311
1,2,ARF_HYPOX,65,0.048616305160807775
1,2,ARF_MIXED,19,0.014210919970082274
1,2,NO_ARF,1227,0.9177262528047868
1,3,ARF_HYPER,30,0.02243829468960359
1,3,ARF_HYPOX,74,0.055347793567688854
1,3,ARF_MIXED,20,0.014958863126402393
1,3,NO_ARF,1213,0.9072550486163051
1,4,ARF_HYPER,33,0.02468212415856395
1,4,ARF_HYPOX,79,0.059087509349289455
1,4,ARF_MIXED,25,0.018698578908002993
1,4,NO_ARF,1200,0.8975317875841436
1,5,ARF_HYPER,36,0.02692595362752431
1,5,ARF_HYPOX,79,0.059087509349289455
1,5,ARF_MIXED,27,0.02019446522064323
1,5,NO_ARF,1195,0.893792071802543
1,6,ARF_HYPER,36,0.02692595362752431
1,6,ARF_HYPOX,86,0.0643231114435303
1,6,ARF_MIXED,28,0.020942408376963352
1,6,NO_ARF,1187,0.8878085265519821
1,7,ARF_HYPER,28,0.020942408376963352
1,7,ARF_HYPOX,75,0.05609573672400898
1,7,ARF_MIXED,20,0.014958863126402393
1,7,NO_ARF,1214,0.9080029917726253
1,8,ARF_HYPER,22,0.016454749439042633
1,8,ARF_HYPOX,53,0.039640987284966345
1,8,ARF_MIXED,16,0.011967090501121914
1,8,NO_ARF,1246,0.9319371727748691
1,9,ARF_HYPER,20,0.014958863126402393
1,9,ARF_HYPOX,45,0.033657442034405384
1,9,ARF_MIXED,17,0.012715033657442034
1,9,NO_ARF,1255,0.9386686611817502
1,10,ARF_HYPER,19,0.014210919970082274
1,10,ARF_HYPOX,40,0.029917726252804786
1,10,ARF_MIXED,17,0.012715033657442034
1,10,NO_ARF,1261,0.9431563201196709
1,11,ARF_HYPER,16,0.011967090501121914
1,11,ARF_HYPOX,39,0.02916978309648467
1,11,ARF_MIXED,11,0.008227374719521317
1,11,NO_ARF,1271,0.9506357516828721
1,12,ARF_HYPER,11,0.008227374719521317
1,12,ARF_HYPOX,36,0.02692595362752431
1,12,ARF_MIXED,15,0.011219147344801795
1,12,NO_ARF,1275,0.9536275243081526
1,13,ARF_HYPER,11,0.008227374719521317
1,13,ARF_HYPOX,31,0.02318623784592371
1,13,ARF_MIXED,12,0.008975317875841436
1,13,NO_ARF,1283,0.9596110695587136
1,14,ARF_HYPER,11,0.008227374719521317
1,14,ARF_HYPOX,28,0.020942408376963352
1,14,ARF_MIXED,9,0.006731488406881077
1,14,NO_ARF,1289,0.9640987284966342
1,15,ARF_HYPER,10,0.0074794315632011965
1,15,ARF_HYPOX,25,0.018698578908002993
1,15,ARF_MIXED,10,0.0074794315632011965
1,15,NO_ARF,1292,0.9663425579655947
1,16,ARF_HYPER,8,0.005983545250560957
1,16,ARF_HYPOX,31,0.02318623784592371
1,16,ARF_MIXED,7,0.005235602094240838
1,16,NO_ARF,1291,0.9655946148092744
1,17,ARF_HYPER,7,0.005235602094240838
1,17,ARF_HYPOX,26,0.01944652206432311
1,17,ARF_MIXED,6,0.004487658937920718
1,17,NO_ARF,1298,0.9708302169035153
1,18,ARF_HYPER,9,0.006731488406881077
1,18,ARF_HYPOX,26,0.01944652206432311
1,18,ARF_MIXED,5,0.0037397157816005983
1,18,NO_ARF,1297,0.9700822737471952
1,19,ARF_HYPER,10,0.0074794315632011965
1,19,ARF_HYPOX,26,0.01944652206432311
1,19,ARF_MIXED,2,0.0014958863126402393
1,19,NO_ARF,1299,0.9715781600598354
1,20,ARF_HYPER,8,0.005983545250560957
1,20,ARF_HYPOX,28,0.020942408376963352
1,20,ARF_MIXED,4,0.0029917726252804786
1,20,NO_ARF,1297,0.9700822737471952
1,21,ARF_HYPER,7,0.005235602094240838
1,21,ARF_HYPOX,29,0.02169035153328347
1,21,ARF_MIXED,5,0.0037397157816005983
1,21,NO_ARF,1296,0.9693343305908751
1,22,ARF_HYPER,6,0.004487658937920718
1,22,ARF_HYPOX,31,0.02318623784592371
1,22,ARF_MIXED,6,0.004487658937920718
1,22,NO_ARF,1294,0.9678384442782348
1,23,ARF_HYPER,6,0.004487658937920718
1,23,ARF_HYPOX,23,0.01720269259536275
1,23,ARF_MIXED,9,0.006731488406881077
1,23,NO_ARF,1299,0.9715781600598354
1,24,ARF_HYPER,6,0.004487658937920718
1,24,ARF_HYPOX,21,0.015706806282722512
1,24,ARF_MIXED,8,0.005983545250560957
1,24,NO_ARF,1302,0.9738219895287958
1,25,ARF_HYPER,5,0.0037397157816005983
1,25,ARF_HYPOX,18,0.013462976813762155
1,25,ARF_MIXED,8,0.005983545250560957
1,25,NO_ARF,1306,0.9768137621540763
1,26,ARF_HYPER,5,0.0037397157816005983
1,26,ARF_HYPOX,16,0.011967090501121914
1,26,ARF_MIXED,8,0.005983545250560957
1,26,NO_ARF,1308,0.9783096484667165
1,27,ARF_HYPER,5,0.0037397157816005983
1,27,ARF_HYPOX,16,0.011967090501121914
1,27,ARF_MIXED,8,0.005983545250560957
1,27,NO_ARF,1308,0.9783096484667165
1,28,ARF_HYPER,3,0.002243829468960359
1,28,ARF_HYPOX,13,0.009723261032161555
1,28,ARF_MIXED,9,0.006731488406881077
1,28,NO_ARF,1312,0.981301421091997
1,29,ARF_HYPER,3,0.002243829468960359
1,29,ARF_HYPOX,12,0.008975317875841436
1,29,ARF_MIXED,9,0.006731488406881077
1,29,NO_ARF,1313,0.9820493642483171
1,30,ARF_HYPER,4,0.0029917726252804786
1,30,ARF_HYPOX,15,0.011219147344801795
1,30,ARF_MIXED,7,0.005235602094240838
1,30,NO_ARF,1311,0.9805534779356769
1,31,ARF_HYPER,3,0.002243829468960359
1,31,ARF_HYPOX,16,0.011967090501121914
1,31,ARF_MIXED,6,0.004487658937920718
1,31,NO_ARF,1312,0.981301421091997
1,32,ARF_HYPER,2,0.0014958863126402393
1,32,ARF_HYPOX,20,0.014958863126402393
1,32,ARF_MIXED,6,0.004487658937920718
1,32,NO_ARF,1309,0.9790575916230366
1,33,ARF_HYPER,3,0.002243829468960359
1,33,ARF_HYPOX,21,0.015706806282722512
1,33,ARF_MIXED,5,0.0037397157816005983
1,33,NO_ARF,1308,0.9783096484667165
1,34,ARF_HYPER,3,0.002243829468960359
1,34,ARF_HYPOX,19,0.014210919970082274
1,34,ARF_MIXED,5,0.0037397157816005983
1,34,NO_ARF,1310,0.9798055347793567
1,35,ARF_HYPER,3,0.002243829468960359
1,35,ARF_HYPOX,19,0.014210919970082274
1,35,ARF_MIXED,5,0.0037397157816005983
1,35,NO_ARF,1310,0.9798055347793567
1,36,ARF_HYPER,3,0.002243829468960359
1,36,ARF_HYPOX,21,0.015706806282722512
1,36,ARF_MIXED,5,0.0037397157816005983
1,36,NO_ARF,1308,0.9783096484667165
1,37,ARF_HYPER,2,0.0014958863126402393
1,37,ARF_HYPOX,18,0.013462976813762155
1,37,ARF_MIXED,4,0.0029917726252804786
1,37,NO_ARF,1313,0.9820493642483171
1,38,ARF_HYPER,3,0.002243829468960359
1,38,ARF_HYPOX,15,0.011219147344801795
1,38,ARF_MIXED,3,0.002243829468960359
1,38,NO_ARF,1316,0.9842931937172775
1,39,ARF_HYPER,3,0.002243829468960359
1,39,ARF_HYPOX,15,0.011219147344801795
1,39,ARF_MIXED,3,0.002243829468960359
1,39,NO_ARF,1316,0.9842931937172775
1,40,ARF_HYPER,1,7.479431563201197e-4
1,40,ARF_HYPOX,14,0.010471204188481676
1,40,ARF_MIXED,3,0.002243829468960359
1,40,NO_ARF,1319,0.9865370231862378
1,41,ARF_HYPOX,15,0.011219147344801795
1,41,ARF_MIXED,2,0.0014958863126402393
1,41,NO_ARF,1320,0.9872849663425579
1,42,ARF_HYPOX,14,0.010471204188481676
1,42,ARF_MIXED,2,0.0014958863126402393
1,42,NO_ARF,1321,0.9880329094988781
1,43,ARF_HYPOX,12,0.008975317875841436
1,43,ARF_MIXED,2,0.0014958863126402393
1,43,NO_ARF,1323,0.9895287958115183
1,44,ARF_HYPOX,14,0.010471204188481676
1,44,ARF_MIXED,2,0.0014958863126402393
1,44,NO_ARF,1321,0.9880329094988781
1,45,ARF_HYPOX,15,0.011219147344801795
1,45,ARF_MIXED,2,0.0014958863126402393
1,45,NO_ARF,1320,0.9872849663425579
1,46,ARF_HYPOX,11,0.008227374719521317
1,46,ARF_MIXED,3,0.002243829468960359
1,46,NO_ARF,1323,0.9895287958115183
1,47,ARF_HYPOX,10,0.0074794315632011965
1,47,ARF_MIXED,3,0.002243829468960359
1,47,NO_ARF,1324,0.9902767389678384
1,48,ARF_HYPOX,9,0.006731488406881077
1,48,ARF_MIXED,3,0.002243829468960359
1,48,NO_ARF,1325,0.9910246821241586
1,49,ARF_HYPOX,10,0.0074794315632011965
1,49,ARF_MIXED,3,0.002243829468960359
1,49,NO_ARF,1324,0.9902767389678384
1,50,ARF_HYPER,2,0.0014958863126402393
1,50,ARF_HYPOX,6,0.004487658937920718
1,50,ARF_MIXED,2,0.0014958863126402393
1,50,NO_ARF,1327,0.9925205684367988
1,51,ARF_HYPER,2,0.0014958863126402393
1,51,ARF_HYPOX,5,0.0037397157816005983
1,51,ARF_MIXED,2,0.0014958863126402393
1,51,NO_ARF,1328,0.9932685115931189
1,52,ARF_HYPER,2,0.0014958863126402393
1,52,ARF_HYPOX,5,0.0037397157816005983
1,52,ARF_MIXED,2,0.0014958863126402393
1,52,NO_ARF,1328,0.9932685115931189
1,53,ARF_HYPER,2,0.0014958863126402393
1,53,ARF_HYPOX,6,0.004487658937920718
1,53,ARF_MIXED,1,7.479431563201197e-4
1,53,NO_ARF,1328,0.9932685115931189
1,54,ARF_HYPER,2,0.0014958863126402393
1,54,ARF_HYPOX,6,0.004487658937920718
1,54,ARF_MIXED,1,7.479431563201197e-4
1,54,NO_ARF,1328,0.9932685115931189
1,55,ARF_HYPER,2,0.0014958863126402393
1,55,ARF_HYPOX,5,0.0037397157816005983
1,55,ARF_MIXED,1,7.479431563201197e-4
1,55,NO_ARF,1329,0.994016454749439
1,56,ARF_HYPER,2,0.0014958863126402393
1,56,ARF_HYPOX,3,0.002243829468960359
1,56,ARF_MIXED,1,7.479431563201197e-4
1,56,NO_ARF,1331,0.9955123410620793
1,57,ARF_HYPER,1,7.479431563201197e-4
1,57,ARF_HYPOX,3,0.002243829468960359
1,57,ARF_MIXED,1,7.479431563201197e-4
1,57,NO_ARF,1332,0.9962602842183994
1,58,ARF_HYPER,1,7.479431563201197e-4
1,58,ARF_HYPOX,3,0.002243829468960359
1,58,ARF_MIXED,1,7.479431563201197e-4
1,58,NO_ARF,1332,0.9962602842183994
1,59,ARF_HYPER,1,7.479431563201197e-4
1,59,ARF_HYPOX,4,0.0029917726252804786
1,59,ARF_MIXED,1,7.479431563201197e-4
