traj_cluster_ra,mortality,sofa,imv_rate,icu_los,severity_rank
1,0.14582450190758797,4.150487494701145,0.041966935142009325,63.11666666666667,1
2,0.05949161709031909,4.030286641427799,0.1719848566792861,44.56666666666667,2
3,0.1855388813096862,4.871759890859481,0.06002728512960437,90.29166666666667,3
4,0.43386515697375194,10.737519300051467,1,158.48333333333332,5
5,0.28982725527831094,10.602687140115163,1,145.20833333333334,4
