traj_cluster_ra,mortality,pm25,no2
1,0.14582450190758797,8.418890481644032,5.863661960896291
2,0.05949161709031909,8.4468642828979,5.8736423096070975
3,0.1855388813096862,8.403993514192381,5.805765273284209
4,0.43386515697375194,8.322952508214694,5.619116279440516
5,0.28982725527831094,8.27176842845104,5.432897921674876
NA,0.7142857142857143,8.443424667927049,6.028265329636713
