vif
8.3947367312674
7.754540980110432
1.1499595874482935
1.1487174451074467
1.020144818566679
1.2569678840355374
2.1139046054821593
1.4881505417181276
1.4663842479629499
1
1
4
1
2
6
1
1
1
2.897367206839237
2.784697646084837
1.0176192699112507
1.0717823683507053
1.0049986005789007
1.0192413047288496
1.4539273040568979
1.2198977587151014
1.210943536240625
