site_name,stratum,variable,level,summary_type,n,denom,prop
emory,Overall,sex_category,Female,categorical,4227,8820,0.4792517006802721
emory,Overall,sex_category,Male,categorical,4591,8820,0.5205215419501134
emory,Overall,sex_category,Unknown,categorical,2,8820,2.2675736961451248e-4
emory,Overall,race_category,American Indian or Alaska Native,categorical,27,8820,0.003061224489795918
emory,Overall,race_category,Asian,categorical,343,8820,0.03888888888888889
emory,Overall,race_category,Black or African American,categorical,4845,8820,0.5493197278911565
emory,Overall,race_category,Native Hawaiian or Other Pacific Islander,categorical,3,8820,3.401360544217687e-4
emory,Overall,race_category,Other,categorical,210,8820,0.023809523809523808
emory,Overall,race_category,Unknown,categorical,479,8820,0.054308390022675734
emory,Overall,race_category,White,categorical,2913,8820,0.3302721088435374
emory,Overall,ethnicity_category,Hispanic,categorical,298,8820,0.03378684807256236
emory,Overall,ethnicity_category,Non-Hispanic,categorical,7893,8820,0.8948979591836734
emory,Overall,ethnicity_category,Unknown,categorical,629,8820,0.07131519274376417
emory,Overall,device_t0,CPAP,categorical,172,8820,0.019501133786848073
emory,Overall,device_t0,FACE MASK,categorical,73,8820,0.008276643990929705
emory,Overall,device_t0,HIGH FLOW NC,categorical,969,8820,0.10986394557823129
emory,Overall,device_t0,IMV,categorical,2614,8820,0.2963718820861678
emory,Overall,device_t0,NASAL CANNULA,categorical,2087,8820,0.23662131519274376
emory,Overall,device_t0,NIPPV,categorical,253,8820,0.028684807256235827
emory,Overall,device_t0,OTHER,categorical,658,8820,0.0746031746031746
emory,Overall,device_t0,ROOM AIR,categorical,551,8820,0.062471655328798184
emory,Overall,device_t0,TRACH COLLAR,categorical,19,8820,0.0021541950113378684
emory,Overall,device_t0,UNK,categorical,906,8820,0.10272108843537416
emory,Overall,device_t0,NA,categorical,518,8820,0.05873015873015873
emory,Overall,traj_cluster_ra,1,categorical,2359,8820,0.26746031746031745
emory,Overall,traj_cluster_ra,2,categorical,1849,8820,0.2096371882086168
emory,Overall,traj_cluster_ra,3,categorical,1466,8820,0.16621315192743763
emory,Overall,traj_cluster_ra,4,categorical,1943,8820,0.22029478458049886
emory,Overall,traj_cluster_ra,5,categorical,1042,8820,0.118140589569161
emory,Overall,traj_cluster_ra,NA,categorical,161,8820,0.018253968253968255
emory,Overall,severity_rank,1,categorical,2359,8820,0.26746031746031745
emory,Overall,severity_rank,2,categorical,1849,8820,0.2096371882086168
emory,Overall,severity_rank,3,categorical,1466,8820,0.16621315192743763
emory,Overall,severity_rank,4,categorical,1042,8820,0.118140589569161
emory,Overall,severity_rank,5,categorical,1943,8820,0.22029478458049886
emory,Overall,severity_rank,NA,categorical,161,8820,0.018253968253968255
emory,Overall,death_in_hosp,0,categorical,7141,8820,0.8096371882086167
emory,Overall,death_in_hosp,1,categorical,1679,8820,0.19036281179138323
emory,Overall,hospice_discharge,0,categorical,8513,8820,0.9651927437641723
emory,Overall,hospice_discharge,1,categorical,307,8820,0.034807256235827665
emory,Overall,death_or_hospice,0,categorical,6834,8820,0.7748299319727892
emory,Overall,death_or_hospice,1,categorical,1986,8820,0.22517006802721087
emory,Overall,any_imv_icu,0,categorical,5082,8820,0.5761904761904761
emory,Overall,any_imv_icu,1,categorical,3738,8820,0.4238095238095238
emory,Overall,any_imv_72h,0,categorical,5330,8820,0.6043083900226758
emory,Overall,any_imv_72h,1,categorical,3490,8820,0.3956916099773243
emory,Overall,vaso_any_72h,0,categorical,5235,8820,0.5935374149659864
emory,Overall,vaso_any_72h,1,categorical,3585,8820,0.4064625850340136
emory,Overall,advanced_cancer_any_poa,0,categorical,7478,8820,0.8478458049886621
emory,Overall,advanced_cancer_any_poa,1,categorical,1342,8820,0.15215419501133787
emory,Overall,metastatic_cancer_poa,0,categorical,7901,8820,0.8958049886621315
emory,Overall,metastatic_cancer_poa,1,categorical,919,8820,0.10419501133786849
emory,Overall,malignant_pleural_effusion_poa,0,categorical,8490,8820,0.9625850340136054
emory,Overall,malignant_pleural_effusion_poa,1,categorical,330,8820,0.03741496598639456
emory,Overall,cachexia_poa,0,categorical,8455,8820,0.9586167800453514
emory,Overall,cachexia_poa,1,categorical,365,8820,0.041383219954648526
