traj_cluster_ra,h,rs,n,prop
1,0,IMV,57,0.024162780839338704
1,0,LOW_O2,1354,0.5739720220432386
1,0,NIV,361,0.1530309453158118
1,0,OTHER,447,0.18948707079270877
1,0,ROOM AIR,140,0.05934718100890208
1,1,IMV,54,0.022891055532005086
1,1,LOW_O2,1365,0.5786350148367952
1,1,NIV,370,0.15684612123781264
1,1,OTHER,430,0.18228062738448494
1,1,ROOM AIR,140,0.05934718100890208
1,2,IMV,56,0.02373887240356083
1,2,LOW_O2,1380,0.5849936413734633
1,2,NIV,337,0.14285714285714285
1,2,OTHER,444,0.18821534548537516
1,2,ROOM AIR,142,0.06019499788045782
1,3,IMV,57,0.024162780839338704
1,3,LOW_O2,1387,0.5879610004239084
1,3,NIV,349,0.14794404408647732
1,3,OTHER,435,0.18440016956337432
1,3,ROOM AIR,131,0.05553200508690123
1,4,IMV,52,0.022043238660449344
1,4,LOW_O2,1398,0.5926239932174651
1,4,NIV,332,0.1407376006782535
1,4,OTHER,439,0.18609580330648579
1,4,ROOM AIR,138,0.058499364137346334
1,5,IMV,48,0.020347604917337857
1,5,LOW_O2,1422,0.602797795676134
1,5,NIV,316,0.13395506570580754
1,5,OTHER,429,0.18185671894870709
1,5,ROOM AIR,144,0.06104281475201356
1,6,IMV,41,0.01738024586689275
1,6,LOW_O2,1424,0.6036456125476897
1,6,NIV,315,0.13353115727002968
1,6,OTHER,430,0.18228062738448494
1,6,ROOM AIR,149,0.06316235693090293
1,7,IMV,37,0.015684612123781264
1,7,LOW_O2,1440,0.6104281475201356
1,7,NIV,304,0.1288681644764731
1,7,OTHER,425,0.1801610852055956
1,7,ROOM AIR,153,0.06485799067401442
1,8,IMV,34,0.014412886816447647
1,8,LOW_O2,1460,0.6189063162356931
1,8,NIV,290,0.12293344637558287
1,8,OTHER,417,0.1767698177193726
1,8,ROOM AIR,158,0.06697753285290377
1,9,IMV,31,0.01314116150911403
1,9,LOW_O2,1487,0.6303518440016956
1,9,NIV,272,0.11530309453158118
1,9,OTHER,414,0.175498092412039
1,9,ROOM AIR,155,0.06570580754557016
1,10,IMV,27,0.011445527766002543
1,10,LOW_O2,1482,0.6282323018228063
1,10,NIV,255,0.10809665112335735
1,10,OTHER,431,0.18270453582026283
1,10,ROOM AIR,164,0.069520983467571
1,11,IMV,19,0.008054260279779568
1,11,LOW_O2,1484,0.629080118694362
1,11,NIV,257,0.1089444679949131
1,11,OTHER,433,0.18355235269181858
1,11,ROOM AIR,166,0.07036880033912675
1,12,IMV,18,0.007630351844001695
1,12,LOW_O2,1486,0.6299279355659178
1,12,NIV,250,0.10597710894446799
1,12,OTHER,432,0.1831284442560407
1,12,ROOM AIR,173,0.07333615938957186
1,13,IMV,18,0.007630351844001695
1,13,LOW_O2,1505,0.6379821958456974
1,13,NIV,230,0.09749894022891055
1,13,OTHER,435,0.18440016956337432
1,13,ROOM AIR,171,0.07248834251801611
1,14,IMV,19,0.008054260279779568
1,14,LOW_O2,1526,0.6468842729970327
1,14,NIV,216,0.091564222128020345
1,14,OTHER,433,0.18355235269181858
1,14,ROOM AIR,165,0.06994489190334888
1,15,IMV,17,0.0072064434082238235
1,15,LOW_O2,1527,0.6473081814328105
1,15,NIV,207,0.0877490462060195
1,15,OTHER,458,0.19415006358626535
1,15,ROOM AIR,150,0.0635862653666808
1,16,IMV,9,0.0038151759220008477
1,16,LOW_O2,1549,0.6566341670199237
1,16,NIV,198,0.08393387028401865
1,16,OTHER,447,0.18948707079270877
1,16,ROOM AIR,156,0.06612971598134802
1,17,IMV,9,0.0038151759220008477
1,17,LOW_O2,1549,0.6566341670199237
1,17,NIV,188,0.07969478592623994
1,17,OTHER,455,0.19287833827893175
1,17,ROOM AIR,158,0.06697753285290377
1,18,IMV,8,0.003391267486222976
1,18,LOW_O2,1568,0.6646884272997032
1,18,NIV,174,0.07376006782534972
1,18,OTHER,452,0.19160661297159814
1,18,ROOM AIR,157,0.0665536244171259
1,19,IMV,4,0.001695633743111488
