traj_cluster_ra,h,arf,n,prop
1,0,ARF_HYPER,31,0.01314116150911403
1,0,ARF_HYPOX,25,0.0105977108944468
1,0,ARF_MIXED,8,0.003391267486222976
1,0,NO_ARF,2295,0.9728698601102161
1,1,ARF_HYPER,59,0.025010597710894446
1,1,ARF_HYPOX,38,0.016108520559559136
1,1,ARF_MIXED,14,0.005934718100890208
1,1,NO_ARF,2248,0.9529461636286563
1,2,ARF_HYPER,75,0.0317931326833404
1,2,ARF_HYPOX,52,0.022043238660449344
1,2,ARF_MIXED,23,0.009749894022891056
1,2,NO_ARF,2209,0.9364137346333192
1,3,ARF_HYPER,79,0.033488766426451884
1,3,ARF_HYPOX,57,0.024162780839338704
1,3,ARF_MIXED,29,0.012293344637558287
1,3,NO_ARF,2194,0.9300551080966512
1,4,ARF_HYPER,90,0.03815175922000848
1,4,ARF_HYPOX,64,0.027130139889783807
1,4,ARF_MIXED,33,0.013988978380669776
1,4,NO_ARF,2172,0.920729122509538
1,5,ARF_HYPER,94,0.03984739296311997
1,5,ARF_HYPOX,68,0.028825773632895294
1,5,ARF_MIXED,36,0.01526070368800339
1,5,NO_ARF,2161,0.9160661297159813
1,6,ARF_HYPER,99,0.041966935142009325
1,6,ARF_HYPOX,72,0.03052140737600678
1,6,ARF_MIXED,38,0.016108520559559136
1,6,NO_ARF,2150,0.9114031369224248
1,7,ARF_HYPER,88,0.03730394234845273
1,7,ARF_HYPOX,57,0.024162780839338704
1,7,ARF_MIXED,34,0.014412886816447647
1,7,NO_ARF,2180,0.924120389995761
1,8,ARF_HYPER,68,0.028825773632895294
1,8,ARF_HYPOX,51,0.02161933022467147
1,8,ARF_MIXED,29,0.012293344637558287
1,8,NO_ARF,2211,0.937261551504875
1,9,ARF_HYPER,59,0.025010597710894446
1,9,ARF_HYPOX,42,0.017804154302670624
1,9,ARF_MIXED,21,0.008902077151335312
1,9,NO_ARF,2237,0.9482831708350996
1,10,ARF_HYPER,55,0.02331496396778296
1,10,ARF_HYPOX,37,0.015684612123781264
1,10,ARF_MIXED,17,0.0072064434082238235
1,10,NO_ARF,2250,0.9537939805002119
1,11,ARF_HYPER,50,0.0211954217888936
1,11,ARF_HYPOX,32,0.013565069944891903
1,11,ARF_MIXED,14,0.005934718100890208
1,11,NO_ARF,2263,0.9593047901653243
1,12,ARF_HYPER,49,0.020771513353115726
1,12,ARF_HYPOX,31,0.01314116150911403
1,12,ARF_MIXED,13,0.005510809665112336
1,12,NO_ARF,2266,0.9605765154726579
1,13,ARF_HYPER,46,0.01949978804578211
1,13,ARF_HYPOX,31,0.01314116150911403
1,13,ARF_MIXED,12,0.005086901229334464
1,13,NO_ARF,2270,0.9622721492157694
1,14,ARF_HYPER,44,0.018651971174226366
1,14,ARF_HYPOX,29,0.012293344637558287
1,14,ARF_MIXED,11,0.0046629927935565915
1,14,NO_ARF,2275,0.9643916913946587
1,15,ARF_HYPER,47,0.019923696481559984
1,15,ARF_HYPOX,29,0.012293344637558287
1,15,ARF_MIXED,9,0.0038151759220008477
1,15,NO_ARF,2274,0.9639677829588809
1,16,ARF_HYPER,42,0.017804154302670624
1,16,ARF_HYPOX,30,0.01271725307333616
1,16,ARF_MIXED,9,0.0038151759220008477
1,16,NO_ARF,2278,0.9656634167019924
1,17,ARF_HYPER,40,0.01695633743111488
1,17,ARF_HYPOX,25,0.0105977108944468
1,17,ARF_MIXED,9,0.0038151759220008477
1,17,NO_ARF,2285,0.9686307757524375
1,18,ARF_HYPER,39,0.016532428995337006
1,18,ARF_HYPOX,22,0.009325985587113183
1,18,ARF_MIXED,6,0.002543450614667232
1,18,NO_ARF,2292,0.9715981348028826
1,19,ARF_HYPER,38,0.016108520559559136
1,19,ARF_HYPOX,20,0.00847816871555744
1,19,ARF_MIXED,4,0.001695633743111488
1,19,NO_ARF,2297,0.9737176769817719
1,20,ARF_HYPER,36,0.01526070368800339
1,20,ARF_HYPOX,19,0.008054260279779568
1,20,ARF_MIXED,4,0.001695633743111488
1,20,NO_ARF,2300,0.9749894022891056
1,21,ARF_HYPER,34,0.014412886816447647
1,21,ARF_HYPOX,18,0.007630351844001695
1,21,ARF_MIXED,2,8.47816871555744e-4
1,21,NO_ARF,2305,0.9771089444679949
1,22,ARF_HYPER,28,0.011869436201780416
1,22,ARF_HYPOX,19,0.008054260279779568
1,22,ARF_MIXED,2,8.47816871555744e-4
1,22,NO_ARF,2310,0.9792284866468842
1,23,ARF_HYPER,27,0.011445527766002543
1,23,ARF_HYPOX,16,0.006782534972445952
1,23,ARF_MIXED,3,0.001271725307333616
1,23,NO_ARF,2313,0.9805002119542179
1,24,ARF_HYPER,23,0.009749894022891056
1,24,ARF_HYPOX,16,0.006782534972445952
1,24,ARF_MIXED,2,8.47816871555744e-4
1,24,NO_ARF,2318,0.9826197541331072
1,25,ARF_HYPER,19,0.008054260279779568
1,25,ARF_HYPOX,17,0.0072064434082238235
1,25,ARF_MIXED,2,8.47816871555744e-4
1,25,NO_ARF,2321,0.9838914794404409
1,26,ARF_HYPER,16,0.006782534972445952
1,26,ARF_HYPOX,14,0.005934718100890208
1,26,ARF_MIXED,2,8.47816871555744e-4
1,26,NO_ARF,2327,0.9864349300551081
1,27,ARF_HYPER,12,0.005086901229334464
1,27,ARF_HYPOX,11,0.0046629927935565915
1,27,ARF_MIXED,4,0.001695633743111488
1,27,NO_ARF,2332,0.9885544722339975
1,28,ARF_HYPER,13,0.005510809665112336
1,28,ARF_HYPOX,9,0.0038151759220008477
1,28,ARF_MIXED,3,0.001271725307333616
1,28,NO_ARF,2334,0.9894022891055532
1,29,ARF_HYPER,12,0.005086901229334464
1,29,ARF_HYPOX,6,0.002543450614667232
1,29,ARF_MIXED,3,0.001271725307333616
1,29,NO_ARF,2338,0.9910979228486647
1,30,ARF_HYPER,12,0.005086901229334464
1,30,ARF_HYPOX,9,0.0038151759220008477
1,30,ARF_MIXED,2,8.47816871555744e-4
1,30,NO_ARF,2336,0.9902501059771089
1,31,ARF_HYPER,12,0.005086901229334464
1,31,ARF_HYPOX,8,0.003391267486222976
1,31,ARF_MIXED,4,0.001695633743111488
