k,avg_sil_width,min_sil_width
2,0.36542838160464175,-0.4333600470146796
3,0.36731536040448304,-0.5367240557450198
4,0.4109119660619239,-0.5684514789551193
5,0.3882548204648089,-0.5428240568552555
6,0.368605765614128,-0.5306892806374538
7,0.33063348975154944,-0.6164127268708358
8,0.3007147625482108,-0.6164127268708358
9,0.2906124766847851,-0.598966237473133
10,0.29360901828203245,-0.5766312153948812
