traj_cluster_ra,h,rs,n,prop
1,0,IMV,7,0.028688524590163935
1,0,LOW_O2,73,0.29918032786885246
1,0,NIV,7,0.028688524590163935
1,0,ROOM AIR,157,0.6434426229508197
1,1,IMV,8,0.03278688524590164
1,1,LOW_O2,67,0.27459016393442626
1,1,NIV,5,0.020491803278688523
1,1,ROOM AIR,164,0.6721311475409836
1,2,IMV,7,0.028688524590163935
1,2,LOW_O2,66,0.27049180327868855
1,2,NIV,7,0.028688524590163935
1,2,ROOM AIR,164,0.6721311475409836
1,3,IMV,7,0.028688524590163935
1,3,LOW_O2,71,0.29098360655737704
1,3,NIV,6,0.02459016393442623
1,3,ROOM AIR,160,0.6557377049180327
1,4,IMV,7,0.028688524590163935
1,4,LOW_O2,73,0.29918032786885246
1,4,NIV,6,0.02459016393442623
1,4,ROOM AIR,158,0.6475409836065574
1,5,IMV,7,0.028688524590163935
1,5,LOW_O2,67,0.27459016393442626
1,5,NIV,8,0.03278688524590164
1,5,ROOM AIR,162,0.6639344262295082
1,6,IMV,7,0.028688524590163935
1,6,LOW_O2,64,0.26229508196721313
1,6,NIV,8,0.03278688524590164
1,6,ROOM AIR,165,0.6762295081967213
1,7,IMV,6,0.02459016393442623
1,7,LOW_O2,64,0.26229508196721313
1,7,NIV,6,0.02459016393442623
1,7,ROOM AIR,168,0.6885245901639344
1,8,IMV,6,0.02459016393442623
1,8,LOW_O2,66,0.27049180327868855
1,8,NIV,6,0.02459016393442623
1,8,ROOM AIR,166,0.680327868852459
1,9,IMV,6,0.02459016393442623
1,9,LOW_O2,67,0.27459016393442626
1,9,NIV,4,0.01639344262295082
1,9,ROOM AIR,167,0.6844262295081968
1,10,IMV,7,0.028688524590163935
1,10,LOW_O2,61,0.25
1,10,NIV,2,0.00819672131147541
1,10,ROOM AIR,174,0.7131147540983607
1,11,IMV,6,0.02459016393442623
1,11,LOW_O2,61,0.25
1,11,NIV,2,0.00819672131147541
1,11,ROOM AIR,175,0.7172131147540983
1,12,IMV,6,0.02459016393442623
1,12,LOW_O2,61,0.25
1,12,NIV,2,0.00819672131147541
1,12,ROOM AIR,175,0.7172131147540983
1,13,IMV,7,0.028688524590163935
1,13,LOW_O2,63,0.2581967213114754
1,13,ROOM AIR,174,0.7131147540983607
1,14,IMV,6,0.02459016393442623
1,14,LOW_O2,65,0.26639344262295084
1,14,ROOM AIR,173,0.7090163934426229
1,15,IMV,7,0.028688524590163935
1,15,LOW_O2,67,0.27459016393442626
